like1,like2,parlr_T,parlr_RRR,parlr_RH,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,chain
-189.2,-163.8,-0.006718,0.0001054,0.04803,1.297,0.2322,0.892,0.606,6.297,5.176,3752.0,3752.0,3752.0,3816.0,3816.0,3838.0,3752.0,3752.0,3838.0,3868.0,3912.0,3938.0,3958.0,3858.0,3976.0,3976.0,3752.0,3752.0,3780.0,3918.0,3976.0,3752.0,3752.0,3752.0,3880.0,3892.0,3952.0,3964.0,3976.0,3752.0,3804.0,3892.0,3938.0,3970.0,3976.0,3976.0,3752.0,3752.0,3752.0,3976.0,3976.0,3976.0,3970.0,3976.0,3752.0,3752.0,3752.0,3858.0,3890.0,3926.0,3976.0,3792.0,3752.0,3752.0,3850.0,3892.0,3944.0,3964.0,3976.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3918.0,3976.0,3976.0,3858.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3816.0,3976.0,3976.0,3976.0,3976.0,3976.0,3776.0,3752.0,3912.0,1.0
-159.6,-96.2,-0.006863,0.0001397,0.0414,1.72,0.1896,0.6743,0.4414,16.53,5.61,3752.0,3752.0,3912.0,4056.0,4096.0,4148.0,3752.0,3892.0,4032.0,4148.0,4156.0,4172.0,4216.0,3752.0,4216.0,4216.0,3816.0,3988.0,4096.0,4216.0,4216.0,3918.0,3988.0,4032.0,4216.0,4216.0,4096.0,4216.0,4216.0,3938.0,4066.0,4130.0,4176.0,4216.0,4216.0,4216.0,3752.0,3816.0,3918.0,4216.0,4216.0,4216.0,3878.0,4216.0,3752.0,3752.0,3958.0,4094.0,4150.0,4196.0,4216.0,4076.0,3890.0,3938.0,4026.0,4096.0,4124.0,4156.0,4216.0,3752.0,3752.0,3752.0,3752.0,3780.0,3892.0,4026.0,4144.0,4216.0,4216.0,3816.0,3762.0,3752.0,3752.0,3764.0,3868.0,4026.0,4074.0,4196.0,4216.0,4216.0,4216.0,4216.0,3976.0,3752.0,4082.0,1.0
-268.2,-220.1,-0.00566,0.0001352,0.0699,1.264,0.25,0.869,0.5483,21.72,3.057,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3816.0,3816.0,3816.0,3816.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3764.0,3776.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3776.0,3776.0,3776.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3776.0,3776.0,3776.0,3776.0,3752.0,3752.0,3752.0,1.0
-182.8,-147.9,-0.00516,6.54e-05,0.0906,1.583,0.3691,0.8,0.4531,8.31,5.598,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,3752.0,3752.0,3776.0,3946.0,3988.0,3994.0,4026.0,3752.0,4044.0,3944.0,3752.0,3752.0,3752.0,4052.0,4052.0,3752.0,3752.0,3752.0,3872.0,4052.0,3752.0,4032.0,4066.0,3752.0,3752.0,3830.0,3944.0,4026.0,4066.0,4066.0,3752.0,3752.0,3752.0,4032.0,4066.0,4066.0,3752.0,4066.0,3752.0,3752.0,3752.0,3752.0,3892.0,4008.0,4066.0,3752.0,3752.0,3752.0,3792.0,3838.0,4010.0,4074.0,4074.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3996.0,4076.0,4082.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3776.0,3994.0,4082.0,4088.0,4096.0,4100.0,3752.0,3752.0,3752.0,1.0
-178.1,-151.1,-0.005806,2.664e-05,0.003399,1.282,0.3516,0.748,0.5894,20.9,4.785,3752.0,3752.0,3752.0,3776.0,3816.0,3868.0,3752.0,3752.0,3850.0,3912.0,3952.0,3988.0,3994.0,3752.0,4000.0,4000.0,3752.0,3752.0,3830.0,4000.0,4026.0,3752.0,3752.0,3776.0,3988.0,4026.0,3988.0,4026.0,4026.0,3752.0,3792.0,3892.0,3976.0,3996.0,4026.0,4026.0,3752.0,3752.0,3752.0,3988.0,4026.0,4026.0,3804.0,4026.0,3752.0,3752.0,3752.0,3868.0,3946.0,4000.0,4026.0,3804.0,3752.0,3752.0,3828.0,3868.0,3944.0,4026.0,4026.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3918.0,4026.0,4026.0,3804.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3816.0,3992.0,4026.0,4026.0,4026.0,4026.0,3752.0,3752.0,3804.0,1.0
-179.6,-153.1,-0.006775,7.343e-05,0.04053,1.699,0.372,0.7944,0.4905,11.164,7.176,3752.0,3752.0,3752.0,3792.0,3838.0,3890.0,3752.0,3752.0,3868.0,3944.0,3952.0,3976.0,3988.0,3752.0,3992.0,3992.0,3752.0,3752.0,3792.0,3988.0,3992.0,3752.0,3752.0,3752.0,3892.0,3976.0,3804.0,3992.0,3992.0,3752.0,3792.0,3912.0,3928.0,3978.0,3992.0,3992.0,3752.0,3752.0,3752.0,3946.0,3992.0,3992.0,3764.0,3992.0,3752.0,3752.0,3752.0,3816.0,3938.0,3952.0,3992.0,3762.0,3752.0,3764.0,3880.0,3912.0,3952.0,3992.0,3996.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3892.0,3996.0,3996.0,3804.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3830.0,3988.0,4002.0,3996.0,4000.0,4000.0,3752.0,3752.0,3762.0,1.0
-273.8,-224.1,-0.006477,3.546e-05,0.08185,1.539,0.3794,0.8115,0.6484,15.25,3.434,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,1.0
-265.2,-218.5,-0.006744,3.37e-05,0.05902,1.787,0.3586,0.8984,0.5664,6.19,4.883,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3792.0,3752.0,3816.0,3776.0,3752.0,3752.0,3752.0,3752.0,3776.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,3752.0,3752.0,3752.0,3764.0,3764.0,3776.0,3776.0,3752.0,3752.0,3752.0,3752.0,3776.0,3776.0,3752.0,3776.0,3752.0,3752.0,3752.0,3752.0,3764.0,3764.0,3776.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3776.0,3780.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,3792.0,3792.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3780.0,3792.0,3792.0,3752.0,3752.0,3752.0,1.0
-173.2,-115.94,-0.00661,8.744e-05,0.076,1.344,0.2433,0.681,0.6157,6.06,4.75,3752.0,3752.0,3868.0,4058.0,4100.0,4156.0,3752.0,3816.0,4066.0,4156.0,4216.0,4216.0,4216.0,3776.0,4216.0,4216.0,3752.0,3996.0,4156.0,4216.0,4216.0,3892.0,3988.0,4074.0,4216.0,4216.0,4212.0,4216.0,4216.0,3892.0,4096.0,4216.0,4216.0,4216.0,4216.0,4216.0,3752.0,3752.0,3880.0,4216.0,4216.0,4216.0,3976.0,4216.0,3752.0,3752.0,3952.0,4156.0,4216.0,4216.0,4216.0,4092.0,3752.0,3860.0,3988.0,4096.0,4156.0,4216.0,4216.0,3752.0,3752.0,3752.0,3752.0,3752.0,3804.0,3988.0,4216.0,4216.0,4216.0,3838.0,3780.0,3752.0,3752.0,3752.0,3780.0,3988.0,4094.0,4216.0,4216.0,4216.0,4216.0,4216.0,3976.0,3752.0,4092.0,1.0
-196.9,-169.8,-0.006683,0.0001415,0.031,1.516,0.2014,0.8193,0.5474,15.336,4.0,3752.0,3752.0,3752.0,3816.0,3816.0,3804.0,3752.0,3752.0,3808.0,3868.0,3912.0,3918.0,3964.0,3764.0,3964.0,3964.0,3752.0,3752.0,3776.0,3892.0,3964.0,3752.0,3752.0,3752.0,3858.0,3890.0,3830.0,3918.0,3946.0,3752.0,3792.0,3828.0,3912.0,3918.0,3938.0,3946.0,3752.0,3752.0,3752.0,3918.0,3944.0,3946.0,3858.0,3946.0,3752.0,3752.0,3752.0,3816.0,3848.0,3892.0,3946.0,3752.0,3752.0,3752.0,3850.0,3892.0,3918.0,3944.0,3946.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3892.0,3946.0,3952.0,3816.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,3902.0,3952.0,3952.0,3958.0,3964.0,3752.0,3752.0,3776.0,1.0
-248.8,-205.8,-0.00574,7.2e-05,0.02238,1.692,0.3328,0.8867,0.4756,12.79,4.29,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3792.0,3850.0,3858.0,3752.0,3880.0,3792.0,3752.0,3752.0,3752.0,3764.0,3818.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,3792.0,3752.0,3752.0,3752.0,3776.0,3792.0,3792.0,3792.0,3752.0,3752.0,3752.0,3792.0,3808.0,3816.0,3752.0,3816.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3816.0,3752.0,3752.0,3752.0,3764.0,3816.0,3816.0,3816.0,3816.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,3838.0,3838.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3776.0,3848.0,3850.0,3868.0,3868.0,3752.0,3752.0,3752.0,1.0
-273.8,-224.1,-0.006737,3.52e-05,0.0964,1.641,0.3286,0.763,0.5156,19.67,5.727,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,1.0
-155.0,-110.1,-0.0069,8.947e-05,0.03564,1.333,0.3164,0.6987,0.6406,17.4,6.008,3752.0,3752.0,3816.0,3952.0,3988.0,4026.0,3752.0,3816.0,3988.0,4056.0,4072.0,4076.0,4100.0,3792.0,4132.0,4132.0,3752.0,3892.0,4052.0,4132.0,4132.0,3848.0,3918.0,3988.0,4132.0,4132.0,4132.0,4132.0,4132.0,3848.0,4002.0,4074.0,4120.0,4132.0,4132.0,4132.0,3752.0,3752.0,3808.0,4132.0,4132.0,4132.0,3978.0,4132.0,3752.0,3752.0,3892.0,4044.0,4104.0,4132.0,4132.0,4108.0,3752.0,3792.0,3902.0,3988.0,4052.0,4094.0,4132.0,3752.0,3752.0,3752.0,3752.0,3752.0,3808.0,3918.0,4074.0,4136.0,4136.0,3858.0,3792.0,3752.0,3752.0,3752.0,3776.0,3868.0,3992.0,4066.0,4132.0,4136.0,4136.0,4136.0,4026.0,3752.0,4082.0,1.0
-149.5,-95.5,-0.006344,4.52e-05,0.005276,1.499,0.2708,0.7095,0.4226,18.84,3.504,3752.0,3752.0,3830.0,3996.0,4034.0,4096.0,3752.0,3792.0,4012.0,4096.0,4120.0,4132.0,4160.0,3752.0,4216.0,4096.0,3764.0,3868.0,4056.0,4216.0,4216.0,3792.0,3850.0,3976.0,4160.0,4216.0,3840.0,4216.0,4216.0,3816.0,3988.0,4088.0,4136.0,4216.0,4216.0,4216.0,3752.0,3752.0,3808.0,4216.0,4216.0,4216.0,3776.0,4216.0,3752.0,3752.0,3868.0,4032.0,4120.0,4156.0,4216.0,3776.0,3850.0,3912.0,3988.0,4072.0,4120.0,4140.0,4216.0,3752.0,3752.0,3752.0,3752.0,3752.0,3780.0,3976.0,4104.0,4216.0,4216.0,3804.0,3752.0,3752.0,3752.0,3752.0,3764.0,3946.0,4026.0,4136.0,4216.0,4216.0,4216.0,4216.0,3752.0,3752.0,3838.0,1.0
-218.6,-185.9,-0.005886,8.87e-05,0.0741,1.569,0.2693,0.745,0.5547,18.62,4.098,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3752.0,3752.0,3752.0,3776.0,3808.0,3868.0,3926.0,3752.0,3944.0,3944.0,3752.0,3752.0,3752.0,3880.0,3944.0,3752.0,3752.0,3752.0,3816.0,3890.0,3780.0,3944.0,3944.0,3752.0,3752.0,3764.0,3868.0,3892.0,3944.0,3944.0,3752.0,3752.0,3752.0,3890.0,3938.0,3944.0,3764.0,3944.0,3752.0,3752.0,3752.0,3764.0,3792.0,3892.0,3944.0,3752.0,3752.0,3752.0,3752.0,3804.0,3838.0,3890.0,3938.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3804.0,3944.0,3944.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3804.0,3944.0,3944.0,3944.0,3944.0,3752.0,3752.0,3752.0,1.0
-160.9,-107.5,-0.005337,6.03e-05,0.0765,1.792,0.2284,0.6704,0.4272,10.74,3.156,3752.0,3752.0,3752.0,3992.0,4076.0,3772.0,3752.0,3752.0,3964.0,4120.0,4170.0,4216.0,4216.0,3752.0,4220.0,4008.0,3752.0,3792.0,4064.0,4216.0,4220.0,3752.0,3752.0,3946.0,4216.0,4224.0,3762.0,4224.0,4224.0,3752.0,3988.0,4132.0,4216.0,4216.0,4224.0,4224.0,3752.0,3752.0,3752.0,4216.0,4224.0,4224.0,3752.0,4212.0,3752.0,3752.0,3764.0,4026.0,4144.0,4216.0,4224.0,3752.0,3752.0,3792.0,3928.0,4076.0,4096.0,4156.0,4216.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3890.0,4136.0,4216.0,4224.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3804.0,4026.0,4156.0,4224.0,4224.0,4224.0,4224.0,3752.0,3752.0,3762.0,1.0
-162.1,-132.0,-0.006184,0.0001553,0.0658,1.27,0.2169,0.8604,0.4438,12.58,6.414,3752.0,3752.0,3792.0,3892.0,3902.0,3926.0,3752.0,3804.0,3938.0,3988.0,4012.0,4010.0,4026.0,3944.0,4026.0,4026.0,3752.0,3764.0,3880.0,4026.0,4052.0,3752.0,3752.0,3752.0,3988.0,4052.0,4052.0,4052.0,4056.0,3776.0,3918.0,3970.0,3994.0,4004.0,4026.0,4052.0,3752.0,3752.0,3792.0,4056.0,4056.0,4056.0,3996.0,4056.0,3752.0,3752.0,3816.0,3918.0,3976.0,3996.0,4056.0,4064.0,3868.0,3880.0,3928.0,4064.0,4064.0,4058.0,4066.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3838.0,4066.0,4066.0,4066.0,3838.0,3762.0,3752.0,3752.0,3752.0,3752.0,3912.0,4048.0,4066.0,4066.0,4074.0,4074.0,4074.0,3976.0,3762.0,4074.0,1.0
-249.4,-207.5,-0.00641,1.61e-05,0.006783,1.746,0.1844,0.846,0.4243,20.56,5.95,3752.0,3752.0,3752.0,3764.0,3764.0,3764.0,3752.0,3752.0,3752.0,3764.0,3780.0,3830.0,3890.0,3752.0,3890.0,3890.0,3752.0,3752.0,3752.0,3752.0,3848.0,3752.0,3752.0,3752.0,3752.0,3752.0,3776.0,3780.0,3792.0,3752.0,3752.0,3752.0,3764.0,3792.0,3792.0,3792.0,3752.0,3752.0,3752.0,3792.0,3816.0,3816.0,3764.0,3816.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3816.0,3752.0,3752.0,3752.0,3752.0,3816.0,3828.0,3830.0,3838.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3848.0,3848.0,3776.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3850.0,3850.0,3850.0,3850.0,3752.0,3752.0,3752.0,1.0
-177.2,-118.5,-0.006306,0.0001038,0.0783,1.438,0.2947,0.666,0.512,16.94,7.715,3752.0,3752.0,3912.0,4120.0,4156.0,4212.0,3752.0,3890.0,4094.0,4212.0,4216.0,4216.0,4224.0,3752.0,4224.0,4224.0,3776.0,4058.0,4196.0,4224.0,4224.0,3950.0,4026.0,4100.0,4224.0,4224.0,4216.0,4224.0,4224.0,3958.0,4156.0,4216.0,4224.0,4224.0,4224.0,4224.0,3752.0,3762.0,3948.0,4224.0,4224.0,4224.0,3902.0,4224.0,3752.0,3752.0,3988.0,4160.0,4216.0,4224.0,4224.0,4096.0,3828.0,3938.0,4076.0,4144.0,4216.0,4216.0,4224.0,3752.0,3752.0,3752.0,3752.0,3752.0,3880.0,4064.0,4216.0,4224.0,4224.0,3816.0,3792.0,3752.0,3752.0,3752.0,3850.0,4032.0,4136.0,4216.0,4224.0,4224.0,4224.0,4224.0,4058.0,3752.0,4136.0,1.0
-208.9,-176.5,-0.005413,0.000147,0.0141,1.784,0.3428,0.8403,0.4868,11.07,3.326,3752.0,3752.0,3752.0,3764.0,3764.0,3752.0,3752.0,3752.0,3792.0,3850.0,3892.0,3892.0,3926.0,3752.0,3944.0,3792.0,3752.0,3752.0,3752.0,3880.0,3944.0,3752.0,3752.0,3752.0,3792.0,3848.0,3752.0,3902.0,3944.0,3752.0,3752.0,3838.0,3848.0,3912.0,3932.0,3932.0,3752.0,3752.0,3752.0,3880.0,3932.0,3938.0,3752.0,3938.0,3752.0,3752.0,3752.0,3776.0,3816.0,3880.0,3938.0,3752.0,3752.0,3752.0,3816.0,3850.0,3868.0,3938.0,3944.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3816.0,3944.0,3946.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3776.0,3918.0,3946.0,3946.0,3946.0,3946.0,3752.0,3752.0,3752.0,1.0
-166.6,-123.1,-0.005203,7.82e-05,0.02107,1.381,0.2185,0.8174,0.468,8.61,7.984,3752.0,3752.0,3752.0,3858.0,3916.0,3992.0,3752.0,3752.0,3978.0,4026.0,4032.0,4064.0,4076.0,3752.0,4094.0,4094.0,3752.0,3816.0,3972.0,4094.0,4108.0,3752.0,3752.0,3816.0,4094.0,4108.0,4108.0,4108.0,4120.0,3752.0,3946.0,4026.0,4088.0,4120.0,4120.0,4120.0,3752.0,3752.0,3848.0,4120.0,4120.0,4130.0,3944.0,4130.0,3752.0,3752.0,3764.0,3988.0,4096.0,4110.0,4130.0,4132.0,3816.0,3858.0,3970.0,4104.0,4120.0,4124.0,4132.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3880.0,4066.0,4132.0,4132.0,3764.0,3776.0,3752.0,3752.0,3752.0,3752.0,3918.0,4010.0,4156.0,4156.0,4156.0,4156.0,4156.0,4026.0,3752.0,4136.0,1.0
-161.6,-103.5,-0.006737,8.3e-05,0.01034,1.288,0.26,0.813,0.4463,9.01,5.97,3752.0,3752.0,3892.0,4002.0,4044.0,4094.0,3752.0,3892.0,4052.0,4096.0,4104.0,4144.0,4156.0,3816.0,4170.0,4170.0,3780.0,3918.0,4088.0,4170.0,4196.0,3816.0,3880.0,3958.0,4160.0,4196.0,4136.0,4212.0,4216.0,3868.0,4026.0,4096.0,4156.0,4212.0,4216.0,4216.0,3752.0,3776.0,3946.0,4216.0,4216.0,4216.0,3988.0,4216.0,3752.0,3752.0,3912.0,4096.0,4156.0,4172.0,4216.0,4088.0,3892.0,3958.0,4082.0,4144.0,4150.0,4170.0,4216.0,3752.0,3752.0,3752.0,3752.0,3752.0,3816.0,4026.0,4144.0,4216.0,4216.0,3858.0,3780.0,3752.0,3752.0,3752.0,3816.0,4052.0,4096.0,4216.0,4216.0,4216.0,4216.0,4216.0,3976.0,3752.0,4108.0,1.0
-192.1,-139.0,-0.00509,7.61e-05,0.09875,1.568,0.3267,0.658,0.515,5.1,5.56,3752.0,3752.0,3762.0,4170.0,4216.0,4224.0,3752.0,3752.0,4096.0,4224.0,4224.0,nan,4244.0,3752.0,4244.0,4216.0,3752.0,4052.0,4216.0,4244.0,4244.0,3752.0,3976.0,4120.0,4244.0,4310.0,3754.0,4310.0,4310.0,3776.0,4216.0,4224.0,4244.0,4310.0,4310.0,4310.0,3752.0,3752.0,3752.0,4244.0,4310.0,4320.0,3752.0,4224.0,3752.0,3752.0,3918.0,4216.0,4224.0,4244.0,4320.0,3736.0,3752.0,3776.0,4104.0,4170.0,4216.0,4224.0,nan,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,4052.0,4224.0,4244.0,4310.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3988.0,4216.0,4224.0,nan,4320.0,4320.0,4320.0,3752.0,3752.0,3744.0,1.0
-172.0,-136.5,-0.005295,8.25e-05,0.0611,1.459,0.3174,0.692,0.598,21.75,5.164,3752.0,3752.0,3752.0,3780.0,3848.0,3892.0,3752.0,3752.0,3868.0,3976.0,3988.0,4026.0,4064.0,3752.0,4076.0,4076.0,3752.0,3752.0,3928.0,4076.0,4088.0,3752.0,3752.0,3792.0,4076.0,4088.0,4042.0,4088.0,4088.0,3752.0,3850.0,3978.0,4052.0,4088.0,4088.0,4088.0,3752.0,3752.0,3752.0,4074.0,4088.0,4088.0,3764.0,4088.0,3752.0,3752.0,3752.0,3928.0,4026.0,4094.0,4088.0,3772.0,3752.0,3752.0,3752.0,3816.0,3926.0,4026.0,4096.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3992.0,4096.0,4096.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3838.0,4010.0,4088.0,4096.0,4096.0,4096.0,3752.0,3752.0,3780.0,1.0
-172.0,-118.2,-0.005795,2.1e-05,0.0879,1.582,0.319,0.7056,0.4368,9.66,5.516,3752.0,3752.0,3752.0,3992.0,4076.0,4096.0,3752.0,3752.0,3978.0,4156.0,4170.0,4216.0,4216.0,3752.0,4224.0,4108.0,3752.0,3762.0,4066.0,4224.0,4224.0,3752.0,3752.0,3792.0,4224.0,4224.0,3780.0,4224.0,4224.0,3752.0,3988.0,4120.0,4216.0,4224.0,4224.0,4224.0,3752.0,3752.0,3752.0,4224.0,4224.0,4224.0,3752.0,4224.0,3752.0,3752.0,3752.0,4032.0,4156.0,4216.0,4224.0,3752.0,3752.0,3830.0,3942.0,4110.0,4156.0,4216.0,4224.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,4156.0,4224.0,4224.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,4026.0,4216.0,4224.0,4224.0,4224.0,4224.0,3752.0,3752.0,3762.0,1.0
-209.6,-178.8,-0.005703,0.0001159,0.09454,1.28,0.2893,0.757,0.5806,19.28,7.758,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,3780.0,3946.0,3868.0,3978.0,3978.0,3752.0,3752.0,3752.0,3978.0,3978.0,3752.0,3752.0,3752.0,3978.0,3978.0,3978.0,3978.0,3978.0,3752.0,3752.0,3762.0,3944.0,3978.0,3978.0,3978.0,3752.0,3752.0,3752.0,3978.0,3978.0,3978.0,3978.0,3978.0,3752.0,3752.0,3752.0,3762.0,3944.0,3978.0,3978.0,3772.0,3752.0,3752.0,3752.0,3850.0,3890.0,3978.0,3978.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3872.0,3978.0,3978.0,3792.0,3762.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3978.0,3978.0,3978.0,3978.0,3978.0,3978.0,3752.0,3978.0,1.0
-273.8,-224.1,-0.005787,0.000128,0.0985,1.504,0.3523,0.7793,0.631,18.56,3.355,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,1.0
