like1,like2,parlr_T,parlr_RRR,parlr_RH,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,chain
-164.5,-139.2,-0.006115,0.0001539,0.02144,1.623,0.395,0.729,0.5425,22.31,7.094,3752.0,3752.0,3764.0,3848.0,3890.0,3892.0,3752.0,3764.0,3892.0,3952.0,3978.0,3988.0,4026.0,3752.0,4026.0,4026.0,3752.0,3780.0,3892.0,4026.0,4026.0,3752.0,3780.0,3838.0,3992.0,4026.0,3988.0,4026.0,4026.0,3764.0,3868.0,3946.0,3976.0,4026.0,4026.0,4026.0,3752.0,3752.0,3752.0,4002.0,4026.0,4026.0,3804.0,4026.0,3752.0,3752.0,3804.0,3918.0,3976.0,4026.0,4026.0,3780.0,3752.0,3776.0,3858.0,3892.0,3972.0,4026.0,4026.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3816.0,3976.0,4026.0,4026.0,3776.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,3912.0,4026.0,4026.0,4026.0,4026.0,4026.0,3776.0,3752.0,3942.0,1.0
-194.4,-164.9,-0.005955,1.5e-05,0.001676,1.632,0.3464,0.7676,0.4536,17.45,5.28,3752.0,3752.0,3752.0,3764.0,3816.0,3806.0,3752.0,3752.0,3804.0,3912.0,3918.0,3926.0,3972.0,3752.0,3980.0,3988.0,3752.0,3752.0,3752.0,3978.0,3988.0,3752.0,3752.0,3752.0,3868.0,3964.0,3780.0,3988.0,3988.0,3752.0,3752.0,3868.0,3892.0,3952.0,3970.0,3988.0,3752.0,3752.0,3752.0,3880.0,3988.0,3988.0,3752.0,3988.0,3752.0,3752.0,3752.0,3792.0,3892.0,3918.0,3988.0,3752.0,3752.0,3752.0,3838.0,3868.0,3892.0,3892.0,3988.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3848.0,3988.0,3988.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3780.0,3956.0,3996.0,3996.0,3992.0,3992.0,3752.0,3752.0,3752.0,1.0
-226.1,-190.6,-0.005146,6.956e-05,0.04782,1.768,0.2532,0.6885,0.6245,13.54,4.867,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,3752.0,3752.0,3752.0,3776.0,3804.0,3816.0,3892.0,3752.0,3944.0,3944.0,3752.0,3752.0,3752.0,3912.0,3944.0,3752.0,3752.0,3752.0,3912.0,3944.0,3780.0,3944.0,3944.0,3752.0,3752.0,3792.0,3848.0,3918.0,3944.0,3944.0,3752.0,3752.0,3752.0,3830.0,3944.0,3950.0,3752.0,3950.0,3752.0,3752.0,3752.0,3764.0,3850.0,3928.0,3950.0,3762.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3816.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,3890.0,3938.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3838.0,3952.0,3952.0,3952.0,3752.0,3752.0,3762.0,1.0
-230.9,-194.9,-0.005756,8.92e-05,0.01804,1.669,0.2399,0.822,0.4678,19.36,6.38,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,3850.0,3858.0,3912.0,3752.0,3918.0,3918.0,3752.0,3752.0,3752.0,3816.0,3902.0,3752.0,3752.0,3752.0,3780.0,3804.0,3804.0,3816.0,3828.0,3752.0,3752.0,3752.0,3828.0,3838.0,3840.0,3868.0,3752.0,3752.0,3752.0,3868.0,3868.0,3868.0,3764.0,3868.0,3752.0,3752.0,3752.0,3752.0,3764.0,3792.0,3868.0,3762.0,3752.0,3752.0,3792.0,3828.0,3868.0,3868.0,3868.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3838.0,3868.0,3868.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3868.0,3868.0,3880.0,3892.0,3892.0,3752.0,3752.0,3776.0,1.0
-246.6,-207.5,-0.00654,4.72e-05,0.0828,1.606,0.3252,0.74,0.5933,13.664,5.254,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3840.0,3752.0,3870.0,3870.0,3752.0,3752.0,3752.0,3762.0,3870.0,3752.0,3752.0,3752.0,3762.0,3830.0,3780.0,3870.0,3870.0,3752.0,3752.0,3752.0,3752.0,3870.0,3870.0,3870.0,3752.0,3752.0,3752.0,3792.0,3870.0,3870.0,3764.0,3870.0,3752.0,3752.0,3752.0,3752.0,3764.0,3828.0,3870.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,3858.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3870.0,3870.0,3804.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3776.0,3870.0,3870.0,3870.0,3752.0,3752.0,3752.0,1.0
-198.8,-165.8,-0.00503,1.156e-05,0.06775,1.422,0.2944,0.7363,0.5435,13.875,5.742,3752.0,3752.0,3752.0,3752.0,3752.0,3776.0,3752.0,3752.0,3752.0,3828.0,3892.0,3928.0,3988.0,3752.0,3988.0,3988.0,3752.0,3752.0,3752.0,3988.0,4026.0,3752.0,3752.0,3752.0,3902.0,4026.0,3804.0,4026.0,4026.0,3752.0,3752.0,3804.0,3892.0,3988.0,4026.0,4026.0,3752.0,3752.0,3752.0,3944.0,4026.0,4026.0,3752.0,4026.0,3752.0,3752.0,3752.0,3752.0,3892.0,3994.0,4026.0,3744.0,3752.0,3752.0,3752.0,3792.0,3848.0,3978.0,4026.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,4026.0,4026.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3992.0,4026.0,4026.0,4032.0,4032.0,3752.0,3752.0,3762.0,1.0
-271.2,-222.8,-0.00507,0.0001408,0.071,1.662,0.212,0.7544,0.637,12.016,5.21,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,3762.0,3752.0,3752.0,3752.0,3752.0,3762.0,3752.0,3752.0,3752.0,3752.0,3762.0,3762.0,3762.0,3762.0,3752.0,3752.0,3752.0,3752.0,3762.0,3762.0,3762.0,3752.0,3752.0,3752.0,3762.0,3762.0,3762.0,3752.0,3762.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,3762.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,3762.0,3762.0,3762.0,3752.0,3752.0,3762.0,1.0
-175.2,-111.5,-0.006203,7.457e-05,0.01149,1.343,0.3047,0.672,0.6133,16.88,7.32,3752.0,3752.0,3912.0,4074.0,4108.0,4156.0,3752.0,3892.0,4074.0,4156.0,4204.0,4216.0,4216.0,3752.0,4216.0,4216.0,3792.0,4026.0,4156.0,4216.0,4216.0,3958.0,4026.0,4094.0,4216.0,4216.0,4216.0,4216.0,4216.0,3952.0,4100.0,4204.0,4216.0,4216.0,4216.0,4216.0,3752.0,3808.0,3952.0,4216.0,4216.0,4216.0,3976.0,4216.0,3752.0,3752.0,3980.0,4156.0,4216.0,4216.0,4216.0,4216.0,3792.0,3912.0,3992.0,4096.0,4148.0,4170.0,4216.0,3752.0,3752.0,3752.0,3752.0,3792.0,3892.0,4026.0,4190.0,4216.0,4216.0,3816.0,3804.0,3752.0,3752.0,3764.0,3868.0,3996.0,4094.0,4204.0,4216.0,4216.0,4216.0,4216.0,4108.0,3752.0,4120.0,1.0
-152.5,-110.94,-0.006767,0.0001246,0.04684,1.289,0.2163,0.729,0.5723,22.08,6.637,3752.0,3752.0,3830.0,3952.0,3958.0,4026.0,3752.0,3816.0,3992.0,4026.0,4056.0,4066.0,4094.0,3892.0,4100.0,4100.0,3752.0,3892.0,4026.0,4100.0,4100.0,3816.0,3892.0,3976.0,4100.0,4100.0,4100.0,4100.0,4100.0,3838.0,4008.0,4058.0,4096.0,4100.0,4100.0,4100.0,3752.0,3752.0,3868.0,4100.0,4100.0,4100.0,4034.0,4100.0,3752.0,3752.0,3892.0,4026.0,4096.0,4100.0,4100.0,4100.0,3764.0,3892.0,3944.0,4026.0,4096.0,4100.0,4100.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,3944.0,4090.0,4108.0,4108.0,3858.0,3836.0,3776.0,3752.0,3752.0,3764.0,3912.0,4026.0,4082.0,4108.0,4120.0,4120.0,4120.0,4108.0,3780.0,4120.0,1.0
-157.5,-106.0,-0.006367,2.4e-07,0.0486,1.395,0.3372,0.709,0.509,10.24,3.916,3752.0,3752.0,3792.0,4026.0,4074.0,4136.0,3752.0,3752.0,4026.0,4136.0,4170.0,4216.0,4216.0,3752.0,4216.0,4092.0,3752.0,3868.0,4076.0,4216.0,4216.0,3752.0,3816.0,3988.0,4216.0,4216.0,3804.0,4216.0,4216.0,3776.0,3988.0,4136.0,4216.0,4216.0,4216.0,4216.0,3752.0,3752.0,3764.0,4216.0,4216.0,4224.0,3764.0,4216.0,3752.0,3752.0,3828.0,4074.0,4160.0,4216.0,4224.0,3744.0,3752.0,3880.0,3988.0,4096.0,4150.0,4216.0,4216.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3938.0,4156.0,4224.0,4224.0,3816.0,3752.0,3752.0,3752.0,3752.0,3752.0,3890.0,4066.0,4170.0,4224.0,4224.0,4224.0,4224.0,3752.0,3752.0,3762.0,1.0
-271.2,-222.9,-0.006187,5.186e-05,0.004917,1.501,0.2072,0.8374,0.621,18.95,5.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3752.0,3764.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3764.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3764.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3764.0,3764.0,3752.0,3752.0,3752.0,1.0
-260.8,-215.6,-0.00639,7.826e-05,0.02246,1.723,0.283,0.866,0.4841,20.94,7.27,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3752.0,3752.0,3752.0,3764.0,3764.0,3764.0,3816.0,3752.0,3816.0,3816.0,3752.0,3752.0,3752.0,3764.0,3792.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3764.0,3764.0,3752.0,3752.0,3752.0,3776.0,3776.0,3792.0,3764.0,3792.0,3752.0,3752.0,3752.0,3752.0,3764.0,3764.0,3764.0,3752.0,3752.0,3752.0,3752.0,3792.0,3792.0,3792.0,3792.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3804.0,3808.0,3776.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3816.0,3816.0,3816.0,3816.0,3752.0,3752.0,3752.0,1.0
-170.8,-122.7,-0.00526,6.866e-05,0.04263,1.293,0.2247,0.795,0.4973,8.836,7.117,3752.0,3752.0,3764.0,3880.0,3944.0,4026.0,3752.0,3752.0,3992.0,4032.0,4072.0,4076.0,4108.0,3752.0,4132.0,4132.0,3752.0,3816.0,3992.0,4132.0,4136.0,3752.0,3752.0,3830.0,4132.0,4136.0,4136.0,4136.0,4136.0,3752.0,3958.0,4056.0,4120.0,4136.0,4136.0,4136.0,3752.0,3752.0,3792.0,4136.0,4156.0,4156.0,3976.0,4156.0,3752.0,3752.0,3764.0,4026.0,4132.0,4156.0,4156.0,4120.0,3792.0,3880.0,3976.0,4124.0,4136.0,4144.0,4156.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3892.0,4094.0,4156.0,4170.0,3764.0,3776.0,3752.0,3752.0,3752.0,3752.0,3928.0,4026.0,4170.0,4170.0,4188.0,4216.0,4216.0,4026.0,3752.0,4120.0,1.0
-169.2,-116.1,-0.006145,2.57e-05,0.08984,1.507,0.38,0.818,0.4004,7.098,7.723,3752.0,3752.0,3764.0,3892.0,3942.0,4052.0,3752.0,3752.0,3978.0,4072.0,4082.0,4120.0,4156.0,3752.0,4216.0,4096.0,3752.0,3752.0,3976.0,4216.0,4216.0,3752.0,3752.0,3752.0,4156.0,4216.0,3776.0,4216.0,4212.0,3752.0,3952.0,4056.0,4136.0,4216.0,4212.0,4216.0,3752.0,3752.0,3752.0,4216.0,4216.0,4216.0,3752.0,4216.0,3752.0,3752.0,3752.0,3988.0,4074.0,4156.0,4216.0,3752.0,3752.0,3858.0,3976.0,4096.0,4130.0,4156.0,4216.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,4076.0,4216.0,4216.0,3780.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,4026.0,4216.0,4216.0,4216.0,4216.0,4216.0,3752.0,3752.0,3762.0,1.0
-214.4,-183.1,-0.006756,0.0001674,0.075,1.517,0.3044,0.814,0.568,15.516,5.78,3752.0,3752.0,3752.0,3752.0,3780.0,3804.0,3752.0,3752.0,3764.0,3828.0,3838.0,3858.0,3926.0,3804.0,3932.0,3932.0,3752.0,3752.0,3752.0,3838.0,3932.0,3752.0,3752.0,3752.0,3792.0,3850.0,3858.0,3868.0,3880.0,3752.0,3764.0,3804.0,3838.0,3880.0,3890.0,3890.0,3752.0,3752.0,3752.0,3890.0,3902.0,3926.0,3858.0,3926.0,3752.0,3752.0,3752.0,3804.0,3838.0,3880.0,3926.0,3752.0,3752.0,3752.0,3752.0,3892.0,3892.0,3912.0,3926.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3858.0,3926.0,3926.0,3828.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3880.0,3926.0,3926.0,3926.0,3926.0,3752.0,3752.0,3780.0,1.0
-171.5,-147.1,-0.00649,0.0001624,0.02802,1.438,0.2969,0.893,0.589,5.27,5.473,3752.0,3752.0,3752.0,3838.0,3848.0,3890.0,3752.0,3764.0,3890.0,3932.0,3952.0,3976.0,3988.0,3828.0,3992.0,3992.0,3752.0,3764.0,3850.0,3992.0,3992.0,3752.0,3752.0,3764.0,3918.0,3976.0,3890.0,3992.0,3992.0,3764.0,3850.0,3918.0,3976.0,3992.0,3994.0,3994.0,3752.0,3752.0,3752.0,3980.0,3992.0,3992.0,3878.0,3992.0,3752.0,3752.0,3792.0,3880.0,3952.0,3976.0,3992.0,3776.0,3752.0,3792.0,3892.0,3918.0,3958.0,3992.0,3992.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3952.0,3992.0,3992.0,3816.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3912.0,3992.0,3992.0,3992.0,4002.0,4002.0,3752.0,3752.0,3848.0,1.0
-273.2,-223.9,-0.005375,3.77e-05,0.06024,1.327,0.3472,0.8613,0.5728,13.445,6.582,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3764.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3764.0,3764.0,3752.0,3752.0,3752.0,1.0
-168.2,-112.2,-0.00638,3.61e-05,0.00871,1.2705,0.3005,0.7754,0.4595,10.11,6.363,3752.0,3752.0,3890.0,4026.0,4066.0,4132.0,3752.0,3848.0,4052.0,4132.0,4156.0,4156.0,4216.0,3752.0,4216.0,4216.0,3764.0,3926.0,4096.0,4216.0,4216.0,3816.0,3892.0,3978.0,4216.0,4216.0,4120.0,4216.0,4216.0,3848.0,4026.0,4144.0,4216.0,4216.0,4216.0,4216.0,3752.0,3752.0,3858.0,4216.0,4216.0,4216.0,3970.0,4216.0,3752.0,3752.0,3892.0,4120.0,4172.0,4216.0,4216.0,4092.0,3880.0,3938.0,4096.0,4150.0,4156.0,4216.0,4216.0,3752.0,3752.0,3752.0,3752.0,3752.0,3792.0,4026.0,4170.0,4216.0,4216.0,3838.0,3792.0,3752.0,3752.0,3752.0,3780.0,4026.0,4100.0,4216.0,4216.0,4216.0,4216.0,4216.0,3976.0,3752.0,4088.0,1.0
-172.9,-110.3,-0.00669,0.000162,0.06866,1.5625,0.2277,0.7173,0.406,11.0,7.53,3752.0,3752.0,3926.0,4096.0,4132.0,4216.0,3752.0,3958.0,4056.0,4216.0,4216.0,4216.0,4216.0,3776.0,4216.0,4216.0,3868.0,4026.0,4156.0,4216.0,4216.0,3952.0,4000.0,4072.0,4216.0,4216.0,4212.0,4220.0,4224.0,3976.0,4096.0,4196.0,4216.0,4224.0,4224.0,4224.0,3752.0,3912.0,3988.0,4224.0,4224.0,4224.0,3976.0,4224.0,3752.0,3752.0,4002.0,4144.0,4196.0,4216.0,4224.0,4108.0,3926.0,3996.0,4120.0,4140.0,4170.0,4216.0,4224.0,3752.0,3752.0,3752.0,3752.0,3764.0,3944.0,4064.0,4216.0,4224.0,4224.0,3816.0,3792.0,3752.0,3752.0,3776.0,3946.0,4048.0,4156.0,4216.0,4224.0,4224.0,4224.0,4224.0,4052.0,3762.0,4108.0,1.0
-173.6,-147.2,-0.00669,3.594e-05,0.012985,1.272,0.1831,0.8164,0.505,16.67,3.309,3752.0,3752.0,3752.0,3816.0,3816.0,3828.0,3752.0,3752.0,3858.0,3944.0,3976.0,3980.0,3992.0,3764.0,4012.0,4012.0,3752.0,3752.0,3780.0,3996.0,4012.0,3752.0,3752.0,3752.0,3892.0,3976.0,3830.0,4012.0,4012.0,3752.0,3804.0,3926.0,3944.0,3988.0,4008.0,4010.0,3752.0,3752.0,3752.0,3958.0,4010.0,4012.0,3868.0,4012.0,3752.0,3752.0,3752.0,3816.0,3932.0,3976.0,4012.0,3776.0,3752.0,3816.0,3892.0,3944.0,4012.0,4012.0,4012.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3918.0,4012.0,4026.0,3858.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3892.0,4026.0,4026.0,4026.0,4026.0,4026.0,3752.0,3752.0,3776.0,1.0
-272.2,-223.4,-0.00587,2.205e-05,0.0749,1.531,0.2483,0.8745,0.4016,21.56,6.85,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3780.0,3752.0,3792.0,3792.0,3752.0,3752.0,3752.0,3752.0,3762.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3762.0,3762.0,3762.0,3762.0,3752.0,3752.0,3752.0,1.0
-273.8,-224.1,-0.00685,4.22e-05,0.0715,1.76,0.2551,0.875,0.643,17.3,3.578,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,1.0
-273.8,-224.1,-0.005882,5.81e-05,0.04935,1.778,0.2267,0.8555,0.629,20.2,7.11,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,1.0
-159.0,-110.7,-0.00618,0.0001304,0.0702,1.362,0.288,0.7437,0.45,19.08,7.254,3752.0,3752.0,3816.0,3918.0,3976.0,4026.0,3752.0,3776.0,4008.0,4056.0,4074.0,4096.0,4100.0,3830.0,4132.0,4132.0,3752.0,3868.0,4026.0,4132.0,4132.0,3752.0,3792.0,3918.0,4130.0,4132.0,4136.0,4136.0,4136.0,3792.0,3980.0,4056.0,4104.0,4136.0,4136.0,4136.0,3752.0,3752.0,3838.0,4136.0,4136.0,4136.0,3976.0,4136.0,3752.0,3752.0,3858.0,4026.0,4100.0,4132.0,4136.0,4108.0,3808.0,3880.0,3958.0,4096.0,4132.0,4140.0,4156.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3946.0,4076.0,4156.0,4156.0,3816.0,3780.0,3752.0,3752.0,3752.0,3752.0,3952.0,4034.0,4156.0,4156.0,4156.0,4156.0,4156.0,4026.0,3752.0,4108.0,1.0
-190.9,-163.6,-0.006863,3.5e-06,0.02597,1.631,0.3625,0.7905,0.526,9.8,7.406,3752.0,3752.0,3752.0,3792.0,3804.0,3860.0,3752.0,3752.0,3792.0,3912.0,3944.0,3952.0,3976.0,3752.0,3988.0,3988.0,3752.0,3752.0,3776.0,3932.0,3988.0,3752.0,3752.0,3752.0,3868.0,3944.0,3814.0,3988.0,3988.0,3752.0,3792.0,3850.0,3918.0,3976.0,3988.0,3988.0,3752.0,3752.0,3752.0,3912.0,3978.0,3988.0,3764.0,3988.0,3752.0,3752.0,3752.0,3792.0,3892.0,3952.0,3988.0,3776.0,3752.0,3752.0,3792.0,3880.0,3918.0,3926.0,3988.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3892.0,3988.0,3988.0,3816.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3928.0,3988.0,3988.0,3988.0,3988.0,3752.0,3752.0,3762.0,1.0
-169.9,-126.06,-0.005283,3.69e-05,0.06165,1.564,0.3372,0.6763,0.537,18.7,4.97,3752.0,3752.0,3752.0,3838.0,3890.0,3988.0,3752.0,3752.0,3892.0,4026.0,4064.0,4074.0,4136.0,3752.0,4120.0,4120.0,3752.0,3752.0,3928.0,4120.0,4120.0,3752.0,3752.0,3792.0,4136.0,4120.0,3804.0,4156.0,4156.0,3752.0,3858.0,3988.0,4088.0,4120.0,4156.0,4136.0,3752.0,3752.0,3752.0,4132.0,4170.0,4170.0,3752.0,4170.0,3752.0,3752.0,3752.0,3950.0,4052.0,4136.0,4170.0,3744.0,3752.0,3752.0,3792.0,3850.0,3976.0,4072.0,4120.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,4026.0,4156.0,4170.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3880.0,4026.0,4120.0,4170.0,4170.0,4170.0,3752.0,3752.0,3762.0,1.0
-186.1,-157.6,-0.006023,0.0001122,0.02075,1.441,0.3616,0.8833,0.5186,8.74,4.39,3752.0,3752.0,3752.0,3792.0,3792.0,3780.0,3752.0,3752.0,3838.0,3892.0,3938.0,3952.0,3976.0,3752.0,3988.0,3978.0,3752.0,3752.0,3764.0,3976.0,3988.0,3752.0,3752.0,3752.0,3838.0,3902.0,3764.0,3980.0,3988.0,3752.0,3764.0,3892.0,3912.0,3976.0,3976.0,3978.0,3752.0,3752.0,3752.0,3946.0,3978.0,3978.0,3776.0,3978.0,3752.0,3752.0,3752.0,3816.0,3892.0,3952.0,3978.0,3752.0,3752.0,3816.0,3858.0,3892.0,3988.0,3988.0,3988.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3892.0,3988.0,3988.0,3792.0,3752.0,3752.0,3752.0,3752.0,3752.0,3752.0,3838.0,3988.0,3988.0,3988.0,3992.0,3992.0,3752.0,3752.0,3752.0,1.0
