like1,parlr_T,parlr_RRR,parlr_RH,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,chain
-269.8,-0.00598,0.0001023,0.0676,1.602,0.3452,0.7656,0.6113,22.28,7.79,3684.0,3684.0,3684.0,3836.0,3684.0,3884.0,3884.0,3884.0,3936.0,3936.0,3936.0,3936.0,3684.0,3684.0,3684.0,3936.0,3936.0,3684.0,3684.0,3684.0,3684.0,3936.0,3936.0,3936.0,3936.0,3684.0,3684.0,3884.0,3884.0,3936.0,3936.0,3936.0,3684.0,3684.0,3884.0,3684.0,3936.0,3936.0,3936.0,3936.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3936.0,3936.0,3936.0,3736.0,3684.0,3684.0,3684.0,3936.0,3936.0,0.0
-264.2,-0.00608,0.00010043,0.0708,1.604,0.3523,0.761,0.616,22.02,7.473,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3884.0,3936.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3936.0,3984.0,3984.0,3684.0,3684.0,3684.0,3684.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3884.0,3936.0,3936.0,3984.0,3984.0,3684.0,3684.0,3884.0,3684.0,3936.0,3936.0,3984.0,3984.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3936.0,3984.0,3984.0,3736.0,3684.0,3684.0,3684.0,3936.0,3984.0,0.0
-241.4,-0.005966,0.00011843,0.06573,1.61,0.3486,0.7646,0.61,21.11,7.562,3684.0,3684.0,3836.0,3884.0,3684.0,3884.0,3884.0,3936.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3936.0,3984.0,3984.0,3684.0,3684.0,3684.0,3884.0,3936.0,3984.0,3984.0,3984.0,3684.0,3836.0,3884.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3936.0,3836.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3936.0,3984.0,3984.0,3736.0,3684.0,3684.0,3884.0,3984.0,3984.0,0.0
-246.1,-0.00597,0.0001123,0.0734,1.594,0.338,0.754,0.619,22.81,7.457,3684.0,3684.0,3684.0,3884.0,3684.0,3884.0,3884.0,3936.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3936.0,3984.0,3984.0,3684.0,3684.0,3684.0,3936.0,3936.0,3984.0,3984.0,3984.0,3684.0,3884.0,3884.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3936.0,3836.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3984.0,3984.0,3984.0,3736.0,3684.0,3684.0,3684.0,3984.0,3984.0,0.0
-246.9,-0.006,0.00011396,0.0689,1.587,0.3384,0.7573,0.631,22.92,7.9,3684.0,3684.0,3684.0,3884.0,3684.0,3884.0,3884.0,3936.0,3936.0,3936.0,3984.0,3984.0,3684.0,3684.0,3936.0,3984.0,3984.0,3684.0,3684.0,3684.0,3936.0,3936.0,3984.0,3984.0,3984.0,3684.0,3884.0,3884.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3936.0,3836.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3984.0,3984.0,3984.0,3736.0,3684.0,3684.0,3684.0,3984.0,3984.0,0.0
-168.9,-0.005966,0.0001343,0.04297,1.594,0.3318,0.739,0.636,21.7,7.76,3836.0,3936.0,3936.0,3984.0,3884.0,3984.0,4036.0,4036.0,4036.0,4084.0,4084.0,4084.0,3684.0,3936.0,4084.0,4084.0,4084.0,3684.0,3884.0,3884.0,4036.0,4084.0,4084.0,4084.0,4084.0,3884.0,3984.0,4036.0,4036.0,4084.0,4084.0,4084.0,3684.0,3884.0,4084.0,3936.0,4036.0,4084.0,4084.0,4084.0,3684.0,3684.0,3684.0,3884.0,3936.0,3684.0,3884.0,3984.0,4084.0,4084.0,4084.0,3736.0,3684.0,3936.0,3984.0,4084.0,4084.0,0.0
-172.8,-0.005787,0.0001591,0.05978,1.583,0.3396,0.7295,0.636,21.45,5.36,3884.0,3936.0,3984.0,4036.0,3884.0,4036.0,4036.0,4084.0,4084.0,4084.0,4136.0,4136.0,3684.0,3984.0,4136.0,4136.0,4136.0,3684.0,3684.0,3936.0,4084.0,4084.0,4036.0,4136.0,4136.0,3936.0,3984.0,4036.0,4084.0,4136.0,4136.0,4136.0,3684.0,3684.0,4084.0,3936.0,4084.0,4136.0,4136.0,4136.0,3684.0,3684.0,3684.0,3884.0,3936.0,3684.0,3936.0,3984.0,4084.0,4136.0,4136.0,3736.0,3884.0,3936.0,4036.0,4084.0,4136.0,0.0
-172.1,-0.005764,0.0001696,0.06018,1.601,0.3335,0.7314,0.629,20.12,4.746,3884.0,3936.0,3984.0,3984.0,3884.0,3984.0,4036.0,4036.0,4084.0,4084.0,4136.0,4136.0,3684.0,3984.0,4084.0,4136.0,4136.0,3684.0,3684.0,3936.0,4036.0,4084.0,3984.0,4136.0,4136.0,3884.0,3984.0,4036.0,4084.0,4084.0,4136.0,4136.0,3684.0,3684.0,4084.0,3936.0,4084.0,4136.0,4136.0,4136.0,3684.0,3684.0,3684.0,3884.0,3936.0,3684.0,3936.0,3984.0,4084.0,4136.0,4136.0,3736.0,3884.0,3936.0,4036.0,4084.0,4136.0,0.0
-145.0,-0.00577,0.0001652,0.04034,1.6045,0.321,0.722,0.622,19.92,4.754,3936.0,4036.0,4036.0,4084.0,3936.0,4084.0,4084.0,4136.0,4136.0,4136.0,4136.0,4136.0,3936.0,4036.0,4136.0,4136.0,4136.0,3884.0,3936.0,3984.0,4136.0,4136.0,4036.0,4136.0,4136.0,3936.0,4036.0,4084.0,4136.0,4136.0,4136.0,4136.0,3684.0,3936.0,4136.0,3984.0,4136.0,4136.0,4136.0,4136.0,3684.0,3684.0,3884.0,3936.0,4036.0,3884.0,3984.0,4036.0,4136.0,4136.0,4136.0,3736.0,3936.0,3984.0,4036.0,4136.0,4136.0,0.0
-148.0,-0.00583,0.00015,0.0434,1.618,0.3022,0.7236,0.6206,20.6,4.97,3884.0,3984.0,4036.0,4084.0,3936.0,4036.0,4084.0,4084.0,4136.0,4136.0,4136.0,4136.0,3884.0,4036.0,4136.0,4136.0,4136.0,3884.0,3936.0,3984.0,4084.0,4136.0,4084.0,4136.0,4136.0,3936.0,4036.0,4084.0,4136.0,4136.0,4136.0,4136.0,3684.0,3936.0,4136.0,3984.0,4084.0,4136.0,4136.0,4136.0,3684.0,3684.0,3884.0,3936.0,3984.0,3884.0,3936.0,4036.0,4136.0,4136.0,4136.0,3736.0,3884.0,3984.0,4036.0,4136.0,4136.0,0.0
-142.6,-0.00597,0.0001521,0.02264,1.618,0.313,0.719,0.6143,19.22,3.11,3936.0,4036.0,4084.0,4084.0,3936.0,4084.0,4136.0,4136.0,4136.0,4136.0,4136.0,4136.0,3936.0,4036.0,4136.0,4136.0,4184.0,3936.0,3936.0,3984.0,4136.0,4136.0,3884.0,4136.0,4184.0,3984.0,4036.0,4084.0,4136.0,4136.0,4184.0,4184.0,3684.0,3936.0,4136.0,4036.0,4136.0,4136.0,4184.0,4184.0,3684.0,3836.0,3884.0,3936.0,4036.0,3884.0,3984.0,4084.0,4136.0,4136.0,4136.0,3736.0,3936.0,4036.0,4084.0,4136.0,4136.0,0.0
-137.4,-0.00592,0.0001624,0.00747,1.627,0.308,0.721,0.6304,20.11,3.158,3936.0,4036.0,4036.0,4084.0,3936.0,4084.0,4084.0,4136.0,4136.0,4136.0,4136.0,4136.0,3936.0,4036.0,4136.0,4136.0,4136.0,3936.0,3936.0,3984.0,4084.0,4136.0,3884.0,4136.0,4136.0,3984.0,4036.0,4084.0,4136.0,4136.0,4136.0,4136.0,3684.0,3936.0,4136.0,4036.0,4084.0,4136.0,4136.0,4136.0,3684.0,3836.0,3884.0,3936.0,3984.0,3936.0,3984.0,4036.0,4136.0,4136.0,4136.0,3736.0,3936.0,3984.0,4036.0,4136.0,4136.0,0.0
-140.1,-0.006084,0.0001444,0.004524,1.643,0.3032,0.726,0.6284,21.34,4.316,3884.0,3984.0,4036.0,4036.0,3936.0,4036.0,4084.0,4084.0,4084.0,4136.0,4136.0,4136.0,3884.0,4036.0,4136.0,4136.0,4136.0,3884.0,3936.0,3984.0,4084.0,4084.0,3984.0,4136.0,4136.0,3936.0,4036.0,4036.0,4084.0,4136.0,4136.0,4136.0,3684.0,3936.0,4084.0,3984.0,4084.0,4136.0,4136.0,4136.0,3684.0,3836.0,3884.0,3936.0,3984.0,3884.0,3936.0,4036.0,4136.0,4136.0,4136.0,3736.0,3884.0,3984.0,4036.0,4084.0,4136.0,0.0
-146.8,-0.006104,0.0001447,0.01132,1.645,0.3127,0.729,0.6226,21.7,3.172,3884.0,3984.0,3984.0,4036.0,3936.0,4036.0,4036.0,4084.0,4084.0,4136.0,4136.0,4136.0,3884.0,3984.0,4084.0,4136.0,4136.0,3884.0,3884.0,3936.0,4036.0,4084.0,3884.0,4136.0,4136.0,3936.0,3984.0,4036.0,4084.0,4084.0,4136.0,4136.0,3684.0,3884.0,4084.0,3984.0,4084.0,4084.0,4136.0,4136.0,3684.0,3684.0,3884.0,3884.0,3936.0,3884.0,3936.0,3984.0,4084.0,4136.0,4136.0,3736.0,3884.0,3936.0,4036.0,4084.0,4136.0,0.0
-151.0,-0.006084,0.00011027,0.005127,1.671,0.3079,0.7095,0.63,22.56,4.46,3936.0,4036.0,4084.0,4084.0,3936.0,4084.0,4136.0,4136.0,4136.0,4136.0,4136.0,4136.0,3936.0,4036.0,4136.0,4136.0,4184.0,3884.0,3936.0,3984.0,4136.0,4136.0,4036.0,4136.0,4184.0,3936.0,4036.0,4084.0,4136.0,4136.0,4184.0,4184.0,3684.0,3936.0,4136.0,4036.0,4136.0,4136.0,4184.0,4184.0,3684.0,3684.0,3884.0,3936.0,3984.0,3884.0,3984.0,4036.0,4136.0,4136.0,4136.0,3736.0,3936.0,3984.0,4036.0,4136.0,4184.0,0.0
-153.9,-0.006203,0.0001463,0.006615,1.681,0.3179,0.7026,0.6436,22.31,4.75,3984.0,4084.0,4084.0,4136.0,3984.0,4136.0,4136.0,4136.0,4136.0,4184.0,4184.0,4184.0,3936.0,4084.0,4184.0,4184.0,4184.0,3936.0,3984.0,4036.0,4136.0,4136.0,4036.0,4184.0,4184.0,3984.0,4084.0,4136.0,4136.0,4184.0,4184.0,4184.0,3684.0,3984.0,4136.0,4036.0,4136.0,4184.0,4184.0,4184.0,3684.0,3884.0,3936.0,3984.0,4036.0,3936.0,4036.0,4084.0,4136.0,4184.0,4184.0,3736.0,3984.0,4036.0,4084.0,4136.0,4184.0,0.0
-150.0,-0.006157,0.0001094,0.000322,1.662,0.3296,0.7183,0.6465,21.33,6.23,3884.0,3984.0,4036.0,4084.0,3936.0,4036.0,4084.0,4084.0,4136.0,4136.0,4136.0,4136.0,3884.0,4036.0,4136.0,4136.0,4136.0,3884.0,3936.0,3984.0,4084.0,4136.0,4136.0,4136.0,4136.0,3936.0,4036.0,4084.0,4084.0,4136.0,4136.0,4136.0,3684.0,3936.0,4084.0,3984.0,4084.0,4136.0,4136.0,4136.0,3684.0,3684.0,3884.0,3936.0,3984.0,3884.0,3936.0,4036.0,4136.0,4136.0,4136.0,3736.0,3884.0,3984.0,4036.0,4084.0,4136.0,0.0
-163.1,-0.006363,0.000105,0.002918,1.67,0.3428,0.7324,0.641,21.11,4.547,3884.0,3936.0,3984.0,3984.0,3884.0,3984.0,4036.0,4036.0,4036.0,4084.0,4084.0,4084.0,3684.0,3936.0,4036.0,4084.0,4084.0,3836.0,3884.0,3936.0,4036.0,4036.0,3936.0,4084.0,4084.0,3884.0,3984.0,3984.0,4036.0,4084.0,4084.0,4084.0,3684.0,3836.0,4036.0,3936.0,4036.0,4084.0,4084.0,4084.0,3684.0,3684.0,3684.0,3884.0,3936.0,3684.0,3884.0,3936.0,4084.0,4084.0,4084.0,3736.0,3684.0,3884.0,3984.0,4036.0,4084.0,0.0
-177.6,-0.00651,7.194e-05,0.01514,1.688,0.3381,0.732,0.6294,21.12,4.07,3836.0,3884.0,3936.0,3984.0,3836.0,3984.0,3984.0,4036.0,4036.0,4036.0,4084.0,4084.0,3684.0,3936.0,4036.0,4084.0,4084.0,3684.0,3684.0,3884.0,3984.0,4036.0,3836.0,4084.0,4084.0,3836.0,3936.0,3984.0,4036.0,4036.0,4084.0,4084.0,3684.0,3684.0,3984.0,3936.0,4036.0,4036.0,4084.0,4084.0,3684.0,3684.0,3684.0,3884.0,3884.0,3684.0,3836.0,3936.0,4036.0,4084.0,4084.0,3784.0,3684.0,3884.0,3936.0,4036.0,4084.0,0.0
-185.2,-0.006443,0.0001028,0.002071,1.666,0.34,0.7485,0.6465,20.81,5.242,3784.0,3884.0,3884.0,3936.0,3836.0,3936.0,3936.0,3984.0,3984.0,4036.0,4036.0,4036.0,3684.0,3884.0,3984.0,4036.0,4036.0,3684.0,3684.0,3884.0,3984.0,3984.0,3936.0,4036.0,4036.0,3836.0,3936.0,3936.0,3984.0,3984.0,4036.0,4036.0,3684.0,3684.0,3984.0,3884.0,3984.0,4036.0,4036.0,4036.0,3684.0,3684.0,3684.0,3884.0,3884.0,3684.0,3836.0,3936.0,3984.0,4036.0,4036.0,3784.0,3684.0,3884.0,3936.0,3984.0,4036.0,0.0
-211.1,-0.006504,7.15e-05,0.01248,1.672,0.3198,0.7505,0.635,22.39,5.496,3684.0,3884.0,3884.0,3884.0,3684.0,3884.0,3936.0,3936.0,3984.0,3984.0,3984.0,3984.0,3684.0,3884.0,3936.0,3984.0,3984.0,3684.0,3684.0,3836.0,3936.0,3984.0,3984.0,3984.0,3984.0,3784.0,3884.0,3936.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3936.0,3884.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3684.0,3684.0,3884.0,3684.0,3684.0,3884.0,3984.0,3984.0,3984.0,3784.0,3684.0,3684.0,3884.0,3984.0,3984.0,0.0
-171.8,-0.00678,9.18e-05,0.005775,1.66,0.3386,0.7437,0.627,21.56,4.17,3836.0,3936.0,3936.0,3936.0,3884.0,3936.0,3984.0,3984.0,4036.0,4036.0,4036.0,4084.0,3684.0,3936.0,4036.0,4084.0,4084.0,3684.0,3836.0,3884.0,3984.0,4036.0,3884.0,4036.0,4084.0,3884.0,3936.0,3984.0,3984.0,4036.0,4084.0,4084.0,3684.0,3684.0,3984.0,3936.0,4036.0,4036.0,4084.0,4084.0,3684.0,3684.0,3684.0,3884.0,3936.0,3684.0,3884.0,3936.0,4036.0,4036.0,4084.0,3784.0,3684.0,3884.0,3936.0,4036.0,4036.0,0.0
-241.8,-0.006733,8.76e-05,0.02818,1.663,0.3474,0.763,0.638,21.11,3.105,3684.0,3836.0,3836.0,3684.0,3684.0,3884.0,3936.0,3936.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3884.0,3984.0,3984.0,3684.0,3684.0,3684.0,3884.0,3936.0,3784.0,3936.0,3936.0,3684.0,3836.0,3884.0,3936.0,3936.0,3936.0,3936.0,3684.0,3684.0,3936.0,3836.0,3936.0,3936.0,3936.0,3936.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3936.0,3936.0,3936.0,3784.0,3684.0,3684.0,3836.0,3936.0,3936.0,0.0
-288.2,-0.00624,5.71e-05,0.03062,1.668,0.3584,0.764,0.641,20.72,3.373,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3836.0,3884.0,3884.0,3936.0,3936.0,3936.0,3684.0,3684.0,3836.0,3936.0,3936.0,3684.0,3684.0,3684.0,3684.0,3884.0,3684.0,3884.0,3884.0,3684.0,3684.0,3684.0,3884.0,3884.0,3884.0,3884.0,3684.0,3684.0,3836.0,3684.0,3884.0,3884.0,3884.0,3884.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3884.0,3884.0,3884.0,3736.0,3684.0,3684.0,3684.0,3684.0,3884.0,0.0
-271.2,-0.006306,5.46e-05,0.01936,1.668,0.3623,0.767,0.6465,19.28,3.469,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3884.0,3884.0,3884.0,3936.0,3936.0,3936.0,3684.0,3684.0,3836.0,3936.0,3936.0,3684.0,3684.0,3684.0,3836.0,3884.0,3684.0,3884.0,3884.0,3684.0,3684.0,3836.0,3884.0,3884.0,3884.0,3884.0,3684.0,3684.0,3884.0,3684.0,3884.0,3936.0,3936.0,3936.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3884.0,3936.0,3936.0,3736.0,3684.0,3684.0,3684.0,3884.0,3936.0,0.0
-253.0,-0.006416,8.25e-05,0.001424,1.699,0.3728,0.769,0.646,19.56,3.99,3684.0,3784.0,3836.0,3836.0,3684.0,3836.0,3884.0,3884.0,3936.0,3936.0,3936.0,3936.0,3684.0,3684.0,3884.0,3936.0,3936.0,3684.0,3684.0,3684.0,3884.0,3884.0,3784.0,3936.0,3936.0,3684.0,3836.0,3884.0,3884.0,3936.0,3936.0,3936.0,3684.0,3684.0,3884.0,3784.0,3884.0,3936.0,3936.0,3936.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3884.0,3936.0,3936.0,3736.0,3684.0,3684.0,3684.0,3884.0,3936.0,0.0
-283.2,-0.006294,0.00010616,0.000823,1.697,0.3828,0.7925,0.648,21.52,3.748,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3836.0,3836.0,3884.0,3884.0,3884.0,3884.0,3684.0,3684.0,3784.0,3884.0,3884.0,3684.0,3684.0,3684.0,3836.0,3836.0,3736.0,3836.0,3884.0,3684.0,3684.0,3784.0,3836.0,3884.0,3884.0,3884.0,3684.0,3684.0,3836.0,3684.0,3836.0,3884.0,3884.0,3884.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3884.0,3884.0,3884.0,3736.0,3684.0,3684.0,3684.0,3836.0,3884.0,0.0
-285.8,-0.00644,0.0001144,0.00879,1.684,0.3767,0.8013,0.6406,22.03,4.473,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3784.0,3836.0,3884.0,3884.0,3884.0,3884.0,3684.0,3684.0,3684.0,3884.0,3884.0,3684.0,3684.0,3684.0,3836.0,3836.0,3784.0,3836.0,3836.0,3684.0,3736.0,3784.0,3836.0,3836.0,3836.0,3884.0,3684.0,3684.0,3884.0,3684.0,3836.0,3884.0,3884.0,3884.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3836.0,3884.0,3884.0,3784.0,3684.0,3684.0,3684.0,3836.0,3884.0,0.0
-297.5,-0.006344,0.0001229,0.003088,1.69,0.3884,0.807,0.645,21.27,4.688,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3784.0,3836.0,3836.0,3884.0,3884.0,3884.0,3684.0,3684.0,3684.0,3884.0,3884.0,3684.0,3684.0,3684.0,3684.0,3836.0,3836.0,3836.0,3836.0,3684.0,3684.0,3684.0,3836.0,3836.0,3836.0,3836.0,3684.0,3684.0,3836.0,3684.0,3836.0,3836.0,3884.0,3884.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3836.0,3884.0,3884.0,3736.0,3684.0,3684.0,3684.0,3836.0,3884.0,0.0
-282.2,-0.006374,0.0001078,0.003677,1.689,0.3804,0.8037,0.6265,21.48,4.688,3684.0,3684.0,3684.0,3784.0,3684.0,3784.0,3836.0,3836.0,3884.0,3884.0,3884.0,3884.0,3684.0,3684.0,3684.0,3884.0,3884.0,3684.0,3684.0,3684.0,3836.0,3836.0,3784.0,3836.0,3884.0,3684.0,3736.0,3784.0,3836.0,3884.0,3884.0,3884.0,3684.0,3684.0,3836.0,3684.0,3836.0,3884.0,3884.0,3884.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3884.0,3884.0,3884.0,3736.0,3684.0,3684.0,3684.0,3836.0,3884.0,0.0
-267.5,-0.006527,0.0001042,0.00447,1.6875,0.3733,0.794,0.6187,22.34,4.06,3684.0,3684.0,3784.0,3784.0,3684.0,3784.0,3836.0,3884.0,3884.0,3936.0,3936.0,3936.0,3684.0,3684.0,3836.0,3884.0,3936.0,3684.0,3684.0,3684.0,3836.0,3836.0,3784.0,3884.0,3884.0,3684.0,3784.0,3836.0,3884.0,3884.0,3884.0,3884.0,3684.0,3684.0,3884.0,3684.0,3836.0,3884.0,3884.0,3884.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3684.0,3884.0,3936.0,3936.0,3784.0,3684.0,3684.0,3684.0,3884.0,3936.0,0.0
-245.0,-0.00637,0.00010026,0.00193,1.668,0.3796,0.7812,0.619,22.62,5.418,3684.0,3784.0,3836.0,3836.0,3684.0,3836.0,3884.0,3884.0,3936.0,3936.0,3936.0,3936.0,3684.0,3684.0,3884.0,3936.0,3936.0,3684.0,3684.0,3684.0,3884.0,3884.0,3884.0,3936.0,3936.0,3684.0,3836.0,3884.0,3884.0,3936.0,3936.0,3936.0,3684.0,3684.0,3936.0,3784.0,3884.0,3936.0,3936.0,3936.0,3684.0,3684.0,3684.0,3684.0,3884.0,3684.0,3684.0,3684.0,3884.0,3936.0,3936.0,3736.0,3684.0,3684.0,3836.0,3936.0,3936.0,0.0
-227.6,-0.006615,0.00010043,0.011566,1.689,0.367,0.775,0.621,21.53,6.2,3684.0,3836.0,3836.0,3884.0,3684.0,3884.0,3884.0,3936.0,3936.0,3936.0,3984.0,3984.0,3684.0,3836.0,3884.0,3984.0,3984.0,3684.0,3684.0,3684.0,3884.0,3936.0,3936.0,3936.0,3984.0,3684.0,3836.0,3884.0,3936.0,3936.0,3984.0,3984.0,3684.0,3684.0,3936.0,3836.0,3936.0,3936.0,3984.0,3984.0,3684.0,3684.0,3684.0,3684.0,3884.0,3684.0,3684.0,3836.0,3936.0,3984.0,3984.0,3784.0,3684.0,3684.0,3884.0,3936.0,3984.0,0.0
-220.1,-0.006527,0.0001107,0.02174,1.683,0.3708,0.77,0.6206,19.75,5.504,3684.0,3836.0,3884.0,3884.0,3684.0,3884.0,3936.0,3936.0,3936.0,3984.0,3984.0,3984.0,3684.0,3836.0,3936.0,3984.0,3984.0,3684.0,3684.0,3684.0,3936.0,3936.0,3884.0,3984.0,3984.0,3784.0,3884.0,3884.0,3936.0,3936.0,3984.0,3984.0,3684.0,3684.0,3936.0,3836.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3684.0,3684.0,3884.0,3684.0,3684.0,3836.0,3936.0,3984.0,3984.0,3784.0,3684.0,3684.0,3884.0,3936.0,3984.0,0.0
-218.8,-0.006603,9.8e-05,0.0219,1.692,0.3604,0.761,0.6323,19.48,4.727,3684.0,3836.0,3884.0,3884.0,3684.0,3884.0,3936.0,3936.0,3936.0,3984.0,3984.0,3984.0,3684.0,3836.0,3936.0,3984.0,3984.0,3684.0,3684.0,3684.0,3936.0,3936.0,3836.0,3984.0,3984.0,3784.0,3884.0,3884.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3936.0,3836.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3684.0,3684.0,3884.0,3684.0,3684.0,3836.0,3936.0,3984.0,3984.0,3784.0,3684.0,3684.0,3884.0,3936.0,3984.0,0.0
-208.8,-0.00669,0.00011575,0.02441,1.694,0.369,0.76,0.636,19.38,4.992,3684.0,3884.0,3884.0,3936.0,3784.0,3936.0,3936.0,3936.0,3984.0,3984.0,3984.0,3984.0,3684.0,3884.0,3936.0,3984.0,3984.0,3684.0,3684.0,3836.0,3936.0,3936.0,3884.0,3984.0,3984.0,3784.0,3884.0,3936.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3936.0,3884.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3684.0,3684.0,3884.0,3684.0,3684.0,3884.0,3984.0,3984.0,3984.0,3784.0,3684.0,3684.0,3884.0,3984.0,3984.0,0.0
-177.2,-0.006798,0.0001476,0.011665,1.699,0.3608,0.7617,0.6367,18.33,6.05,3836.0,3884.0,3936.0,3936.0,3836.0,3936.0,3984.0,3984.0,3984.0,4036.0,4036.0,4036.0,3684.0,3884.0,3984.0,4036.0,4036.0,3684.0,3836.0,3884.0,3984.0,3984.0,3984.0,4036.0,4036.0,3836.0,3936.0,3936.0,3984.0,3984.0,4036.0,4036.0,3684.0,3684.0,3984.0,3884.0,3984.0,4036.0,4036.0,4036.0,3684.0,3684.0,3836.0,3884.0,3884.0,3684.0,3836.0,3936.0,3984.0,4036.0,4036.0,3784.0,3684.0,3884.0,3936.0,3984.0,4036.0,0.0
-161.2,-0.006683,0.000168,0.01032,1.695,0.3608,0.768,0.622,16.03,5.5,3836.0,3936.0,3936.0,3936.0,3884.0,3936.0,3984.0,3984.0,4036.0,4036.0,4036.0,4036.0,3784.0,3884.0,3984.0,4036.0,4036.0,3684.0,3836.0,3884.0,3984.0,3984.0,3936.0,4036.0,4036.0,3836.0,3936.0,3936.0,3984.0,3984.0,4036.0,4036.0,3684.0,3836.0,3984.0,3884.0,3984.0,4036.0,4036.0,4036.0,3684.0,3684.0,3884.0,3884.0,3936.0,3784.0,3884.0,3936.0,4036.0,4036.0,4036.0,3784.0,3836.0,3884.0,3936.0,4036.0,4036.0,0.0
-171.2,-0.006912,0.000147,0.00725,1.691,0.3657,0.764,0.643,15.75,5.867,3836.0,3884.0,3936.0,3936.0,3884.0,3936.0,3984.0,3984.0,3984.0,4036.0,4036.0,4036.0,3684.0,3884.0,3984.0,4036.0,4036.0,3684.0,3836.0,3884.0,3984.0,3984.0,3984.0,4036.0,4036.0,3836.0,3936.0,3936.0,3984.0,4036.0,4036.0,4036.0,3684.0,3684.0,3984.0,3884.0,3984.0,4036.0,4036.0,4036.0,3684.0,3684.0,3836.0,3884.0,3936.0,3684.0,3884.0,3936.0,3984.0,4036.0,4036.0,3784.0,3836.0,3884.0,3936.0,4036.0,4036.0,0.0
-187.9,-0.006798,0.0001636,0.010864,1.683,0.357,0.7754,0.6313,17.39,4.965,3836.0,3884.0,3884.0,3936.0,3836.0,3936.0,3936.0,3984.0,3984.0,3984.0,4036.0,4036.0,3684.0,3884.0,3936.0,4036.0,4036.0,3684.0,3684.0,3836.0,3936.0,3984.0,3936.0,3984.0,3984.0,3836.0,3884.0,3936.0,3936.0,3984.0,3984.0,3984.0,3684.0,3684.0,3936.0,3884.0,3984.0,3984.0,3984.0,3984.0,3684.0,3684.0,3836.0,3884.0,3884.0,3684.0,3836.0,3884.0,3984.0,4036.0,4036.0,3784.0,3684.0,3884.0,3936.0,3984.0,4036.0,0.0
