like1,parlr_T,parlr_RRR,parlr_RH,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,parcenter_snow_transfer_function,parroughness_fresh_snow,parroughness_ice,parroughness_firn,simulation_0,chain
1.0,-0.0053926366,0.00031404628,0.0013441129,0.31338137,0.87828034,0.59440273,11.974822999999999,3.1825511000000004,0.27885386,0.21678601,0.59274197,5.7582564000000005,1.0140624,1.0
1.0,-0.0051060645,0.00031145205,0.00030516504,0.3156671,0.88151413,0.5905222,11.59355,3.0373044,0.32557020000000003,0.22068211,0.6049705,5.6342044,1.0888136999999998,1.0
1.0,-0.005604766,0.00030885785,0.0007388429,0.3179528,0.88474786,0.5866416999999999,11.212277,2.8920577,0.37228649999999996,0.22457822,0.6171991,5.5101523,1.0627081,1.0
1.0,-0.006103467,0.00030626365000000004,0.0017777907,0.32023853,0.88798165,0.5827611999999999,10.831004,2.746811,0.4190028,0.22847432,0.6294276999999999,5.3861003,1.0348281,1.0
1.0,-0.0066021685,0.00030366942999999997,0.0028167386,0.32252425,0.89121544,0.57888067,10.449732000000001,2.6015642000000003,0.46571913,0.23237042,0.6416562,5.2620487,1.002534,1.0
1.0,-0.00689913,0.00030107523,0.0038556866,0.32480997,0.8944492,0.57500017,10.068458999999999,2.4563174,0.51243544,0.23626652,0.6538848,5.1379967,0.99400306,1.0
1.0,-0.006400429,0.00029848103,0.0048946342,0.32709566,0.89768296,0.57111967,9.687186,2.3110707,0.55915177,0.24016263,0.6661134,5.013944599999999,1.059674,1.0
1.0,-0.005901728,0.00029588682999999997,0.005933582299999999,0.32938138,0.89908326,0.5672391,9.305914,2.165824,0.60586804,0.24405873,0.678342,4.8898926,1.1187519,1.0
1.0,-0.005403026500000001,0.0002932926,0.0069725304,0.3316671,0.8958495000000001,0.5633585999999999,8.924641000000001,2.0205772,0.6525844,0.24795485,0.69057053,4.7658404999999995,1.1440296,1.0
1.0,-0.005095675,0.0002906984,0.008011478,0.3339528,0.89261574,0.5594781,8.543368,2.1446695,0.6993007,0.25185093,0.6952009,4.641789,1.1125275,1.0
1.0,-0.005594376,0.0002881042,0.009050426,0.33623853,0.889382,0.55559754,8.162094999999999,2.2899163,0.746017,0.25574705,0.6829723000000001,4.517737,0.9932271,1.0
1.0,-0.0060930774,0.00028550997,0.010089374,0.33852425,0.8861482,0.55171704,7.7808228,2.435163,0.7927333000000001,0.25964314,0.67074376,4.393685,0.8714043,1.0
1.0,-0.0065917787,0.00028291577,0.011128322,0.34080994,0.8829144,0.54783654,7.39955,2.5804098,0.8394495999999999,0.26353925,0.65851516,4.269633,0.7460758000000001,1.0
1.0,-0.00690952,0.00028032158,0.012167269,0.34309566,0.8796806999999999,0.543956,7.018277,2.7256565,0.8861659,0.26743537,0.6462866,4.145581,0.6377539000000001,1.0
1.0,-0.0064108185,0.00027772735000000003,0.013206217,0.34538138,0.8764469000000001,0.5400755,6.637004400000001,2.8709033,0.93288225,0.27133146,0.63405806,4.021529,0.57638466,1.0
1.0,-0.005912117,0.00027513315,0.0142451655,0.3476671,0.8732131999999999,0.536195,6.2557316,3.01615,0.9795985,0.27522758,0.62182945,3.8974771,0.5135233,1.0
1.0,-0.005413416,0.00027253895,0.015284114,0.34995282,0.8699794,0.5323144000000001,5.874459,3.1613967,1.0263149,0.27912366,0.6096009,3.773425,0.42452170000000006,1.0
1.0,-0.005085285300000001,0.00026994472000000004,0.016323062,0.35223854,0.8667456,0.5284339,5.493186,3.3066435,1.0730312,0.28301978,0.5973723000000001,3.649373,0.30593017,1.0
1.0,-0.0055839866,0.00026735052000000006,0.01736201,0.35452425,0.86351186,0.5245534000000001,5.111913700000001,3.4518902000000002,1.1197475000000001,0.28691587,0.58514374,3.5253212,0.12096247,1.0
1.0,-0.006082688,0.00026475632,0.018400958000000002,0.35680994,0.86027807,0.5206729,4.730641,3.5971370000000005,1.1664638999999999,0.290812,0.5729152,3.4012692,-0.07234859,1.0
1.0,-0.0065813893000000005,0.00026216212000000004,0.019439906,0.35909566,0.85704434,0.51679236,4.349368,3.7423837,1.2131801000000002,0.29470807,0.5606866,3.2772174,-0.279117,1.0
1.0,-0.0069199097,0.0002595679,0.020478852,0.36138138,0.85381055,0.51291186,3.9680953000000003,3.8876305,1.2598964,0.2986042,0.54845804,3.1531653,-0.48439524,1.0
1.0,-0.0064212084,0.0002569737,0.0215178,0.36366709999999997,0.85057676,0.50903136,3.5868225,4.032877399999999,1.3066127,0.29749972,0.5362295,3.0291135,-0.69322246,1.0
1.0,-0.005922507,0.0002543795,0.022556747999999998,0.36595282,0.8473430000000001,0.5051508,3.20555,4.1781239999999995,1.3533291,0.29360359999999996,0.5240009,2.9050615,-0.9219151,1.0
1.0,-0.005423805699999999,0.00025178527000000003,0.023595696,0.36823854,0.84410924,0.5012703,2.8242772,4.323371,1.4000454,0.2897075,0.51177233,2.7810094,-1.1808023,1.0
