like1_1,parlr_RRR,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,parcenter_snow_transfer_function,parroughness_fresh_snow,parroughness_ice,simulation1_1,simulation1_2,simulation1_3,simulation1_4,simulation1_5,simulation1_6,simulation1_7,simulation1_8,simulation1_9,simulation1_10,simulation1_11,simulation1_12,simulation1_13,simulation1_14,simulation1_15,simulation1_16,simulation1_17,simulation1_18,simulation1_19,simulation1_20,simulation1_21,simulation1_22,simulation1_23,simulation1_24,simulation1_25,simulation1_26,simulation1_27,simulation1_28,simulation1_29,simulation1_30,simulation1_31,simulation1_32,simulation1_33,simulation1_34,simulation1_35,simulation1_36,simulation1_37,simulation1_38,simulation1_39,simulation1_40,simulation1_41,simulation1_42,simulation1_43,simulation1_44,simulation1_45,simulation1_46,simulation1_47,simulation1_48,simulation1_49,simulation1_50,simulation1_51,simulation1_52,simulation1_53,simulation1_54,simulation1_55,simulation1_56,simulation1_57,simulation1_58,simulation1_59,simulation1_60,simulation1_61,simulation1_62,simulation2_1,chain
-150.1,0.0001975,0.9365,0.2162,0.835,0.5195,15.54,5.008,0.1731,0.956,4.203,0.0,0.0,0.0,0.08154,0.4426,0.0,0.0,0.4302,0.0,0.0,0.0,0.08154,0.3215,0.05817,0.0,0.0,0.1836,0.2825,0.4285,0.0,0.0,0.0,0.0,0.3518,0.4604,0.1153,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.002028,0.3557,0.519,0.5557,0.0,0.0,0.0,0.2147,0.3484,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4285,0.1837,0.5596,0.1837,-1.445,1.0
-150.2,6.3e-05,0.8965,0.2288,0.865,0.49,22.77,7.055,0.2003,2.035,3.785,0.0,0.0,0.0,0.002028,0.4883,0.0,0.0,0.401,0.0,0.0,0.0,0.02379,0.278,0.05817,0.0,0.0,0.1161,0.2261,0.401,0.0,0.0,0.0,0.0,0.316,0.4302,0.1019,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.0,0.3367,0.4775,0.5293,0.0,0.0,0.0,0.2147,0.3052,0.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.3723,0.1837,0.557,0.1837,-1.227,1.0
-151.9,8.684e-05,0.908,0.1967,0.8174,0.5283,20.27,7.14,0.11334,1.428,0.9883,0.0,0.0,0.0,0.08154,0.4883,0.0,0.0,0.4604,0.0,0.0,0.0,0.05817,0.3215,0.05817,0.0,0.0,0.1836,0.2961,0.4302,0.0,0.0,0.0,0.0,0.3518,0.4775,0.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.519,0.0,0.0,0.0,0.0,0.002028,0.3562,0.5557,0.5596,0.0,0.0,0.0,0.2147,0.3513,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.044,0.4285,0.1837,0.614,0.1931,-1.606,1.0
-150.4,0.0001751,0.773,0.2341,0.8965,0.4087,18.83,3.832,0.437,1.602,1.961,0.0,0.0,0.0,0.05817,0.4404,0.0,0.0,0.4404,0.0,0.0,0.0,0.1348,0.3562,0.05817,0.0,0.0,0.1836,0.2417,0.4285,0.0,0.0,0.0,0.0,0.4302,0.514,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.002028,0.401,0.5557,0.5596,0.0,0.0,0.0,0.2147,0.3367,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4285,0.1697,0.5854,0.1697,-1.5,1.0
-150.4,1.08e-05,0.631,0.2612,0.8984,0.518,21.33,3.969,0.1458,0.3296,4.004,0.0,0.0,0.0,0.002028,0.514,0.0,0.0,0.4302,0.0,0.0,0.0,0.05817,0.3367,0.0919,0.0,0.0,0.1656,0.2644,0.4302,0.0,0.0,0.0,0.0,0.4302,0.514,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,0.0,0.0,0.0,0.0,0.0,0.3723,0.5557,0.557,0.0,0.0,0.0,0.259,0.3442,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05865,0.4285,0.2029,0.5854,0.2147,-1.594,1.0
-150.2,0.0001,0.967,0.3452,0.832,0.592,7.086,3.65,0.3171,2.297,0.684,0.0,0.0,0.0,0.1161,0.43,0.0,0.0,0.4604,0.0,0.0,0.0,0.08154,0.3513,0.05817,0.0,0.0,0.1836,0.2961,0.4285,0.0,0.0,0.0,0.0,0.3518,0.519,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.509,0.0,0.0,0.0,0.0,0.002028,0.401,0.5596,0.567,0.0,0.0,0.0,0.1931,0.3562,0.4502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4673,0.1697,0.614,0.1697,-1.266,1.0
-151.0,5.12e-05,0.7583,0.2732,0.8984,0.595,11.086,7.895,0.3608,1.478,0.8164,0.0,0.0,0.0,0.02379,0.4912,0.0,0.0,0.4302,0.0,0.0,0.0,0.05817,0.3215,0.05817,0.0,0.0,0.1592,0.2644,0.4106,0.0,0.0,0.0,0.0,0.4285,0.4775,0.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.3867,0.5557,0.557,0.0,0.0,0.0,0.2147,0.3289,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.4285,0.1697,0.5845,0.1837,-1.348,1.0
-150.6,0.0001997,0.9194,0.1881,0.8486,0.598,7.492,7.945,0.2008,1.983,1.938,0.0,0.0,0.002028,0.1348,0.4844,0.0,0.0,0.4775,0.0,0.0,0.0,0.1348,0.3557,0.0669,0.0,0.0,0.1876,0.3052,0.4302,0.0,0.0,0.0,0.0,0.4285,0.5293,0.1348,0.0,0.0,0.0,0.0,0.0,0.002028,0.519,0.0,0.0,0.0,0.0,0.02379,0.4285,0.557,0.5615,0.0,0.0,0.0,0.2147,0.4019,0.4604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05817,0.02379,0.4302,0.1837,0.614,0.1837,-1.77,1.0
-149.9,0.0001822,1.135,0.3071,0.84,0.534,5.094,7.816,0.1279,0.2035,2.338,0.0,0.0,0.0,0.0919,0.4404,0.0,0.0,0.4285,0.0,0.0,0.0,0.05817,0.3137,0.05817,0.0,0.0,0.1836,0.278,0.4285,0.0,0.0,0.0,0.0,0.3125,0.4673,0.1153,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.002028,0.3557,0.519,0.5557,0.0,0.0,0.0,0.1931,0.3513,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4285,0.1697,0.593,0.1697,-1.164,1.0
-150.8,0.0001748,1.104,0.3372,0.779,0.531,13.64,3.39,0.2384,0.568,3.3,0.0,0.0,0.0,0.0919,0.4124,0.0,0.0,0.4285,0.0,0.0,0.0,0.05817,0.3125,0.044,0.0,0.0,0.1836,0.259,0.4285,0.0,0.0,0.0,0.0,0.3125,0.4673,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.002028,0.3513,0.519,0.519,0.0,0.0,0.0,0.1837,0.3406,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4285,0.1697,0.5645,0.1697,-1.086,1.0
-150.5,8.66e-05,0.7217,0.2379,0.8843,0.558,22.97,4.27,0.34,1.515,2.19,0.0,0.0,0.0,0.02379,0.4883,0.0,0.0,0.4302,0.0,0.0,0.0,0.05817,0.2974,0.05817,0.0,0.0,0.1348,0.2417,0.401,0.0,0.0,0.0,0.0,0.401,0.4404,0.08154,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.3557,0.5293,0.5293,0.0,0.0,0.0,0.2261,0.3289,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.401,0.1837,0.5596,0.1837,-1.334,1.0
-151.1,7.67e-05,0.854,0.271,0.83,0.4788,22.53,5.637,0.137,1.303,3.598,0.0,0.0,0.0,0.08154,0.4968,0.0,0.0,0.4775,0.0,0.0,0.0,0.08154,0.3513,0.0777,0.0,0.0,0.1836,0.2961,0.4302,0.0,0.0,0.0,0.0,0.4285,0.4927,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.519,0.0,0.0,0.0,0.0,0.0,0.396,0.5596,0.5635,0.0,0.0,0.0,0.2147,0.3562,0.4502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.044,0.4673,0.1837,0.614,0.1931,-1.642,1.0
-151.2,0.0001799,0.782,0.219,0.8525,0.4224,21.39,4.074,0.2418,0.4658,3.848,0.0,0.0,0.0,0.1161,0.4883,0.0,0.0,0.4404,0.0,0.0,0.0,0.1348,0.3647,0.05817,0.0,0.0,0.1837,0.2974,0.4302,0.0,0.0,0.0,0.0,0.4302,0.5293,0.1161,0.0,0.0,0.0,0.0,0.0,0.002028,0.4775,0.0,0.0,0.0,0.0,0.002028,0.401,0.557,0.5596,0.0,0.0,0.0,0.2147,0.3562,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05817,0.044,0.4673,0.1837,0.614,0.1931,-1.775,1.0
-151.4,0.0001792,0.7256,0.225,0.8975,0.569,14.45,6.457,0.408,1.748,1.705,0.0,0.0,0.0,0.05817,0.4912,0.0,0.0,0.4404,0.0,0.0,0.0,0.1161,0.3396,0.05817,0.0,0.0,0.1836,0.278,0.4302,0.0,0.0,0.0,0.0,0.4302,0.514,0.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,0.0,0.0,0.0,0.0,0.002028,0.401,0.5557,0.557,0.0,0.0,0.0,0.2147,0.3513,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.02379,0.4302,0.1837,0.5806,0.1781,-1.548,1.0
-151.5,0.00011885,0.964,0.2842,0.84,0.5386,9.41,6.97,0.2764,2.137,2.074,0.0,0.0,0.0,0.1161,0.4426,0.0,0.0,0.4775,0.0,0.0,0.0,0.08154,0.3513,0.05817,0.0,0.0,0.1837,0.2961,0.4302,0.0,0.0,0.0,0.0,0.4285,0.519,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.509,0.0,0.0,0.0,0.0,0.002028,0.4285,0.5596,0.567,0.0,0.0,0.0,0.2029,0.3562,0.4502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4673,0.1697,0.614,0.1697,-1.525,1.0
-151.2,0.0001267,1.028,0.2311,0.7915,0.587,13.32,6.57,0.2228,1.279,3.705,0.0,0.0,0.0,0.0919,0.4377,0.0,0.0,0.4302,0.0,0.0,0.0,0.05817,0.3137,0.05817,0.0,0.0,0.1836,0.2644,0.4285,0.0,0.0,0.0,0.0,0.3125,0.4673,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.002028,0.3557,0.519,0.5557,0.0,0.0,0.0,0.2029,0.3513,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4285,0.1697,0.5645,0.1697,-1.435,1.0
-151.5,0.0001771,0.941,0.3171,0.8325,0.5747,18.88,5.4,0.339,1.589,2.957,0.0,0.0,0.0,0.05817,0.4404,0.0,0.0,0.4285,0.0,0.0,0.0,0.02379,0.278,0.05817,0.0,0.0,0.1348,0.2336,0.401,0.0,0.0,0.0,0.0,0.2961,0.4285,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.0,0.3289,0.4775,0.4927,0.0,0.0,0.0,0.2029,0.3215,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.3562,0.1697,0.5557,0.1697,-0.9707,1.0
-151.6,6.07e-05,0.7144,0.3184,0.892,0.593,10.586,7.824,0.3499,0.5815,2.94,0.0,0.0,0.0,0.05817,0.4883,0.0,0.0,0.4302,0.0,0.0,0.0,0.08154,0.3513,0.05817,0.0,0.0,0.1753,0.278,0.4302,0.0,0.0,0.0,0.0,0.4302,0.514,0.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.519,0.0,0.0,0.0,0.0,0.0,0.401,0.557,0.5596,0.0,0.0,0.0,0.2147,0.3513,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4285,0.1837,0.596,0.1837,-1.483,1.0
-151.8,3.076e-05,0.706,0.2622,0.8955,0.4883,19.83,3.137,0.12476,0.539,4.37,0.0,0.0,0.0,0.002028,0.4883,0.0,0.0,0.4285,0.0,0.0,0.0,0.05817,0.3215,0.0777,0.0,0.0,0.1348,0.2417,0.4302,0.0,0.0,0.0,0.0,0.4302,0.4775,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,0.0,0.0,0.0,0.0,0.0,0.3557,0.5557,0.5557,0.0,0.0,0.0,0.2417,0.3367,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05865,0.4285,0.2029,0.5806,0.2029,-1.475,1.0
-151.4,0.0001843,1.023,0.1818,0.793,0.5234,22.11,6.594,0.153,2.346,0.697,0.0,0.0,0.0,0.1161,0.4524,0.0,0.0,0.4404,0.0,0.0,0.0,0.08154,0.3215,0.05817,0.0,0.0,0.1836,0.2961,0.4285,0.0,0.0,0.0,0.0,0.3215,0.4775,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.4673,0.0,0.0,0.0,0.0,0.002028,0.3562,0.5557,0.5557,0.0,0.0,0.0,0.2029,0.3557,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05817,0.02379,0.4285,0.1837,0.567,0.1837,-1.479,1.0
-153.4,8.065e-05,0.877,0.277,0.8843,0.449,15.66,4.6,0.1588,1.055,2.629,0.0,0.0,0.0,0.02379,0.4404,0.0,0.0,0.4285,0.0,0.0,0.0,0.05817,0.3215,0.05817,0.0,0.0,0.1348,0.2336,0.401,0.0,0.0,0.0,0.0,0.4285,0.4756,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.3396,0.519,0.5557,0.0,0.0,0.0,0.2147,0.3289,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.396,0.1837,0.5615,0.1931,-1.248,1.0
-151.8,2.205e-05,0.906,0.286,0.8784,0.557,12.984,7.824,0.1995,2.072,1.562,0.0,0.0,0.0,0.002028,0.4573,0.0,0.0,0.4285,0.0,0.0,0.0,0.002028,0.2961,0.05817,0.0,0.0,0.1161,0.2261,0.401,0.0,0.0,0.0,0.0,0.316,0.4302,0.0911,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.3367,0.4927,0.5557,0.0,0.0,0.0,0.2029,0.3052,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.3723,0.1837,0.557,0.1837,-1.103,1.0
-152.1,0.0001899,0.6855,0.349,0.8994,0.5093,17.88,6.902,0.7593,0.644,2.414,0.0,0.0,0.0,0.044,0.4238,0.0,0.0,0.4302,0.0,0.0,0.0,0.0911,0.3367,0.044,0.0,0.0,0.1348,0.2261,0.401,0.0,0.0,0.0,0.0,0.401,0.4575,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.002028,0.3867,0.5293,0.5557,0.0,0.0,0.0,0.2029,0.3289,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.002028,0.4285,0.1517,0.5596,0.1412,-1.167,1.0
-152.2,0.0001817,0.8955,0.2998,0.831,0.521,14.34,7.344,0.4111,2.043,0.6377,0.0,0.0,0.002028,0.1348,0.4377,0.0,0.0,0.4775,0.0,0.0,0.0,0.1348,0.3562,0.044,0.0,0.0,0.1837,0.2961,0.4302,0.0,0.0,0.0,0.0,0.4285,0.4927,0.1161,0.0,0.0,0.0,0.0,0.0,0.002028,0.519,0.0,0.0,0.0,0.0,0.002028,0.4285,0.557,0.5615,0.0,0.0,0.0,0.2029,0.3706,0.4604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05817,0.002028,0.4673,0.1697,0.614,0.1697,-1.434,1.0
-152.0,0.0001718,1.136,0.186,0.771,0.5347,21.05,7.97,0.2563,1.917,0.701,0.0,0.0,0.0,0.1161,0.43,0.0,0.0,0.4302,0.0,0.0,0.0,0.05817,0.2961,0.044,0.0,0.0,0.1836,0.259,0.4285,0.0,0.0,0.0,0.0,0.2825,0.4302,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.002028,0.3562,0.519,0.519,0.0,0.0,0.0,0.1931,0.3484,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.002028,0.4285,0.1697,0.5596,0.1697,-1.235,1.0
-152.2,0.00010073,0.8203,0.2228,0.8936,0.465,18.45,6.547,0.2355,0.77,1.181,0.0,0.0,0.0,0.002028,0.4883,0.0,0.0,0.401,0.0,0.0,0.0,0.05817,0.2961,0.05817,0.0,0.0,0.1161,0.2261,0.401,0.0,0.0,0.0,0.0,0.3743,0.4404,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.3367,0.4775,0.5293,0.0,0.0,0.0,0.2147,0.3052,0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.3723,0.1837,0.557,0.1837,-1.177,1.0
-152.1,0.0001489,0.8164,0.223,0.898,0.583,8.85,6.242,0.3228,1.812,2.195,0.0,0.0,0.0,0.05817,0.4573,0.0,0.0,0.4404,0.0,0.0,0.0,0.08154,0.3513,0.05817,0.0,0.0,0.1836,0.278,0.4302,0.0,0.0,0.0,0.0,0.4285,0.514,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,0.0,0.0,0.0,0.0,0.002028,0.401,0.5557,0.557,0.0,0.0,0.0,0.2147,0.3513,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4285,0.1697,0.5854,0.1837,-1.556,1.0
-154.0,4.613e-05,0.7705,0.2291,0.899,0.4924,16.5,4.184,0.1818,0.6,1.025,0.0,0.0,0.0,0.002028,0.4883,0.0,0.0,0.4106,0.0,0.0,0.0,0.05817,0.316,0.05817,0.0,0.0,0.1348,0.2261,0.401,0.0,0.0,0.0,0.0,0.4285,0.4775,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.3396,0.519,0.5557,0.0,0.0,0.0,0.2147,0.3125,0.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.396,0.1931,0.5596,0.1931,-1.2705,1.0
-152.5,0.0001839,1.075,0.2153,0.8423,0.4766,13.195,5.25,0.11865,2.336,0.5664,0.0,0.0,0.0,0.05817,0.4377,0.0,0.0,0.4302,0.0,0.0,0.0,0.05817,0.316,0.05817,0.0,0.0,0.1753,0.2644,0.4285,0.0,0.0,0.0,0.0,0.3215,0.4604,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.3396,0.519,0.5557,0.0,0.0,0.0,0.2029,0.3289,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.401,0.1837,0.557,0.1837,-1.168,1.0
-151.8,0.00011855,0.86,0.3308,0.8203,0.564,20.61,5.715,0.3638,1.5625,2.969,0.0,0.0,0.0,0.1019,0.4426,0.0,0.0,0.4404,0.0,0.0,0.0,0.05817,0.3215,0.05817,0.0,0.0,0.1836,0.2644,0.4285,0.0,0.0,0.0,0.0,0.3518,0.4775,0.1153,0.0,0.0,0.0,0.0,0.0,0.0,0.4673,0.0,0.0,0.0,0.0,0.002028,0.3647,0.5557,0.557,0.0,0.0,0.0,0.2029,0.3513,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4285,0.1697,0.572,0.1697,-1.356,1.0
-152.5,0.0001842,0.9463,0.1981,0.875,0.5356,10.74,7.527,0.2456,1.349,1.9,0.0,0.0,0.0,0.05817,0.4404,0.0,0.0,0.4285,0.0,0.0,0.0,0.05817,0.316,0.05817,0.0,0.0,0.1753,0.259,0.401,0.0,0.0,0.0,0.0,0.3518,0.4502,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.3396,0.519,0.5557,0.0,0.0,0.0,0.2029,0.3215,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.401,0.1697,0.557,0.1781,-1.286,1.0
-151.8,0.0001689,0.8413,0.2935,0.8496,0.5522,19.33,7.215,0.3586,1.454,0.8257,0.0,0.0,0.0,0.05817,0.4524,0.0,0.0,0.4302,0.0,0.0,0.0,0.05817,0.3215,0.05817,0.0,0.0,0.1753,0.253,0.401,0.0,0.0,0.0,0.0,0.3706,0.4502,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.3562,0.5557,0.5557,0.0,0.0,0.0,0.2029,0.3367,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4285,0.1697,0.5596,0.1697,-1.168,1.0
-157.1,0.0001398,0.8506,0.2389,0.8965,0.405,15.74,5.21,0.2668,1.756,2.549,0.0,0.0,0.0,0.05817,0.4426,0.0,0.0,0.4302,0.0,0.0,0.0,0.1161,0.3562,0.05817,0.0,0.0,0.1753,0.278,0.4302,0.0,0.0,0.0,0.0,0.4302,0.514,0.08154,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,0.0,0.0,0.0,0.0,0.0,0.3723,0.5557,0.557,0.0,0.0,0.0,0.2147,0.3289,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4285,0.1837,0.5854,0.1837,-1.51,1.0
-152.1,4.65e-05,0.791,0.3403,0.8774,0.556,13.375,5.45,0.2844,2.309,2.408,0.0,0.0,0.0,0.05817,0.4573,0.0,0.0,0.4404,0.0,0.0,0.0,0.08154,0.3513,0.05817,0.0,0.0,0.1836,0.2961,0.4302,0.0,0.0,0.0,0.0,0.4302,0.5293,0.08154,0.0,0.0,0.0,0.0,0.0,0.0,0.4775,0.0,0.0,0.0,0.0,0.0,0.401,0.5596,0.5615,0.0,0.0,0.0,0.2147,0.3513,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4302,0.1837,0.603,0.1837,-1.428,1.0
-152.8,0.0001739,0.9404,0.2688,0.886,0.4648,13.47,3.584,0.1656,1.655,3.76,0.0,0.0,0.0,0.044,0.4404,0.0,0.0,0.4285,0.0,0.0,0.0,0.05817,0.316,0.05817,0.0,0.0,0.1592,0.2417,0.401,0.0,0.0,0.0,0.0,0.3743,0.4604,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.3367,0.4775,0.5557,0.0,0.0,0.0,0.2147,0.3125,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.401,0.1837,0.5596,0.1837,-1.202,1.0
-149.2,2.07e-05,0.866,0.2131,0.886,0.5264,15.49,7.555,0.1381,1.484,1.954,0.0,0.0,0.0,0.002028,0.4968,0.0,0.0,0.4106,0.0,0.0,0.0,0.02379,0.2961,0.05817,0.0,0.0,0.1161,0.2147,0.401,0.0,0.0,0.0,0.0,0.3333,0.4302,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.3286,0.4927,0.5557,0.0,0.0,0.0,0.2147,0.3125,0.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.3723,0.1837,0.557,0.1931,-1.26,1.0
-155.0,4.1e-05,0.8115,0.2825,0.896,0.4229,19.03,6.504,0.1439,0.724,3.52,0.0,0.0,0.0,0.002028,0.4922,0.0,0.0,0.4106,0.0,0.0,0.0,0.05817,0.316,0.05817,0.0,0.0,0.1348,0.2261,0.401,0.0,0.0,0.0,0.0,0.4285,0.4775,0.1019,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.3367,0.519,0.5557,0.0,0.0,0.0,0.2147,0.3208,0.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.3867,0.1931,0.5596,0.1931,-1.279,1.0
-152.9,0.0001487,1.104,0.301,0.803,0.5576,18.16,4.383,0.18,2.193,0.512,0.0,0.0,0.0,0.05817,0.4338,0.0,0.0,0.4285,0.0,0.0,0.0,0.02379,0.2656,0.05817,0.0,0.0,0.1348,0.2261,0.3706,0.0,0.0,0.0,0.0,0.2336,0.4285,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.0,0.3215,0.4775,0.519,0.0,0.0,0.0,0.1931,0.3215,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.3562,0.1697,0.5557,0.1697,-0.7944,1.0
-153.1,7.284e-05,0.825,0.221,0.837,0.5063,22.3,6.605,0.1902,0.7734,0.488,0.0,0.0,0.0,0.05817,0.4883,0.0,0.0,0.4302,0.0,0.0,0.0,0.05817,0.3215,0.05817,0.0,0.0,0.1836,0.2825,0.4302,0.0,0.0,0.0,0.0,0.4019,0.4775,0.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.4673,0.0,0.0,0.0,0.0,0.0,0.3562,0.5557,0.557,0.0,0.0,0.0,0.2147,0.3513,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.044,0.4285,0.1837,0.5854,0.1931,-1.476,1.0
-153.8,3.29e-05,0.9087,0.2007,0.8345,0.548,22.31,7.07,0.1726,1.494,3.86,0.0,0.0,0.0,0.02379,0.4883,0.0,0.0,0.4285,0.0,0.0,0.0,0.002028,0.2961,0.05817,0.0,0.0,0.1592,0.2261,0.401,0.0,0.0,0.0,0.0,0.2961,0.4302,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.0,0.3367,0.519,0.519,0.0,0.0,0.0,0.2029,0.3215,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.396,0.1837,0.557,0.1837,-1.37,1.0
