like1,parlr_T,parlr_RRR,parlr_RH,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,chain
-301.8,-0.00611,0.0001174,0.00968,1.241,0.241,0.6714,0.616,21.6,7.805,4316.0,4340.0,4244.0,4340.0,4032.0,4240.0,4330.0,4340.0,4340.0,4044.0,4340.0,4340.0,4026.0,4340.0,3762.0,4244.0,4340.0,4340.0,3754.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4220.0,4244.0,4340.0,4340.0,4340.0,4244.0,4340.0,4340.0,3888.0,4184.0,4316.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4216.0,4316.0,4340.0,4340.0,4340.0,4184.0,4220.0,4244.0,4340.0,4120.0,4340.0,4310.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,3838.0,4188.0,4240.0,4340.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4230.0,4316.0,4340.0,4340.0,4230.0,4244.0,4340.0,4340.0,4028.0,4010.0,4212.0,4184.0,4230.0,4316.0,4340.0,4074.0,0.0
-283.8,-0.006145,8.696e-05,0.00963,1.241,0.2362,0.688,0.619,21.19,7.027,4244.0,4240.0,4230.0,4340.0,4028.0,4220.0,4244.0,4316.0,4340.0,4044.0,4340.0,4340.0,4024.0,4340.0,3754.0,4230.0,4340.0,4340.0,3754.0,4240.0,4316.0,4316.0,4340.0,4340.0,4340.0,4220.0,4220.0,4316.0,4316.0,4316.0,4230.0,4316.0,4316.0,3888.0,4144.0,4240.0,4316.0,4316.0,4316.0,4340.0,4340.0,4340.0,4170.0,4240.0,4340.0,4340.0,4340.0,4136.0,4184.0,4230.0,4340.0,4120.0,4340.0,4310.0,4340.0,4184.0,4316.0,4340.0,4340.0,4340.0,4340.0,3838.0,4124.0,4220.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,4220.0,4240.0,4316.0,4340.0,4184.0,4230.0,4316.0,4340.0,4028.0,4010.0,4212.0,4136.0,4220.0,4240.0,4340.0,4068.0,0.0
-289.2,-0.00591,7.89e-05,0.00772,1.244,0.2224,0.6846,0.6045,20.1,6.695,4240.0,4240.0,4230.0,4340.0,4026.0,4230.0,4244.0,4316.0,4340.0,4032.0,4340.0,4340.0,4010.0,4340.0,3754.0,4230.0,4340.0,4344.0,3754.0,4316.0,4316.0,4316.0,4340.0,4340.0,4340.0,4220.0,4230.0,4316.0,4340.0,4340.0,4230.0,4340.0,4340.0,3868.0,4156.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4184.0,4244.0,4340.0,4340.0,4340.0,4156.0,4184.0,4230.0,4340.0,4120.0,4340.0,4320.0,4340.0,4184.0,4316.0,4340.0,4340.0,4340.0,4340.0,3816.0,4124.0,4230.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,4224.0,4244.0,4316.0,4340.0,4184.0,4230.0,4316.0,4340.0,4026.0,4008.0,4212.0,4156.0,4220.0,4240.0,4340.0,4064.0,0.0
-273.0,-0.006104,7.71e-05,0.008804,1.246,0.226,0.688,0.617,20.67,5.715,4240.0,4230.0,4230.0,4340.0,4026.0,4184.0,4240.0,4316.0,4340.0,4036.0,4340.0,4340.0,4012.0,4340.0,3754.0,4220.0,4340.0,4340.0,3754.0,4224.0,4224.0,4240.0,4340.0,4340.0,4340.0,4216.0,4224.0,4240.0,4316.0,4316.0,4220.0,4316.0,4316.0,3868.0,4130.0,4230.0,4316.0,4316.0,4316.0,4340.0,4340.0,4340.0,4156.0,4240.0,4340.0,4340.0,4340.0,4130.0,4176.0,4230.0,4340.0,4120.0,4340.0,nan,4340.0,4184.0,4240.0,4340.0,4340.0,4340.0,4340.0,3838.0,4060.0,4220.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,4220.0,4240.0,4316.0,4340.0,4156.0,4220.0,4316.0,4340.0,4028.0,4010.0,4212.0,4130.0,4220.0,4240.0,4340.0,4068.0,0.0
-249.5,-0.006077,6.807e-05,0.006966,1.246,0.2158,0.6997,0.618,20.61,5.293,4230.0,4170.0,4184.0,4316.0,4008.0,4136.0,4230.0,4244.0,4316.0,4034.0,4316.0,4316.0,4010.0,4316.0,3754.0,4184.0,4316.0,4330.0,3754.0,4216.0,4224.0,4230.0,4316.0,4316.0,4316.0,4216.0,4184.0,4240.0,4240.0,4240.0,4184.0,4240.0,4240.0,3868.0,4072.0,4220.0,4240.0,4240.0,4240.0,4316.0,4316.0,4316.0,4096.0,4220.0,4316.0,4316.0,4316.0,4044.0,4136.0,4184.0,4316.0,4120.0,4240.0,4316.0,4316.0,4136.0,4240.0,4316.0,4316.0,4316.0,4316.0,3838.0,4026.0,4184.0,4316.0,4224.0,4316.0,4316.0,4316.0,4316.0,4316.0,4170.0,4220.0,4260.0,4316.0,4136.0,4184.0,4244.0,4316.0,4026.0,4010.0,4212.0,4068.0,4156.0,4230.0,4316.0,4064.0,0.0
-246.2,-0.005943,7.635e-05,0.006615,1.252,0.2296,0.7095,0.5967,21.33,6.47,4220.0,4220.0,4184.0,4240.0,3976.0,4156.0,4220.0,4230.0,4316.0,4032.0,4240.0,4316.0,4010.0,4316.0,3754.0,4184.0,4316.0,4324.0,3754.0,4224.0,4224.0,4230.0,4316.0,4316.0,4316.0,4216.0,4170.0,4230.0,4244.0,4244.0,4176.0,4244.0,4244.0,3868.0,4048.0,4220.0,4244.0,4244.0,4244.0,4244.0,4280.0,4280.0,4068.0,4216.0,4280.0,4240.0,4316.0,4026.0,4096.0,4184.0,4316.0,4120.0,4316.0,4316.0,4316.0,4096.0,4230.0,4260.0,4316.0,4316.0,4316.0,3826.0,4060.0,4156.0,4316.0,4216.0,4316.0,4316.0,4316.0,4316.0,4316.0,4136.0,4220.0,4244.0,4316.0,4096.0,4184.0,4230.0,4316.0,4026.0,4008.0,4212.0,4030.0,4144.0,4230.0,4316.0,4064.0,0.0
-255.5,-0.005722,7.796e-05,0.00608,1.251,0.2576,0.7075,0.577,22.02,7.777,4230.0,4240.0,4184.0,4316.0,3992.0,4184.0,4230.0,4240.0,4316.0,4026.0,4316.0,4316.0,4008.0,4316.0,3754.0,4184.0,4316.0,4330.0,3754.0,4240.0,4240.0,4240.0,4316.0,4316.0,4316.0,4220.0,4176.0,4230.0,4244.0,4244.0,4184.0,4244.0,4244.0,3858.0,4068.0,4220.0,4260.0,4260.0,4240.0,4316.0,4316.0,4316.0,4086.0,4220.0,4316.0,4316.0,4316.0,4048.0,4130.0,4184.0,4316.0,4110.0,4316.0,4320.0,4316.0,4136.0,4240.0,4316.0,4316.0,4316.0,4316.0,3816.0,4092.0,4176.0,4316.0,4224.0,4316.0,4316.0,4316.0,4316.0,4316.0,4156.0,4220.0,4244.0,4316.0,4136.0,4216.0,4240.0,4316.0,4026.0,3992.0,4204.0,4068.0,4156.0,4230.0,4316.0,4056.0,0.0
-270.2,-0.0055,7.03e-05,0.005775,1.251,0.248,0.703,0.564,21.56,7.336,4230.0,4240.0,4220.0,4316.0,4010.0,4184.0,4230.0,4240.0,4316.0,4024.0,4316.0,4316.0,3992.0,4316.0,3754.0,4224.0,4316.0,4316.0,3754.0,4240.0,4240.0,4240.0,4316.0,4340.0,4340.0,4220.0,4184.0,4244.0,4316.0,4316.0,4184.0,4316.0,4316.0,3848.0,4072.0,4230.0,4316.0,4316.0,4316.0,4316.0,4316.0,4316.0,4096.0,4230.0,4316.0,4316.0,4316.0,4072.0,4150.0,4224.0,4316.0,4104.0,4340.0,4332.0,4340.0,4156.0,4244.0,4316.0,4340.0,4340.0,4340.0,3804.0,4092.0,4184.0,4340.0,4220.0,4316.0,4340.0,4340.0,4340.0,4340.0,4184.0,4230.0,4316.0,4340.0,4156.0,4220.0,4240.0,4340.0,4010.0,3988.0,4204.0,4072.0,4184.0,4240.0,4340.0,4052.0,0.0
-250.0,-0.005173,4.315e-05,0.00636,1.253,0.257,0.7046,0.5693,20.98,5.527,4230.0,4156.0,4184.0,4316.0,3932.0,4096.0,4220.0,4240.0,4316.0,3992.0,4316.0,4316.0,3978.0,4316.0,3754.0,4156.0,4340.0,4340.0,3754.0,4216.0,4216.0,4224.0,4316.0,4340.0,4340.0,4220.0,4176.0,4240.0,4240.0,4240.0,4184.0,4240.0,4240.0,3816.0,4026.0,4220.0,4240.0,4240.0,4316.0,4316.0,4316.0,4316.0,4052.0,4220.0,4316.0,4316.0,4340.0,4024.0,4096.0,4184.0,4340.0,4100.0,4240.0,4340.0,4340.0,4130.0,4240.0,4316.0,4340.0,4340.0,4340.0,3774.0,3900.0,4124.0,4340.0,4216.0,4316.0,4340.0,4340.0,4340.0,4240.0,4156.0,4220.0,4240.0,4340.0,4090.0,4156.0,4240.0,4340.0,4006.0,3976.0,4204.0,4024.0,4156.0,4230.0,4340.0,4028.0,0.0
-263.2,-0.00507,5.776e-05,0.00681,1.251,0.254,0.695,0.577,20.52,4.996,4230.0,4156.0,4220.0,4340.0,3992.0,4124.0,4230.0,4240.0,4340.0,3992.0,4340.0,4340.0,3976.0,4340.0,3754.0,4184.0,4340.0,4340.0,3754.0,4188.0,4216.0,4240.0,4340.0,4340.0,4340.0,4224.0,4216.0,4240.0,4240.0,4316.0,4224.0,4316.0,4316.0,3816.0,4086.0,4230.0,4316.0,4316.0,4316.0,4340.0,4340.0,4340.0,4136.0,4230.0,4340.0,4340.0,4340.0,4072.0,4156.0,4220.0,4340.0,4100.0,4224.0,4340.0,4340.0,4124.0,4240.0,4340.0,4340.0,4340.0,4340.0,3774.0,3900.0,4184.0,4340.0,4220.0,4340.0,4340.0,4340.0,4340.0,4240.0,4184.0,4230.0,4316.0,4340.0,4096.0,4184.0,4240.0,4340.0,3992.0,3976.0,4204.0,4072.0,4184.0,4240.0,4340.0,4032.0,0.0
-272.5,-0.00503,4.76e-05,0.0075,1.25,0.2632,0.6826,0.5767,20.8,4.254,4240.0,4156.0,4230.0,4340.0,3992.0,4184.0,4280.0,4316.0,4340.0,3978.0,4340.0,4340.0,3976.0,4340.0,3754.0,4220.0,4340.0,4340.0,3754.0,4124.0,4124.0,4316.0,4340.0,4340.0,4340.0,4224.0,4230.0,4316.0,4240.0,4340.0,4230.0,4340.0,4340.0,3816.0,4136.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4156.0,4240.0,4340.0,4340.0,4340.0,4136.0,4184.0,4230.0,4340.0,4100.0,4230.0,4340.0,4340.0,4184.0,4316.0,4340.0,4340.0,4340.0,4340.0,3762.0,3760.0,4188.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4224.0,4220.0,4240.0,4340.0,4340.0,4136.0,4230.0,4316.0,4340.0,3992.0,3972.0,4204.0,4130.0,4220.0,4316.0,4340.0,4026.0,0.0
-274.0,-0.005,4.01e-05,0.007103,1.25,0.262,0.6865,0.5645,19.84,4.844,4240.0,4170.0,4230.0,4340.0,3988.0,4184.0,4244.0,4316.0,4340.0,3976.0,4340.0,4340.0,3976.0,4340.0,3754.0,4220.0,4340.0,4340.0,3754.0,4124.0,4216.0,4316.0,4340.0,4340.0,4340.0,4224.0,4230.0,4316.0,4240.0,4340.0,4230.0,4340.0,4340.0,3816.0,4136.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4124.0,4240.0,4340.0,4340.0,4340.0,4130.0,4184.0,4230.0,4340.0,4094.0,4224.0,4340.0,4340.0,4184.0,4316.0,4340.0,4340.0,4340.0,4340.0,3762.0,3828.0,4220.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4240.0,4224.0,4240.0,4340.0,4340.0,4136.0,4230.0,4316.0,4340.0,3992.0,3972.0,4204.0,4130.0,4220.0,4316.0,4340.0,4026.0,0.0
-278.8,-0.00501,4.554e-05,0.00603,1.249,0.265,0.6816,0.5806,19.22,5.17,4240.0,4188.0,4230.0,4340.0,3992.0,4170.0,4280.0,4340.0,4340.0,3978.0,4340.0,4340.0,3976.0,4340.0,3754.0,4230.0,4340.0,4340.0,3754.0,4216.0,4224.0,4316.0,4340.0,4340.0,4340.0,4224.0,4230.0,4340.0,4240.0,4340.0,4230.0,4340.0,4340.0,3816.0,4156.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4184.0,4240.0,4340.0,4340.0,4340.0,4136.0,4170.0,4224.0,4340.0,4100.0,4240.0,4340.0,4340.0,4188.0,4316.0,4340.0,4340.0,4340.0,4340.0,3762.0,3888.0,4220.0,4340.0,4240.0,4340.0,4340.0,4340.0,4340.0,4240.0,4220.0,4240.0,4340.0,4340.0,4156.0,4230.0,4340.0,4340.0,3992.0,3972.0,4204.0,4156.0,4220.0,4316.0,4340.0,4026.0,0.0
-279.5,-0.005272,5.937e-05,0.006367,1.253,0.2654,0.6846,0.569,20.22,5.348,4240.0,4220.0,4230.0,4340.0,3992.0,4184.0,4244.0,4316.0,4340.0,3992.0,4340.0,4340.0,3988.0,4340.0,3754.0,4220.0,4340.0,4340.0,3754.0,4216.0,4224.0,4316.0,4340.0,4340.0,4340.0,4220.0,4230.0,4316.0,4240.0,4340.0,4230.0,4340.0,4340.0,3830.0,4144.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4156.0,4240.0,4340.0,4340.0,4340.0,4136.0,4184.0,4230.0,4340.0,4104.0,4240.0,4336.0,4340.0,4184.0,4316.0,4340.0,4340.0,4340.0,4340.0,3774.0,3976.0,4220.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4316.0,4224.0,4240.0,4340.0,4340.0,4156.0,4230.0,4316.0,4340.0,4008.0,3976.0,4204.0,4136.0,4220.0,4316.0,4340.0,4036.0,0.0
-263.8,-0.005074,4.93e-05,0.004982,1.256,0.2659,0.6973,0.5737,18.86,5.63,4230.0,4170.0,4224.0,4340.0,3988.0,4124.0,4230.0,4240.0,4340.0,3978.0,4340.0,4340.0,3976.0,4340.0,3754.0,4170.0,4340.0,4340.0,3754.0,4216.0,4216.0,4240.0,4340.0,4340.0,4340.0,4220.0,4184.0,4240.0,4240.0,4316.0,4224.0,4316.0,4316.0,3816.0,4072.0,4230.0,4316.0,4316.0,4316.0,4340.0,4340.0,4340.0,4108.0,4230.0,4340.0,4340.0,4340.0,4052.0,4148.0,4220.0,4340.0,4094.0,4240.0,4340.0,4340.0,4156.0,4240.0,4340.0,4340.0,4340.0,4340.0,3762.0,3888.0,4184.0,4340.0,4220.0,4340.0,4340.0,4340.0,4340.0,4240.0,4184.0,4230.0,4316.0,4340.0,4096.0,4184.0,4240.0,4340.0,3992.0,3976.0,4204.0,4068.0,4184.0,4240.0,4340.0,4026.0,0.0
-248.1,-0.005016,6.27e-05,0.004154,1.258,0.2688,0.6934,0.5835,19.44,3.572,4230.0,4010.0,4224.0,4340.0,3926.0,4136.0,4230.0,4240.0,4340.0,3976.0,4316.0,4340.0,3976.0,4340.0,3754.0,4184.0,4340.0,4340.0,3754.0,4040.0,4060.0,4240.0,4340.0,4340.0,4340.0,4220.0,4184.0,4240.0,4200.0,4316.0,4224.0,4316.0,4316.0,3816.0,4072.0,4230.0,4316.0,4316.0,4316.0,4316.0,4316.0,4316.0,4130.0,4230.0,4316.0,4340.0,4316.0,4068.0,4144.0,4188.0,4316.0,4094.0,4156.0,4340.0,4340.0,4156.0,4244.0,4316.0,4340.0,4340.0,4340.0,3762.0,3754.0,4176.0,4340.0,4220.0,4340.0,4340.0,4340.0,4340.0,4092.0,4184.0,4230.0,4316.0,4340.0,4068.0,4184.0,4240.0,4340.0,3992.0,3972.0,4204.0,4052.0,4184.0,4230.0,4316.0,4028.0,0.0
-248.5,-0.00514,4.196e-05,0.004692,1.259,0.269,0.689,0.58,19.34,3.096,4244.0,4006.0,4220.0,4340.0,3926.0,4156.0,4240.0,4316.0,4340.0,3976.0,4340.0,4340.0,3976.0,4340.0,3754.0,4184.0,4340.0,4340.0,3754.0,4008.0,4030.0,4240.0,4340.0,4340.0,4340.0,4220.0,4220.0,4240.0,4184.0,4316.0,4220.0,4316.0,4316.0,3816.0,4080.0,4230.0,4316.0,4316.0,4316.0,4340.0,4340.0,4340.0,4136.0,4230.0,4340.0,4340.0,4240.0,4072.0,4124.0,4220.0,4340.0,4094.0,4070.0,4340.0,4340.0,4124.0,4240.0,4340.0,4340.0,4340.0,4340.0,3774.0,3754.0,4184.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4124.0,4184.0,4230.0,4316.0,4340.0,4072.0,4170.0,4316.0,4340.0,3992.0,3976.0,4204.0,4052.0,4184.0,4224.0,4316.0,4026.0,0.0
-257.2,-0.005394,3.64e-05,0.00399,1.26,0.271,0.6846,0.5903,18.08,3.387,4240.0,4032.0,4230.0,4340.0,3940.0,4156.0,4244.0,4316.0,4340.0,3988.0,4340.0,4340.0,3988.0,4340.0,3754.0,4220.0,4340.0,4340.0,3754.0,4060.0,4060.0,4240.0,4340.0,4340.0,4340.0,4220.0,4220.0,4316.0,4220.0,4316.0,4230.0,4316.0,4316.0,3838.0,4096.0,4230.0,4316.0,4316.0,4340.0,4340.0,4340.0,4340.0,4156.0,4240.0,4340.0,4340.0,4316.0,4090.0,4156.0,4230.0,4340.0,4104.0,4156.0,4336.0,4340.0,4184.0,4316.0,4340.0,4340.0,4340.0,4340.0,3792.0,3754.0,4184.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4092.0,4220.0,4240.0,4316.0,4340.0,4096.0,4220.0,4316.0,4340.0,4010.0,3976.0,4204.0,4090.0,4170.0,4240.0,4316.0,4032.0,0.0
-270.2,-0.0055,2.86e-05,0.003473,1.26,0.2773,0.6714,0.582,18.06,3.11,4316.0,4136.0,4244.0,4340.0,3998.0,4220.0,4330.0,4340.0,4340.0,3980.0,4340.0,4340.0,3992.0,4340.0,3754.0,4230.0,4340.0,4340.0,3754.0,4060.0,4062.0,4316.0,4340.0,4340.0,4340.0,4220.0,4240.0,4340.0,4200.0,4340.0,4240.0,4340.0,4340.0,3838.0,4156.0,4316.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4184.0,4240.0,4340.0,4340.0,4316.0,4124.0,4170.0,4240.0,4340.0,4104.0,4156.0,4332.0,4340.0,4220.0,4340.0,4340.0,4340.0,4340.0,4340.0,3792.0,3754.0,4230.0,4340.0,4240.0,4340.0,4340.0,4340.0,4340.0,4124.0,4230.0,4316.0,4340.0,4340.0,4124.0,4230.0,4340.0,4340.0,4010.0,3978.0,4204.0,4124.0,4230.0,4240.0,4340.0,4032.0,0.0
-263.2,-0.005306,1.097e-05,0.003521,1.26,0.2805,0.6807,0.5806,19.1,3.523,4240.0,4040.0,4230.0,4340.0,3932.0,4184.0,4280.0,4340.0,4340.0,3976.0,4340.0,4340.0,3978.0,4340.0,3754.0,4220.0,4340.0,4340.0,3754.0,4060.0,4052.0,4316.0,4340.0,4340.0,4340.0,4220.0,4230.0,4316.0,4220.0,4340.0,4230.0,4340.0,4340.0,3826.0,4136.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4156.0,4240.0,4340.0,4340.0,4340.0,4108.0,4156.0,4230.0,4340.0,4094.0,4124.0,4340.0,4340.0,4170.0,4316.0,4340.0,4340.0,4340.0,4340.0,3774.0,3754.0,4170.0,4340.0,4224.0,4340.0,4340.0,4340.0,4340.0,4092.0,4220.0,4240.0,4340.0,4340.0,4130.0,4230.0,4340.0,4340.0,4008.0,3976.0,4204.0,4096.0,4220.0,4240.0,4340.0,4026.0,0.0
-267.2,-0.00532,3.004e-05,0.003431,1.259,0.2856,0.683,0.584,20.73,4.29,4240.0,4124.0,4230.0,4340.0,3988.0,4156.0,4244.0,4316.0,4340.0,3976.0,4340.0,4340.0,3980.0,4340.0,3754.0,4220.0,4340.0,4340.0,3754.0,4124.0,4124.0,4240.0,4340.0,4340.0,4340.0,4220.0,4220.0,4316.0,4230.0,4340.0,4230.0,4340.0,4340.0,3830.0,4130.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4170.0,4240.0,4340.0,4340.0,4340.0,4090.0,4184.0,4230.0,4340.0,4100.0,4170.0,4336.0,4340.0,4184.0,4316.0,4340.0,4340.0,4340.0,4340.0,3780.0,3754.0,4170.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4224.0,4220.0,4240.0,4340.0,4340.0,4108.0,4220.0,4316.0,4340.0,4008.0,3976.0,4204.0,4090.0,4188.0,4316.0,4340.0,4028.0,0.0
-248.6,-0.00544,3.92e-05,0.002655,1.258,0.2856,0.688,0.5728,20.89,3.162,4244.0,4010.0,4220.0,4340.0,3926.0,4156.0,4240.0,4316.0,4340.0,3978.0,4340.0,4340.0,3992.0,4340.0,3754.0,4184.0,4340.0,4340.0,3754.0,4026.0,4038.0,4240.0,4340.0,4340.0,4340.0,4220.0,4220.0,4240.0,4184.0,4316.0,4220.0,4316.0,4316.0,3838.0,4096.0,4230.0,4316.0,4316.0,4316.0,4340.0,4340.0,4340.0,4156.0,4230.0,4340.0,4340.0,4240.0,4072.0,4124.0,4220.0,4340.0,4104.0,4070.0,4332.0,4340.0,4124.0,4240.0,4340.0,4340.0,4340.0,4340.0,3792.0,3754.0,4184.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4124.0,4184.0,4230.0,4316.0,4340.0,4086.0,4188.0,4316.0,4340.0,4010.0,3978.0,4200.0,4072.0,4184.0,4224.0,4316.0,4032.0,0.0
-250.6,-0.005306,3.04e-05,0.002766,1.26,0.2817,0.6914,0.582,20.16,3.758,4230.0,4030.0,4220.0,4340.0,3918.0,4144.0,4230.0,4240.0,4340.0,3976.0,4340.0,4340.0,3980.0,4340.0,3754.0,4184.0,4340.0,4340.0,3754.0,4060.0,4080.0,4240.0,4340.0,4340.0,4340.0,4220.0,4184.0,4240.0,4220.0,4316.0,4220.0,4316.0,4316.0,3830.0,4072.0,4230.0,4316.0,4316.0,4316.0,4340.0,4340.0,4340.0,4108.0,4230.0,4340.0,4340.0,4316.0,4052.0,4156.0,4220.0,4340.0,4100.0,4156.0,4336.0,4340.0,4124.0,4240.0,4340.0,4340.0,4340.0,4340.0,3774.0,3754.0,4184.0,4340.0,4220.0,4340.0,4340.0,4340.0,4340.0,4092.0,4184.0,4230.0,4316.0,4340.0,4068.0,4184.0,4240.0,4340.0,4008.0,3976.0,4204.0,4038.0,4184.0,4224.0,4316.0,4026.0,0.0
-228.6,-0.005127,3.47e-05,0.002337,1.259,0.2832,0.699,0.5713,18.62,3.041,4230.0,3940.0,4184.0,4340.0,3864.0,4096.0,4230.0,4240.0,4340.0,3976.0,4316.0,4340.0,3976.0,4340.0,3754.0,4124.0,4340.0,4340.0,3754.0,3976.0,3988.0,4230.0,4316.0,4340.0,4340.0,4220.0,4184.0,4244.0,4176.0,4240.0,4184.0,4240.0,4240.0,3816.0,4030.0,4220.0,4240.0,4240.0,4316.0,4316.0,4316.0,4316.0,4072.0,4220.0,4316.0,4316.0,4224.0,4024.0,4096.0,4184.0,4316.0,4094.0,3976.0,4340.0,4340.0,4096.0,4240.0,4316.0,4340.0,4340.0,4340.0,3774.0,3754.0,4156.0,4340.0,4224.0,4316.0,4340.0,4340.0,4340.0,4052.0,4170.0,4220.0,4240.0,4340.0,4024.0,4156.0,4240.0,4340.0,3992.0,3976.0,4200.0,4010.0,4156.0,4220.0,4316.0,4026.0,0.0
-239.2,-0.005123,2.897e-05,0.003063,1.259,0.2756,0.709,0.5806,18.55,5.574,4220.0,4130.0,4124.0,4316.0,3912.0,4060.0,4220.0,4224.0,4316.0,3976.0,4316.0,4316.0,3976.0,4316.0,3754.0,4156.0,4316.0,4316.0,3754.0,4124.0,4216.0,4224.0,4316.0,4316.0,4316.0,4220.0,4156.0,4230.0,4240.0,4240.0,4170.0,4240.0,4240.0,3816.0,4008.0,4216.0,4240.0,4240.0,4240.0,4316.0,4316.0,4316.0,4008.0,4200.0,4316.0,4316.0,4316.0,3988.0,4072.0,4184.0,4316.0,4092.0,4240.0,4330.0,4316.0,4072.0,4230.0,4316.0,4316.0,4316.0,4316.0,3774.0,3760.0,4136.0,4316.0,4216.0,4316.0,4316.0,4316.0,4316.0,4240.0,4130.0,4220.0,4244.0,4316.0,4072.0,4124.0,4240.0,4316.0,3992.0,3972.0,4204.0,3988.0,4136.0,4230.0,4316.0,4026.0,0.0
-249.1,-0.00534,4.727e-05,0.002514,1.254,0.2686,0.7095,0.583,18.48,6.855,4220.0,4220.0,4184.0,4316.0,3932.0,4156.0,4220.0,4224.0,4316.0,3992.0,4316.0,4316.0,3988.0,4316.0,3754.0,4184.0,4316.0,4316.0,3754.0,4224.0,4224.0,4224.0,4316.0,4316.0,4316.0,4220.0,4164.0,4230.0,4240.0,4240.0,4170.0,4240.0,4240.0,3838.0,4026.0,4224.0,4240.0,4240.0,4240.0,4316.0,4316.0,4316.0,4038.0,4220.0,4316.0,4316.0,4316.0,4024.0,4096.0,4184.0,4316.0,4104.0,4240.0,4324.0,4316.0,4096.0,4230.0,4316.0,4316.0,4316.0,4316.0,3780.0,4030.0,4156.0,4316.0,4216.0,4316.0,4316.0,4316.0,4316.0,4316.0,4156.0,4224.0,4244.0,4316.0,4096.0,4156.0,4240.0,4316.0,4008.0,3976.0,4204.0,4024.0,4156.0,4230.0,4316.0,4034.0,0.0
-287.2,-0.00537,3.844e-05,0.002533,1.251,0.266,0.6875,0.5806,17.53,7.67,4240.0,4280.0,4230.0,4340.0,4008.0,4230.0,4280.0,4340.0,4340.0,3992.0,4340.0,4340.0,3988.0,4340.0,3754.0,4230.0,4340.0,4340.0,3754.0,4316.0,4316.0,4316.0,4340.0,4340.0,4340.0,4220.0,4230.0,4316.0,4340.0,4340.0,4230.0,4340.0,4340.0,3838.0,4156.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4156.0,4240.0,4340.0,4340.0,4340.0,4136.0,4184.0,4230.0,4340.0,4104.0,4340.0,nan,4340.0,4170.0,4316.0,4340.0,4340.0,4340.0,4340.0,3792.0,4088.0,4230.0,4340.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4220.0,4240.0,4340.0,4340.0,4184.0,4230.0,4316.0,4340.0,4010.0,3976.0,4204.0,4156.0,4230.0,4316.0,4340.0,4032.0,0.0
