like1,parlr_T,parlr_RRR,parlr_RH,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,chain
-170.1,-0.005913,7.045e-05,0.005302,1.244,0.234,0.8047,0.642,12.04,3.656,3926.0,3816.0,3868.0,4024.0,3754.0,3762.0,3890.0,3868.0,4024.0,3838.0,3978.0,4026.0,4010.0,4026.0,3754.0,3858.0,4026.0,4026.0,3754.0,3888.0,3890.0,3910.0,3992.0,4026.0,4026.0,4030.0,3780.0,3952.0,3980.0,3980.0,3866.0,3956.0,3976.0,3868.0,3754.0,3866.0,3980.0,3980.0,3980.0,3992.0,4008.0,4010.0,3754.0,3830.0,3978.0,4010.0,4026.0,3754.0,3762.0,3826.0,4026.0,4026.0,3900.0,4026.0,4026.0,3754.0,3900.0,3978.0,4024.0,4026.0,4026.0,3816.0,3754.0,3754.0,4026.0,3890.0,4030.0,4030.0,4030.0,4030.0,3912.0,3754.0,3868.0,3992.0,4030.0,3754.0,3762.0,3926.0,4026.0,4026.0,4008.0,4030.0,3754.0,3754.0,3944.0,4024.0,4030.0,0.0
-177.0,-0.005848,7.087e-05,0.00576,1.242,0.2202,0.814,0.6426,11.39,4.58,3918.0,3838.0,3848.0,3992.0,3754.0,3754.0,3888.0,3866.0,4008.0,3838.0,3976.0,4010.0,4010.0,4010.0,3754.0,3838.0,4010.0,4010.0,3754.0,3978.0,3988.0,3926.0,3992.0,4024.0,4024.0,4024.0,3754.0,3946.0,3976.0,3976.0,3850.0,3932.0,3972.0,3866.0,3754.0,3848.0,3976.0,3976.0,3978.0,3978.0,3992.0,3992.0,3754.0,3816.0,3956.0,3992.0,4010.0,3754.0,3754.0,3816.0,4010.0,4010.0,3976.0,4010.0,4010.0,3754.0,3890.0,3956.0,4010.0,4010.0,4010.0,3816.0,3754.0,3754.0,4010.0,3868.0,4024.0,4024.0,4024.0,4024.0,4024.0,3754.0,3866.0,3978.0,4024.0,3754.0,3848.0,3932.0,4024.0,4024.0,4006.0,4024.0,3754.0,3754.0,3932.0,4024.0,4024.0,0.0
-159.5,-0.005753,8.595e-05,0.0069,1.244,0.2058,0.802,0.6196,11.875,4.656,3976.0,3866.0,3910.0,4060.0,3754.0,3794.0,3910.0,3918.0,4068.0,3868.0,4036.0,4068.0,4008.0,4072.0,3754.0,3910.0,4072.0,4072.0,3754.0,4024.0,4026.0,3976.0,4072.0,4072.0,4072.0,4072.0,3830.0,3980.0,4024.0,4024.0,3868.0,3978.0,4010.0,3858.0,3792.0,3918.0,4024.0,4024.0,4024.0,4030.0,4048.0,4048.0,3754.0,3900.0,4036.0,4068.0,4072.0,3754.0,3792.0,3868.0,4072.0,4072.0,4030.0,4072.0,4072.0,3754.0,3946.0,4036.0,4072.0,4072.0,4072.0,3816.0,3754.0,3754.0,4072.0,3932.0,4060.0,4072.0,4072.0,4072.0,4072.0,3830.0,3918.0,4072.0,4072.0,3762.0,3912.0,3992.0,4072.0,4026.0,3992.0,4072.0,3754.0,3830.0,4012.0,4072.0,4058.0,0.0
-167.0,-0.005577,6.3e-05,0.00816,1.242,0.2042,0.7993,0.6206,12.26,5.34,3956.0,3890.0,3890.0,4044.0,3754.0,3838.0,3900.0,3932.0,4060.0,3858.0,4030.0,4060.0,3992.0,4068.0,3754.0,3900.0,4068.0,4068.0,3754.0,4068.0,4068.0,3956.0,4068.0,4068.0,4072.0,4072.0,3780.0,3976.0,4010.0,4010.0,3858.0,3976.0,4008.0,3858.0,3762.0,3900.0,4010.0,4010.0,4010.0,4026.0,4036.0,4036.0,3754.0,3868.0,4030.0,4048.0,4072.0,3754.0,3762.0,3858.0,4072.0,4072.0,4072.0,4072.0,4072.0,3754.0,3932.0,4026.0,4072.0,4072.0,4072.0,3804.0,3754.0,3754.0,4072.0,3926.0,4060.0,4072.0,4072.0,4072.0,4072.0,3754.0,3912.0,4052.0,4072.0,3754.0,3900.0,3992.0,4072.0,4012.0,3992.0,4072.0,3754.0,3762.0,4010.0,4072.0,4052.0,0.0
-161.0,-0.005592,8.357e-05,0.00889,1.244,0.2015,0.797,0.6157,13.31,5.312,3972.0,3890.0,3900.0,4060.0,3754.0,3866.0,3918.0,3976.0,4068.0,3890.0,4048.0,4068.0,4006.0,4072.0,3754.0,3910.0,4072.0,4072.0,3754.0,4068.0,4072.0,3988.0,4072.0,4072.0,4072.0,4072.0,3830.0,3978.0,4024.0,4024.0,3858.0,3992.0,4024.0,3858.0,3774.0,3918.0,4024.0,4026.0,4026.0,4036.0,4048.0,4048.0,3754.0,3890.0,4034.0,4068.0,4072.0,3754.0,3792.0,3868.0,4072.0,4072.0,4072.0,4072.0,4072.0,3754.0,3956.0,4044.0,4072.0,4072.0,4072.0,3804.0,3754.0,3754.0,4072.0,3956.0,4072.0,4072.0,4072.0,4072.0,4072.0,3826.0,3918.0,4072.0,4072.0,3754.0,3912.0,4010.0,4072.0,4012.0,3992.0,4072.0,3754.0,3840.0,4010.0,4072.0,4056.0,0.0
-164.8,-0.005585,7.26e-05,0.00929,1.242,0.1912,0.8003,0.628,12.586,6.387,3956.0,3932.0,3890.0,4044.0,3754.0,3848.0,3940.0,3978.0,4052.0,3858.0,4052.0,4052.0,3992.0,4048.0,3754.0,3910.0,4048.0,4048.0,3754.0,4048.0,4048.0,3976.0,4048.0,4060.0,4060.0,4068.0,3792.0,3976.0,4010.0,4010.0,3858.0,3976.0,4008.0,3858.0,3762.0,3910.0,4024.0,4024.0,4024.0,4024.0,4026.0,4026.0,3754.0,3868.0,4026.0,4036.0,4048.0,3754.0,3762.0,3858.0,4048.0,4048.0,4068.0,4068.0,4068.0,3754.0,3932.0,4026.0,4068.0,4068.0,4068.0,3804.0,3798.0,3754.0,4068.0,3972.0,4068.0,4068.0,4068.0,4068.0,4068.0,3754.0,3912.0,4044.0,4068.0,3754.0,3900.0,4006.0,4068.0,4012.0,3992.0,4068.0,3754.0,3818.0,4010.0,4068.0,4056.0,0.0
-159.1,-0.00611,7.594e-05,0.00916,1.242,0.1829,0.789,0.644,12.98,7.562,3992.0,4068.0,3918.0,4072.0,3754.0,3890.0,4008.0,4036.0,4072.0,3918.0,4072.0,4072.0,4012.0,4086.0,3754.0,3946.0,4086.0,4086.0,3754.0,4086.0,4086.0,4030.0,4086.0,4086.0,4088.0,4088.0,3868.0,4010.0,4060.0,4068.0,3890.0,4024.0,4044.0,3868.0,3816.0,3956.0,4068.0,4068.0,4068.0,4068.0,4072.0,4072.0,3754.0,3918.0,4068.0,4072.0,4088.0,3762.0,3848.0,3910.0,4088.0,4088.0,4088.0,4088.0,4088.0,3816.0,4008.0,4088.0,4088.0,4088.0,4088.0,3838.0,4062.0,3774.0,4088.0,4006.0,4088.0,4088.0,4088.0,4088.0,4088.0,3850.0,3932.0,4072.0,4088.0,3838.0,3936.0,4048.0,4088.0,4028.0,4010.0,4088.0,3754.0,3868.0,4026.0,4088.0,4068.0,0.0
-157.9,-0.00624,7.606e-05,0.00929,1.245,0.1852,0.784,0.6475,12.35,7.18,4010.0,4068.0,3936.0,4092.0,3754.0,3910.0,4024.0,4048.0,4104.0,3946.0,4104.0,4104.0,4026.0,4104.0,3754.0,3972.0,4104.0,4104.0,3754.0,4104.0,4104.0,4060.0,4104.0,4104.0,4104.0,4096.0,3890.0,4026.0,4072.0,4072.0,3890.0,4030.0,4072.0,3890.0,3826.0,3976.0,4072.0,4072.0,4072.0,4072.0,4088.0,4088.0,3754.0,3936.0,4072.0,4088.0,4104.0,3792.0,3866.0,3918.0,4104.0,4104.0,4104.0,4104.0,4104.0,3848.0,4024.0,4104.0,4104.0,4104.0,4104.0,3838.0,4072.0,3830.0,4104.0,4024.0,4096.0,4096.0,4096.0,4096.0,4096.0,3866.0,3946.0,4092.0,4096.0,3850.0,3972.0,4072.0,4096.0,4032.0,4010.0,4096.0,3754.0,3900.0,4030.0,4096.0,4068.0,0.0
-157.0,-0.00659,8.01e-05,0.00953,1.245,0.2036,0.7715,0.641,13.56,6.383,4044.0,4032.0,3978.0,4136.0,3754.0,3918.0,4068.0,4096.0,4136.0,3992.0,4130.0,4136.0,4026.0,4136.0,3762.0,3992.0,4148.0,4148.0,3762.0,4148.0,4148.0,4104.0,4148.0,4148.0,4148.0,4148.0,3932.0,4072.0,4104.0,4104.0,3932.0,4088.0,4104.0,3890.0,3868.0,4006.0,4104.0,4104.0,4110.0,4130.0,4130.0,4130.0,3850.0,3978.0,4110.0,4130.0,4136.0,3850.0,3910.0,3978.0,4136.0,4120.0,4148.0,4148.0,4148.0,3890.0,4072.0,4136.0,4148.0,4148.0,4148.0,3858.0,3976.0,3900.0,4148.0,4052.0,4124.0,4124.0,4124.0,4156.0,4156.0,3900.0,4010.0,4136.0,4156.0,3900.0,4010.0,4130.0,4156.0,4052.0,4026.0,4156.0,3816.0,3926.0,4048.0,4156.0,4074.0,0.0
-166.0,-0.00628,9.99e-05,0.00883,1.241,0.21,0.7666,0.6455,13.81,7.812,4072.0,4148.0,3992.0,4156.0,3816.0,3976.0,4092.0,4136.0,4156.0,4026.0,4156.0,4156.0,4026.0,4156.0,3762.0,4026.0,4156.0,4156.0,3754.0,4156.0,4156.0,4130.0,4156.0,4156.0,4156.0,4160.0,3972.0,4088.0,4130.0,4130.0,3972.0,4124.0,4130.0,3890.0,3910.0,4026.0,4130.0,4136.0,4136.0,4136.0,4148.0,4148.0,3848.0,4008.0,4148.0,4156.0,4156.0,3868.0,3918.0,3992.0,4156.0,4120.0,4156.0,4156.0,4156.0,3918.0,4104.0,4156.0,4156.0,4156.0,4156.0,3848.0,4090.0,3926.0,4160.0,4064.0,4160.0,4160.0,4160.0,4160.0,4160.0,3918.0,4036.0,4156.0,4160.0,3926.0,4024.0,4144.0,4160.0,4032.0,4012.0,4160.0,3850.0,3988.0,4072.0,4160.0,4074.0,0.0
-172.5,-0.00637,8.494e-05,0.00921,1.24,0.2107,0.7617,0.633,14.13,7.23,4088.0,4140.0,4010.0,4176.0,3816.0,3976.0,4110.0,4156.0,4176.0,4036.0,4176.0,4176.0,4026.0,4176.0,3762.0,4024.0,4176.0,4176.0,3754.0,4176.0,4176.0,4136.0,4176.0,4184.0,4184.0,4184.0,3978.0,4104.0,4148.0,4148.0,3978.0,4136.0,4148.0,3890.0,3912.0,4052.0,4148.0,4148.0,4144.0,4156.0,4170.0,4170.0,3850.0,4024.0,4170.0,4172.0,4176.0,3890.0,3926.0,4010.0,4176.0,4120.0,4176.0,4176.0,4176.0,3918.0,4110.0,4176.0,4176.0,4176.0,4176.0,3848.0,4062.0,3936.0,4184.0,4068.0,4176.0,4184.0,4184.0,4184.0,4184.0,3932.0,4072.0,4184.0,4184.0,3932.0,4026.0,4170.0,4184.0,4034.0,4024.0,4184.0,3858.0,4006.0,4096.0,4184.0,4072.0,0.0
-161.2,-0.00653,7.343e-05,0.00915,1.241,0.2068,0.771,0.6255,16.1,7.56,4048.0,4130.0,3980.0,4136.0,3754.0,3918.0,4068.0,4120.0,4136.0,4010.0,4136.0,4136.0,4026.0,4148.0,3762.0,4006.0,4148.0,4148.0,3762.0,4148.0,4148.0,4104.0,4148.0,4148.0,4148.0,4148.0,3932.0,4072.0,4096.0,4096.0,3932.0,4088.0,4096.0,3890.0,3868.0,4010.0,4096.0,4096.0,4110.0,4130.0,4130.0,4130.0,3848.0,3980.0,4130.0,4136.0,4136.0,3858.0,3910.0,3978.0,4136.0,4120.0,4148.0,4148.0,4148.0,3900.0,4072.0,4136.0,4148.0,4148.0,4148.0,3858.0,4062.0,3900.0,4148.0,4064.0,4156.0,4156.0,4156.0,4156.0,4156.0,3900.0,4024.0,4150.0,4156.0,3900.0,4010.0,4130.0,4156.0,4044.0,4026.0,4156.0,3808.0,3940.0,4068.0,4156.0,4072.0,0.0
-165.1,-0.006943,8.65e-05,0.00768,1.242,0.2109,0.767,0.625,14.914,6.742,4072.0,4072.0,4010.0,4156.0,3830.0,3972.0,4088.0,4136.0,4156.0,4026.0,4156.0,4156.0,4032.0,4160.0,3774.0,4024.0,4160.0,4160.0,3774.0,4160.0,4160.0,4130.0,4160.0,4170.0,4170.0,4172.0,3978.0,4094.0,4130.0,4130.0,3976.0,4130.0,4130.0,3918.0,3910.0,4030.0,4136.0,4136.0,4136.0,4150.0,4156.0,4156.0,3868.0,4008.0,4148.0,4156.0,4170.0,3890.0,3932.0,4006.0,4170.0,4124.0,4172.0,4172.0,4172.0,3918.0,4104.0,4156.0,4172.0,4172.0,4176.0,3868.0,4052.0,3926.0,4176.0,4068.0,4172.0,4176.0,4176.0,4176.0,4176.0,3926.0,4044.0,4176.0,4176.0,3926.0,4026.0,4156.0,4176.0,4052.0,4028.0,4176.0,3858.0,3988.0,4072.0,4176.0,4088.0,0.0
-194.2,-0.006878,6.7e-05,0.00726,1.241,0.208,0.75,0.6294,12.68,7.73,4136.0,4184.0,4056.0,4220.0,3866.0,4026.0,4170.0,4184.0,4220.0,4052.0,4220.0,4220.0,4032.0,4220.0,3774.0,4068.0,4220.0,4220.0,3762.0,4224.0,4224.0,4184.0,4224.0,4224.0,4224.0,4216.0,4026.0,4156.0,4184.0,4184.0,4024.0,4184.0,4184.0,3918.0,3956.0,4104.0,4184.0,4184.0,4184.0,4216.0,4216.0,4216.0,3918.0,4088.0,4216.0,4220.0,4220.0,3926.0,3992.0,4072.0,4220.0,4124.0,4224.0,4224.0,4224.0,3992.0,4160.0,4224.0,4224.0,4224.0,4224.0,3868.0,4124.0,4008.0,4224.0,4096.0,4224.0,4224.0,4224.0,4224.0,4224.0,3992.0,4136.0,4204.0,4224.0,3992.0,4088.0,4220.0,4224.0,4052.0,4026.0,4212.0,3918.0,4044.0,4156.0,4224.0,4074.0,0.0
-172.9,-0.006924,7.486e-05,0.00794,1.244,0.2096,0.7593,0.6436,12.55,6.703,4088.0,4120.0,4024.0,4176.0,3838.0,3980.0,4130.0,4156.0,4184.0,4044.0,4184.0,4184.0,4032.0,4184.0,3774.0,4026.0,4184.0,4184.0,3774.0,4184.0,4184.0,4148.0,4184.0,4184.0,4184.0,4184.0,3978.0,4110.0,4150.0,4150.0,3992.0,4148.0,4150.0,3918.0,3918.0,4052.0,4148.0,4156.0,4156.0,4170.0,4176.0,4176.0,3868.0,4026.0,4176.0,4176.0,4184.0,3900.0,3946.0,4024.0,4184.0,4124.0,4184.0,4184.0,4184.0,3926.0,4130.0,4176.0,4184.0,4184.0,4184.0,3868.0,4060.0,3932.0,4184.0,4068.0,4176.0,4184.0,4184.0,4184.0,4184.0,3952.0,4072.0,4184.0,4184.0,3946.0,4044.0,4170.0,4184.0,4052.0,4026.0,4188.0,3868.0,3992.0,4090.0,4184.0,4076.0,0.0
-162.5,-0.00699,9.47e-05,0.0073,1.243,0.2148,0.759,0.6333,13.734,5.023,4088.0,3992.0,4024.0,4176.0,3848.0,3988.0,4068.0,4096.0,4184.0,4026.0,4156.0,4184.0,4034.0,4184.0,3774.0,4026.0,4184.0,4184.0,3774.0,4130.0,4144.0,4136.0,4184.0,4184.0,4184.0,4184.0,3992.0,4110.0,4148.0,4148.0,3992.0,4136.0,4148.0,3918.0,3918.0,4052.0,4148.0,4150.0,4156.0,4170.0,4176.0,4176.0,3888.0,4026.0,4170.0,4176.0,4184.0,3900.0,3952.0,4024.0,4184.0,4130.0,4170.0,4184.0,4184.0,3932.0,4110.0,4176.0,4184.0,4184.0,4184.0,3868.0,3754.0,3972.0,4184.0,4072.0,4176.0,4184.0,4184.0,4184.0,4184.0,3972.0,4072.0,4184.0,4184.0,3956.0,4044.0,4130.0,4184.0,4056.0,4028.0,4188.0,3868.0,3992.0,4088.0,4184.0,4088.0,0.0
-155.2,-0.006924,9.155e-05,0.008,1.243,0.2333,0.762,0.647,13.336,4.83,4072.0,3976.0,4010.0,4156.0,3826.0,3926.0,4030.0,4072.0,4160.0,4010.0,4136.0,4170.0,4032.0,4170.0,3774.0,4024.0,4170.0,4172.0,3774.0,4072.0,4096.0,4096.0,4156.0,4176.0,4176.0,4176.0,3978.0,4092.0,4130.0,4130.0,3978.0,4124.0,4130.0,3918.0,3900.0,4026.0,4130.0,4130.0,4130.0,4148.0,4156.0,4156.0,3868.0,4008.0,4136.0,4156.0,4172.0,3888.0,3926.0,4006.0,4172.0,4124.0,4144.0,4176.0,4176.0,3918.0,4088.0,4150.0,4176.0,4176.0,4176.0,3868.0,3754.0,3926.0,4176.0,4052.0,4172.0,4176.0,4176.0,4176.0,4176.0,3926.0,4036.0,4156.0,4176.0,3926.0,4026.0,4088.0,4176.0,4052.0,4028.0,4176.0,3848.0,3952.0,4060.0,4176.0,4088.0,0.0
-168.5,-0.00672,0.00011593,0.00862,1.244,0.2424,0.752,0.643,13.625,5.5,4104.0,4024.0,4052.0,4184.0,3858.0,4008.0,4086.0,4130.0,4184.0,4044.0,4180.0,4184.0,4028.0,4184.0,3774.0,4052.0,4184.0,4184.0,3762.0,4124.0,4156.0,4156.0,4184.0,4184.0,4216.0,4216.0,4010.0,4130.0,4156.0,4156.0,4010.0,4156.0,4156.0,3918.0,3936.0,4072.0,4156.0,4160.0,4170.0,4176.0,4184.0,4184.0,3912.0,4060.0,4176.0,4184.0,4184.0,3918.0,3978.0,4036.0,4184.0,4124.0,4184.0,4184.0,4184.0,3972.0,4132.0,4184.0,4184.0,4184.0,4184.0,3868.0,3760.0,3992.0,4184.0,4072.0,4188.0,4216.0,4216.0,4216.0,4216.0,3978.0,4104.0,4184.0,4216.0,3978.0,4072.0,4136.0,4216.0,4052.0,4026.0,4204.0,3912.0,4010.0,4096.0,4216.0,4088.0,0.0
-184.6,-0.00696,0.00010157,0.00759,1.242,0.2424,0.749,0.6353,13.46,6.156,4130.0,4072.0,4060.0,4216.0,3868.0,4024.0,4096.0,4156.0,4216.0,4056.0,4184.0,4220.0,4034.0,4220.0,3774.0,4068.0,4220.0,4220.0,3774.0,4216.0,4220.0,4184.0,4220.0,4220.0,4220.0,4216.0,4030.0,4150.0,4176.0,4176.0,4024.0,4176.0,4176.0,3918.0,3972.0,4104.0,4176.0,4176.0,4184.0,4184.0,4184.0,4184.0,3926.0,4072.0,4184.0,4216.0,4220.0,3932.0,3992.0,4068.0,4220.0,4130.0,4220.0,4220.0,4220.0,3988.0,4150.0,4216.0,4220.0,4220.0,4220.0,3868.0,3976.0,4010.0,4220.0,4088.0,4216.0,4220.0,4220.0,4220.0,4220.0,3992.0,4130.0,4190.0,4220.0,3992.0,4088.0,4170.0,4220.0,4056.0,4028.0,4204.0,3926.0,4026.0,4136.0,4224.0,4088.0,0.0
-180.5,-0.006886,7.004e-05,0.00799,1.243,0.2362,0.761,0.6064,13.6,7.406,4110.0,4156.0,4026.0,4184.0,3848.0,3992.0,4136.0,4170.0,4184.0,4052.0,4184.0,4184.0,4032.0,4184.0,3774.0,4036.0,4184.0,4184.0,3762.0,4184.0,4184.0,4156.0,4184.0,4184.0,4184.0,4216.0,3992.0,4130.0,4160.0,4160.0,3992.0,4160.0,4160.0,3918.0,3926.0,4068.0,4164.0,4170.0,4172.0,4176.0,4184.0,4184.0,3888.0,4044.0,4176.0,4184.0,4184.0,3918.0,3976.0,4026.0,4184.0,4124.0,4184.0,4216.0,4216.0,3940.0,4136.0,4184.0,4216.0,4216.0,4216.0,3868.0,4060.0,3976.0,4216.0,4086.0,4216.0,4216.0,4216.0,4216.0,4216.0,3972.0,4096.0,4188.0,4216.0,3972.0,4048.0,4156.0,4216.0,4052.0,4026.0,4204.0,3900.0,4026.0,4148.0,4216.0,4074.0,0.0
-194.0,-0.00645,7.784e-05,0.00936,1.241,0.2372,0.7544,0.604,12.47,7.637,4148.0,4184.0,4052.0,4220.0,3864.0,4026.0,4156.0,4184.0,4224.0,4044.0,4220.0,4224.0,4026.0,4224.0,3762.0,4068.0,4224.0,4224.0,3762.0,4224.0,4224.0,4184.0,4224.0,4224.0,4224.0,4216.0,4026.0,4156.0,4184.0,4184.0,4024.0,4184.0,4184.0,3890.0,3976.0,4104.0,4184.0,4184.0,4184.0,4216.0,4220.0,4220.0,3918.0,4088.0,4216.0,4220.0,4224.0,3926.0,3992.0,4072.0,4224.0,4120.0,4224.0,4224.0,4224.0,3988.0,4160.0,4224.0,4224.0,4224.0,4224.0,3858.0,4092.0,4024.0,4224.0,4096.0,4224.0,4224.0,4224.0,4224.0,4224.0,3992.0,4156.0,4212.0,4224.0,3992.0,4088.0,4184.0,4224.0,4040.0,4026.0,4204.0,3918.0,4032.0,4170.0,4224.0,4072.0,0.0
-169.1,-0.006474,6.98e-05,0.00998,1.243,0.2524,0.7617,0.6216,12.3,6.633,4092.0,4044.0,4010.0,4184.0,3816.0,3976.0,4072.0,4130.0,4184.0,4026.0,4176.0,4184.0,4026.0,4184.0,3762.0,4024.0,4184.0,4184.0,3762.0,4184.0,4184.0,4136.0,4184.0,4184.0,4184.0,4170.0,3980.0,4096.0,4148.0,4156.0,3978.0,4156.0,4156.0,3890.0,3912.0,4052.0,4156.0,4156.0,4156.0,4176.0,4176.0,4176.0,3850.0,4024.0,4172.0,4184.0,4184.0,3890.0,3932.0,4010.0,4184.0,4120.0,4184.0,4184.0,4184.0,3918.0,4124.0,4184.0,4184.0,4184.0,4184.0,3858.0,3888.0,3936.0,4184.0,4068.0,4184.0,4184.0,4184.0,4184.0,4184.0,3946.0,4086.0,4184.0,4184.0,3926.0,4026.0,4130.0,4184.0,4040.0,4026.0,4190.0,3858.0,3992.0,4110.0,4184.0,4068.0,0.0
-181.6,-0.00623,0.00010175,0.00958,1.24,0.2471,0.753,0.6206,13.06,5.906,4130.0,4036.0,4030.0,4216.0,3858.0,4010.0,4096.0,4144.0,4216.0,4032.0,4184.0,4216.0,4026.0,4220.0,3762.0,4052.0,4220.0,4220.0,3754.0,4156.0,4216.0,4176.0,4216.0,4220.0,4220.0,4216.0,4024.0,4136.0,4172.0,4172.0,4010.0,4172.0,4172.0,3890.0,3936.0,4086.0,4176.0,4176.0,4180.0,4184.0,4184.0,4184.0,3912.0,4072.0,4184.0,4216.0,4220.0,3918.0,3978.0,4044.0,4220.0,4120.0,4220.0,4220.0,4220.0,3972.0,4136.0,4184.0,4220.0,4220.0,4220.0,3838.0,3900.0,4006.0,4220.0,4086.0,4216.0,4220.0,4224.0,4224.0,4224.0,3978.0,4130.0,4190.0,4224.0,3978.0,4072.0,4156.0,4224.0,4032.0,4012.0,4204.0,3912.0,4026.0,4148.0,4224.0,4074.0,0.0
-185.8,-0.006184,8.595e-05,0.00988,1.243,0.2556,0.737,0.6206,12.055,4.402,4164.0,3988.0,4072.0,4230.0,3890.0,3992.0,4148.0,4184.0,4230.0,4026.0,4224.0,4230.0,4026.0,4230.0,3754.0,4086.0,4230.0,4230.0,3754.0,4060.0,4080.0,4156.0,4230.0,4230.0,4230.0,4216.0,4072.0,4176.0,4216.0,4216.0,4068.0,4216.0,4216.0,3888.0,3976.0,4130.0,4216.0,4220.0,4224.0,4224.0,4230.0,4230.0,3940.0,4130.0,4224.0,4230.0,4230.0,3932.0,4010.0,4096.0,4230.0,4120.0,4124.0,4230.0,4230.0,4008.0,4184.0,4224.0,4230.0,4230.0,4230.0,3838.0,3754.0,4044.0,4230.0,4130.0,4220.0,4230.0,4230.0,4230.0,4220.0,4030.0,4180.0,4220.0,4230.0,3988.0,4068.0,4184.0,4230.0,4032.0,4010.0,4204.0,3926.0,4030.0,4164.0,4230.0,4068.0,0.0
-180.5,-0.00617,6.95e-05,0.00953,1.24,0.2502,0.745,0.626,11.95,5.07,4136.0,3992.0,4052.0,4224.0,3850.0,3988.0,4096.0,4156.0,4224.0,4026.0,4220.0,4224.0,4012.0,4220.0,3754.0,4048.0,4220.0,4220.0,3754.0,4108.0,4124.0,4124.0,4224.0,4220.0,4230.0,4216.0,4026.0,4156.0,4184.0,4184.0,4024.0,4184.0,4184.0,3888.0,3926.0,4104.0,4184.0,4184.0,4184.0,4220.0,4224.0,4224.0,3912.0,4086.0,4216.0,4224.0,4224.0,3910.0,3980.0,4068.0,4224.0,4120.0,4156.0,4224.0,4220.0,3976.0,4160.0,4224.0,4220.0,4220.0,4220.0,3838.0,3754.0,4008.0,4220.0,4086.0,4224.0,4230.0,4230.0,4230.0,4230.0,3992.0,4144.0,4216.0,4230.0,3980.0,4052.0,4170.0,4230.0,4028.0,4010.0,4204.0,3900.0,4026.0,4144.0,4230.0,4068.0,0.0
-170.5,-0.006336,8.154e-05,0.00923,1.241,0.2439,0.743,0.629,13.2,4.0,4130.0,3946.0,4052.0,4224.0,3850.0,3956.0,4096.0,4148.0,4224.0,4026.0,4184.0,4224.0,4026.0,4224.0,3762.0,4048.0,4224.0,4224.0,3754.0,4030.0,4068.0,4130.0,4224.0,4220.0,4220.0,4216.0,4026.0,4156.0,4176.0,4180.0,4024.0,4180.0,4180.0,3890.0,3926.0,4088.0,4184.0,4184.0,4184.0,4216.0,4220.0,4220.0,3918.0,4072.0,4216.0,4224.0,4224.0,3918.0,3978.0,4060.0,4224.0,4120.0,4032.0,4224.0,4224.0,3972.0,4156.0,4216.0,4224.0,4224.0,4224.0,3848.0,3754.0,4008.0,4224.0,4086.0,4220.0,4220.0,4220.0,4220.0,4156.0,3992.0,4136.0,4204.0,4220.0,3932.0,4024.0,4156.0,4220.0,4034.0,4012.0,4204.0,3910.0,4024.0,4136.0,4220.0,4068.0,0.0
-157.6,-0.006474,8.5e-05,0.008606,1.242,0.2395,0.7544,0.6196,14.4,3.842,4088.0,3918.0,4024.0,4184.0,3774.0,3918.0,4068.0,4096.0,4184.0,4024.0,4160.0,4184.0,4026.0,4184.0,3762.0,4026.0,4184.0,4184.0,3762.0,4026.0,4026.0,4088.0,4184.0,4216.0,4216.0,4216.0,3992.0,4110.0,4148.0,4144.0,3992.0,4144.0,4144.0,3890.0,3918.0,4048.0,4156.0,4156.0,4170.0,4180.0,4184.0,4184.0,3864.0,4026.0,4172.0,4184.0,4184.0,3890.0,3940.0,4024.0,4184.0,4120.0,4008.0,4216.0,4216.0,3926.0,4124.0,4176.0,4184.0,4216.0,4216.0,3858.0,3754.0,3972.0,4216.0,4064.0,4176.0,4216.0,4216.0,4216.0,4124.0,3946.0,4086.0,4184.0,4216.0,3912.0,4008.0,4130.0,4216.0,4040.0,4026.0,4204.0,3858.0,3992.0,4088.0,4184.0,4074.0,0.0
