like1,parlr_T,parlr_RRR,parlr_RH,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,simulation_89,simulation_90,simulation_91,simulation_92,simulation_93,simulation_94,simulation_95,simulation_96,simulation_97,simulation_98,simulation_99,simulation_100,simulation_101,simulation_102,simulation_103,simulation_104,simulation_105,simulation_106,simulation_107,simulation_108,simulation_109,simulation_110,simulation_111,simulation_112,simulation_113,simulation_114,simulation_115,simulation_116,simulation_117,simulation_118,simulation_119,simulation_120,simulation_121,simulation_122,simulation_123,simulation_124,chain
158.8,-0.006462,3.594e-05,0.004536,0.6187,0.3228,0.7847,0.5728,7.367,4.1,3900.0,3754.0,4036.0,3754.0,3926.0,3754.0,4184.0,3816.0,3754.0,3912.0,4024.0,4184.0,3754.0,3754.0,3912.0,4184.0,3932.0,3754.0,3918.0,4156.0,4224.0,4150.0,4224.0,3754.0,3754.0,3940.0,4184.0,4224.0,3816.0,4224.0,4224.0,4068.0,4176.0,4224.0,4224.0,4224.0,3754.0,3754.0,3868.0,4068.0,4130.0,3912.0,4130.0,3754.0,3754.0,3940.0,4086.0,4130.0,3936.0,3754.0,3780.0,3972.0,4130.0,4130.0,4150.0,4170.0,3754.0,4176.0,4176.0,3774.0,3992.0,4124.0,4184.0,4184.0,3762.0,3888.0,3978.0,4184.0,4216.0,4220.0,4220.0,4220.0,3850.0,4124.0,4216.0,4220.0,4224.0,4224.0,3900.0,3810.0,3754.0,3762.0,4224.0,4224.0,4224.0,3754.0,3754.0,3754.0,3754.0,3932.0,4072.0,4130.0,4216.0,4224.0,3840.0,3952.0,4156.0,4224.0,4224.0,4224.0,4224.0,4224.0,3754.0,3774.0,3878.0,3888.0,3754.0,3890.0,4024.0,4124.0,4176.0,4224.0,4224.0,4008.0,3754.0,3754.0,3754.0,3754.0,3888.0,4068.0,4224.0,4170.0,4224.0,4224.0,4224.0,0.0
187.4,-0.005646,0.0001526,0.002184,0.691,0.2443,0.7144,0.512,13.54,4.156,3940.0,3754.0,4176.0,3830.0,4010.0,3754.0,4240.0,3868.0,3850.0,3992.0,4156.0,4240.0,3754.0,3754.0,4096.0,4244.0,4080.0,3754.0,4068.0,4224.0,4240.0,4120.0,4240.0,3754.0,3754.0,4026.0,4244.0,4240.0,3762.0,4240.0,4240.0,4184.0,4240.0,4240.0,4240.0,4270.0,3754.0,3762.0,4026.0,4176.0,4224.0,3976.0,4224.0,3754.0,3754.0,4034.0,4184.0,4224.0,3888.0,3754.0,3918.0,4088.0,4224.0,4224.0,4220.0,4230.0,3754.0,4230.0,4230.0,3972.0,4110.0,4224.0,4230.0,4244.0,3918.0,4006.0,4096.0,4244.0,4244.0,4244.0,4244.0,4244.0,4024.0,4224.0,4244.0,4244.0,4244.0,4244.0,3858.0,4124.0,3840.0,4024.0,4244.0,4244.0,4244.0,3754.0,3754.0,3754.0,3754.0,4010.0,4176.0,4220.0,4244.0,4244.0,3900.0,4130.0,4224.0,4240.0,4240.0,4260.0,4240.0,4240.0,3754.0,3900.0,4008.0,4026.0,3918.0,4026.0,4130.0,4230.0,4124.0,4260.0,4240.0,4124.0,3754.0,3754.0,3754.0,3900.0,4034.0,4156.0,4244.0,4120.0,4240.0,4240.0,4240.0,0.0
271.8,-0.005886,0.0001082,0.00934,0.619,0.3767,0.669,0.563,17.5,6.016,4156.0,3754.0,4316.0,4030.0,4184.0,3754.0,4340.0,4026.0,4068.0,4188.0,4316.0,4340.0,3976.0,3754.0,4240.0,4450.0,4224.0,3754.0,4216.0,4340.0,4450.0,4144.0,4450.0,3754.0,3754.0,4230.0,4340.0,4450.0,3792.0,4240.0,4450.0,4340.0,4450.0,4450.0,4450.0,4280.0,3754.0,4026.0,4230.0,4316.0,4340.0,4016.0,4224.0,3754.0,3976.0,4230.0,4316.0,4340.0,3918.0,3754.0,4130.0,4244.0,4340.0,4340.0,4340.0,4340.0,3754.0,4340.0,4224.0,4184.0,4240.0,4340.0,4340.0,4340.0,4144.0,4170.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,3868.0,4216.0,4088.0,4220.0,4340.0,4340.0,4340.0,3754.0,3754.0,3754.0,3754.0,4184.0,4316.0,4340.0,4340.0,4340.0,3858.0,4240.0,4316.0,4340.0,4340.0,4340.0,4340.0,4340.0,3754.0,3988.0,4124.0,4124.0,4130.0,4184.0,4240.0,4340.0,4172.0,4332.0,4280.0,4240.0,3754.0,3754.0,3988.0,4096.0,4220.0,4240.0,4340.0,4172.0,4340.0,4340.0,4340.0,0.0
238.6,-0.00535,1.2e-05,0.001522,0.612,0.375,0.704,0.6006,14.03,7.707,3966.0,3754.0,4230.0,3818.0,4052.0,3754.0,4340.0,4026.0,3830.0,4072.0,4220.0,4340.0,3810.0,3754.0,4220.0,4340.0,4224.0,3754.0,4092.0,4240.0,4340.0,4144.0,4340.0,3754.0,3754.0,4096.0,4340.0,4340.0,3762.0,4316.0,4340.0,4240.0,4340.0,4340.0,4340.0,4296.0,3754.0,3754.0,4072.0,4230.0,4240.0,3992.0,4240.0,3754.0,3754.0,4096.0,4230.0,4240.0,3868.0,3754.0,3926.0,4156.0,4240.0,4240.0,4240.0,4316.0,3754.0,4316.0,4240.0,3988.0,4184.0,4240.0,4316.0,4316.0,3944.0,4052.0,4156.0,4316.0,4316.0,4340.0,4340.0,4340.0,4096.0,4240.0,4340.0,4340.0,4340.0,4340.0,3848.0,4224.0,3754.0,4030.0,4340.0,4340.0,4340.0,3754.0,3754.0,3754.0,3754.0,4044.0,4230.0,4316.0,4340.0,4340.0,3742.0,4184.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,3754.0,3988.0,4124.0,4124.0,3940.0,4080.0,4170.0,4316.0,4176.0,4340.0,4280.0,4316.0,3754.0,3754.0,3754.0,3912.0,4052.0,4170.0,4340.0,4170.0,4340.0,4340.0,4340.0,0.0
177.5,-0.005253,0.00010395,0.0006213,0.6226,0.2242,0.8433,0.574,5.402,7.33,3826.0,3754.0,3992.0,3754.0,3848.0,3754.0,4104.0,4090.0,3754.0,3890.0,3980.0,4156.0,3976.0,3788.0,3866.0,4156.0,4156.0,3754.0,3826.0,4072.0,4176.0,4144.0,4176.0,3754.0,3754.0,3858.0,4124.0,4176.0,3762.0,4176.0,4176.0,3976.0,4104.0,4176.0,4176.0,4176.0,3754.0,3754.0,3774.0,4024.0,4052.0,4052.0,4052.0,3754.0,3754.0,3868.0,4024.0,4044.0,3890.0,3754.0,3754.0,3888.0,4052.0,4052.0,4068.0,4086.0,3754.0,4096.0,4096.0,3754.0,3912.0,4072.0,4110.0,4136.0,3754.0,3754.0,3868.0,4136.0,4136.0,4148.0,4148.0,4148.0,3754.0,4072.0,4148.0,4148.0,4148.0,4148.0,3838.0,4148.0,3754.0,3754.0,4144.0,4124.0,4156.0,3754.0,3754.0,3754.0,3754.0,3918.0,4052.0,4068.0,4130.0,4156.0,3900.0,3888.0,4072.0,4156.0,4156.0,4156.0,4156.0,4160.0,3754.0,4108.0,4164.0,4164.0,3754.0,3792.0,4006.0,4164.0,4160.0,4170.0,4170.0,4170.0,3760.0,3754.0,3754.0,3754.0,3858.0,4044.0,4172.0,4160.0,4176.0,4176.0,4176.0,0.0
165.1,-0.006687,5.424e-05,0.004044,0.622,0.3484,0.746,0.607,21.42,5.633,3826.0,3754.0,4068.0,3754.0,3900.0,3754.0,4176.0,3912.0,3754.0,3912.0,4024.0,4184.0,3754.0,3754.0,3956.0,4184.0,4124.0,3754.0,3910.0,4096.0,4184.0,4150.0,4216.0,3762.0,3754.0,3940.0,4184.0,4216.0,3838.0,4216.0,4216.0,4072.0,4184.0,4216.0,4216.0,4216.0,3754.0,3754.0,3858.0,4058.0,4096.0,3988.0,4096.0,3754.0,3754.0,3936.0,4086.0,4096.0,3940.0,3754.0,3762.0,3946.0,4096.0,4096.0,4130.0,4136.0,3754.0,4156.0,4156.0,3792.0,3988.0,4130.0,4156.0,4176.0,3792.0,3888.0,3956.0,4176.0,4176.0,4176.0,4176.0,4176.0,3868.0,4096.0,4176.0,4176.0,4176.0,4184.0,3918.0,4088.0,3754.0,3754.0,4184.0,4184.0,4184.0,3754.0,3754.0,3754.0,3754.0,3910.0,4072.0,4136.0,4184.0,4184.0,3858.0,3926.0,4086.0,4184.0,4184.0,4184.0,4184.0,4184.0,3754.0,3918.0,4030.0,4038.0,3754.0,3912.0,4044.0,4144.0,4172.0,4184.0,4184.0,4184.0,3754.0,3754.0,3754.0,3754.0,3850.0,4006.0,4136.0,4170.0,4184.0,4184.0,4184.0,0.0
182.9,-0.005585,1.496e-05,0.00373,0.687,0.3103,0.7354,0.5205,14.664,7.01,3868.0,3754.0,4096.0,3754.0,3912.0,3754.0,4220.0,3900.0,3754.0,3912.0,4026.0,4230.0,3754.0,3754.0,3988.0,4230.0,4124.0,3754.0,3918.0,4156.0,4230.0,4120.0,4230.0,3754.0,3754.0,3918.0,4220.0,4230.0,3762.0,4230.0,4230.0,4110.0,4220.0,4230.0,4230.0,4240.0,3754.0,3754.0,3864.0,4072.0,4156.0,3920.0,4156.0,3754.0,3754.0,3900.0,4130.0,4156.0,3858.0,3754.0,3754.0,3936.0,4156.0,4156.0,4176.0,4184.0,3754.0,4184.0,4184.0,3754.0,4010.0,4156.0,4184.0,4220.0,3754.0,3868.0,3976.0,4220.0,4220.0,4220.0,4220.0,4220.0,3864.0,4156.0,4220.0,4220.0,4220.0,4220.0,3848.0,4156.0,3754.0,3754.0,4230.0,4230.0,4230.0,3754.0,3754.0,3754.0,3754.0,3912.0,4072.0,4184.0,4230.0,4230.0,3752.0,3932.0,4170.0,4240.0,4230.0,4230.0,4230.0,4230.0,3754.0,3918.0,4060.0,4060.0,3754.0,3912.0,4068.0,4184.0,4120.0,4240.0,4230.0,4220.0,3754.0,3754.0,3754.0,3754.0,3888.0,4036.0,4220.0,4104.0,4230.0,4230.0,4230.0,0.0
199.9,-0.005547,3.16e-05,0.0007486,0.671,0.1879,0.8706,0.4338,17.28,4.49,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3926.0,3754.0,3754.0,3754.0,3804.0,3926.0,3754.0,3754.0,3754.0,3912.0,3754.0,3754.0,3754.0,3838.0,3918.0,3932.0,3932.0,3754.0,3754.0,3754.0,3932.0,3936.0,3762.0,3940.0,3940.0,3816.0,3890.0,3940.0,3940.0,3940.0,3754.0,3754.0,3754.0,3762.0,3838.0,3850.0,3850.0,3754.0,3754.0,3754.0,3866.0,3868.0,3858.0,3754.0,3754.0,3754.0,3848.0,3866.0,3868.0,3890.0,3754.0,3890.0,3890.0,3754.0,3754.0,3830.0,3900.0,3926.0,3754.0,3754.0,3754.0,3858.0,3912.0,3926.0,3926.0,3932.0,3754.0,3762.0,3890.0,3912.0,3912.0,3926.0,3848.0,3754.0,3754.0,3754.0,3932.0,3936.0,3940.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3888.0,3926.0,3940.0,3804.0,3754.0,3804.0,3890.0,3940.0,3940.0,3940.0,3940.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3888.0,3940.0,3940.0,3940.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3940.0,3940.0,3940.0,3940.0,3940.0,0.0
232.8,-0.00602,7.03e-06,0.008095,0.6885,0.3308,0.884,0.58,11.81,7.695,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3866.0,3754.0,3754.0,3754.0,3754.0,3868.0,3754.0,3754.0,3754.0,3868.0,3868.0,3754.0,3754.0,3754.0,3868.0,3868.0,3868.0,3754.0,3754.0,3754.0,3868.0,3890.0,3774.0,3890.0,3890.0,3754.0,3838.0,3890.0,3890.0,3890.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3762.0,3774.0,3754.0,3826.0,3826.0,3754.0,3754.0,3774.0,3826.0,3858.0,3754.0,3754.0,3754.0,3762.0,3848.0,3858.0,3858.0,3858.0,3754.0,3754.0,3754.0,3858.0,3858.0,3858.0,3868.0,3760.0,3754.0,3754.0,3866.0,3868.0,3868.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3868.0,3868.0,3754.0,3754.0,3754.0,3754.0,3888.0,3888.0,3888.0,3888.0,3754.0,3754.0,3788.0,3818.0,3754.0,3754.0,3754.0,3754.0,3888.0,3888.0,3890.0,3864.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3890.0,3890.0,3890.0,3890.0,0.0
176.2,-0.005775,5.08e-05,0.0006013,0.606,0.2534,0.812,0.612,12.414,5.195,3762.0,3754.0,3848.0,3754.0,3754.0,3754.0,4010.0,3890.0,3754.0,3754.0,3910.0,4024.0,3754.0,3754.0,3816.0,4024.0,4024.0,3754.0,3754.0,3890.0,4024.0,4026.0,4030.0,3754.0,3754.0,3754.0,4010.0,4036.0,3780.0,4036.0,4036.0,3912.0,3992.0,4044.0,4044.0,4044.0,3754.0,3754.0,3754.0,3864.0,3976.0,3988.0,3988.0,3754.0,3754.0,3754.0,3918.0,3926.0,3912.0,3754.0,3754.0,3762.0,3940.0,3988.0,3988.0,3992.0,3754.0,4008.0,4010.0,3754.0,3780.0,3978.0,4024.0,4030.0,3754.0,3754.0,3762.0,4006.0,4030.0,4032.0,4032.0,4032.0,3754.0,3926.0,3980.0,4032.0,4034.0,4034.0,3868.0,4034.0,3754.0,3754.0,4034.0,4034.0,4036.0,3754.0,3754.0,3754.0,3754.0,3754.0,3918.0,4026.0,4036.0,4036.0,3910.0,3754.0,3900.0,4036.0,4036.0,4036.0,4036.0,4036.0,3754.0,3980.0,4026.0,4026.0,3754.0,3754.0,3868.0,4030.0,4036.0,4044.0,4044.0,4044.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,4044.0,4044.0,4044.0,4044.0,4044.0,0.0
231.0,-0.00607,0.0001497,0.00779,0.6714,0.1913,0.7236,0.5337,8.17,5.785,3992.0,3754.0,4220.0,3890.0,4044.0,3754.0,4240.0,4090.0,3918.0,4068.0,4184.0,4316.0,4038.0,3858.0,4184.0,4316.0,4224.0,3754.0,4096.0,4230.0,4316.0,4132.0,4316.0,3754.0,3754.0,4072.0,4300.0,4316.0,3792.0,4316.0,4316.0,4220.0,4316.0,4316.0,4316.0,4270.0,3754.0,3850.0,4072.0,4184.0,4230.0,4130.0,4230.0,3754.0,3792.0,4068.0,4220.0,4230.0,3918.0,3754.0,3956.0,4130.0,4230.0,4230.0,4230.0,4244.0,3754.0,4244.0,4244.0,4010.0,4150.0,4230.0,4244.0,4260.0,3992.0,4048.0,4156.0,4260.0,4260.0,4316.0,4316.0,4316.0,4088.0,4230.0,4316.0,4316.0,4316.0,4316.0,3868.0,4240.0,3910.0,4072.0,4316.0,4316.0,4316.0,3754.0,3754.0,3754.0,3754.0,4058.0,4220.0,4240.0,4316.0,4316.0,3900.0,4176.0,4240.0,4260.0,4316.0,4316.0,4316.0,4316.0,3754.0,4090.0,4220.0,4220.0,3972.0,4072.0,4216.0,4244.0,4144.0,4270.0,4280.0,4240.0,3852.0,3754.0,3840.0,3976.0,4068.0,4200.0,4316.0,4136.0,4316.0,4316.0,4316.0,0.0
154.5,-0.005966,1.943e-05,0.004333,0.6167,0.2175,0.7983,0.417,17.78,3.959,3868.0,3754.0,3956.0,3754.0,3900.0,3754.0,4130.0,3792.0,3754.0,3850.0,3956.0,4108.0,3754.0,3754.0,3848.0,4136.0,3926.0,3754.0,3858.0,4052.0,4170.0,4144.0,4170.0,3754.0,3754.0,3858.0,4124.0,4170.0,3792.0,4176.0,4176.0,3976.0,4120.0,4176.0,4176.0,4184.0,3754.0,3754.0,3792.0,4044.0,4052.0,3988.0,4048.0,3754.0,3754.0,3918.0,4052.0,4060.0,3918.0,3754.0,3754.0,3866.0,4068.0,4068.0,4086.0,4108.0,3754.0,4130.0,4130.0,3762.0,3912.0,4088.0,4136.0,4160.0,3754.0,3762.0,3890.0,4160.0,4170.0,4170.0,4170.0,4176.0,3754.0,4008.0,4136.0,4176.0,4176.0,4176.0,3868.0,3938.0,3754.0,3754.0,4184.0,4184.0,4184.0,3754.0,3754.0,3754.0,3754.0,3900.0,4044.0,4072.0,4096.0,4184.0,3900.0,3900.0,4090.0,4184.0,4184.0,4184.0,4184.0,4184.0,3754.0,3864.0,3918.0,3918.0,3754.0,3816.0,3992.0,4096.0,4176.0,4184.0,4184.0,3992.0,3754.0,3754.0,3754.0,3754.0,3808.0,4064.0,4184.0,4170.0,4184.0,4184.0,4184.0,0.0
230.1,-0.005283,0.0001541,0.00792,0.6167,0.1892,0.895,0.554,16.98,6.242,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3868.0,3868.0,3754.0,3754.0,3804.0,3868.0,3754.0,3760.0,3754.0,3868.0,3868.0,3754.0,3754.0,3754.0,3868.0,3868.0,3868.0,3754.0,3754.0,3754.0,3868.0,3868.0,3762.0,3868.0,3868.0,3816.0,3816.0,3868.0,3868.0,3868.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3754.0,3754.0,3754.0,3762.0,3762.0,3774.0,3868.0,3754.0,3868.0,3868.0,3754.0,3754.0,3762.0,3868.0,3868.0,3754.0,3754.0,3754.0,3754.0,3858.0,3868.0,3868.0,3868.0,3754.0,3754.0,3868.0,3868.0,3868.0,3868.0,3848.0,3868.0,3754.0,3754.0,3868.0,3868.0,3868.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3858.0,3868.0,3868.0,3754.0,3754.0,3868.0,3868.0,3868.0,3868.0,3868.0,3754.0,3868.0,3868.0,3868.0,3754.0,3754.0,3754.0,3868.0,3868.0,3868.0,3868.0,3868.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3868.0,3868.0,3868.0,3868.0,3868.0,0.0
169.1,-0.006916,2.89e-05,0.0009985,0.6733,0.3708,0.8076,0.5,22.56,4.41,3804.0,3754.0,3848.0,3754.0,3754.0,3754.0,3992.0,3762.0,3754.0,3754.0,3868.0,3992.0,3754.0,3754.0,3792.0,3992.0,3780.0,3754.0,3754.0,3890.0,3992.0,4006.0,4006.0,3762.0,3754.0,3754.0,4006.0,4006.0,3830.0,4008.0,4008.0,3868.0,3952.0,4010.0,4010.0,4010.0,3754.0,3754.0,3754.0,3858.0,3926.0,3754.0,3926.0,3754.0,3754.0,3762.0,3926.0,3932.0,3926.0,3754.0,3754.0,3804.0,3932.0,3936.0,3940.0,3972.0,3754.0,3978.0,3980.0,3754.0,3804.0,3918.0,3992.0,4010.0,3754.0,3754.0,3754.0,3936.0,4008.0,4010.0,4010.0,4010.0,3754.0,3900.0,3972.0,3972.0,3992.0,4010.0,3918.0,3754.0,3754.0,3754.0,4010.0,4010.0,4010.0,3754.0,3754.0,3754.0,3754.0,3754.0,3866.0,3976.0,4010.0,4010.0,3792.0,3774.0,3868.0,3956.0,4010.0,4010.0,4010.0,4010.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3936.0,4010.0,4010.0,4010.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,4010.0,4010.0,4010.0,4010.0,4010.0,0.0
170.5,-0.005894,0.0001225,0.000544,0.675,0.3164,0.817,0.4453,21.67,6.258,3774.0,3754.0,3838.0,3754.0,3754.0,3754.0,3992.0,3830.0,3754.0,3826.0,3900.0,4010.0,3754.0,3754.0,3792.0,4010.0,4008.0,3754.0,3754.0,3868.0,4010.0,4010.0,4024.0,3754.0,3754.0,3774.0,3992.0,4026.0,3774.0,4026.0,4026.0,3912.0,3976.0,4026.0,4026.0,4030.0,3754.0,3754.0,3754.0,3926.0,4012.0,3926.0,4012.0,3754.0,3754.0,3826.0,3912.0,3932.0,3890.0,3754.0,3754.0,3792.0,3936.0,3992.0,4010.0,4012.0,3754.0,4024.0,4024.0,3754.0,3780.0,3972.0,4024.0,4026.0,3754.0,3754.0,3762.0,3980.0,4026.0,4026.0,4026.0,4030.0,3754.0,3926.0,3936.0,4006.0,4030.0,4030.0,3868.0,4000.0,3754.0,3754.0,4030.0,4036.0,4032.0,3754.0,3754.0,3754.0,3754.0,3754.0,3926.0,4010.0,4032.0,4032.0,3756.0,3754.0,3910.0,4036.0,4036.0,4036.0,4036.0,4036.0,3754.0,3866.0,3972.0,3976.0,3754.0,3754.0,3868.0,4024.0,4036.0,4036.0,4036.0,4030.0,3754.0,3754.0,3754.0,3754.0,3754.0,3926.0,4036.0,4036.0,4036.0,4036.0,4036.0,0.0
233.0,-0.005226,8.774e-05,0.004982,0.653,0.2146,0.895,0.5156,16.95,6.992,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3850.0,3866.0,3754.0,3754.0,3762.0,3866.0,3754.0,3754.0,3754.0,3866.0,3866.0,3754.0,3754.0,3754.0,3866.0,3866.0,3866.0,3754.0,3754.0,3754.0,3866.0,3868.0,3754.0,3868.0,3868.0,3804.0,3804.0,3868.0,3868.0,3868.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3850.0,3754.0,3858.0,3858.0,3754.0,3754.0,3762.0,3858.0,3858.0,3754.0,3754.0,3754.0,3754.0,3848.0,3858.0,3858.0,3858.0,3754.0,3754.0,3858.0,3858.0,3858.0,3858.0,3838.0,3858.0,3754.0,3754.0,3858.0,3858.0,3866.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3838.0,3866.0,3802.0,3754.0,3754.0,3858.0,3866.0,3866.0,3866.0,3868.0,3754.0,3868.0,3868.0,3868.0,3754.0,3754.0,3754.0,3840.0,3868.0,3868.0,3868.0,3868.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3868.0,3868.0,3868.0,3868.0,3868.0,0.0
200.1,-0.005035,0.0001396,0.001759,0.652,0.1835,0.735,0.59,12.44,5.867,3858.0,3754.0,4136.0,3754.0,3932.0,3754.0,4220.0,4108.0,3754.0,3952.0,4096.0,4230.0,4026.0,3900.0,4060.0,4230.0,4230.0,3754.0,3976.0,4176.0,4230.0,4124.0,4230.0,3754.0,3754.0,3980.0,4230.0,4230.0,3754.0,4230.0,4230.0,4156.0,4230.0,4230.0,4230.0,4230.0,3754.0,3754.0,3940.0,4130.0,4176.0,4170.0,4176.0,3754.0,3754.0,3956.0,4148.0,4176.0,3868.0,3754.0,3826.0,4008.0,4176.0,4176.0,4184.0,4184.0,3754.0,4184.0,4184.0,3858.0,4026.0,4184.0,4216.0,4224.0,3838.0,3926.0,4026.0,4224.0,4224.0,4220.0,4220.0,4220.0,3932.0,4184.0,4220.0,4220.0,4220.0,4220.0,3826.0,4220.0,3754.0,3912.0,4220.0,4220.0,4230.0,3754.0,3754.0,3754.0,3754.0,3978.0,4096.0,4184.0,4230.0,4230.0,3900.0,4024.0,4184.0,4230.0,4230.0,4230.0,4230.0,4230.0,3754.0,4092.0,4220.0,4220.0,3838.0,3976.0,4110.0,4220.0,4144.0,4230.0,4230.0,4230.0,3852.0,3754.0,3754.0,3754.0,3976.0,4072.0,4220.0,4144.0,4230.0,4230.0,4230.0,0.0
158.0,-0.005276,0.0001249,0.00867,0.6797,0.2861,0.7905,0.5356,15.086,3.22,3754.0,3754.0,3848.0,3754.0,3754.0,3754.0,4006.0,3754.0,3754.0,3754.0,3888.0,4012.0,3754.0,3754.0,3804.0,4024.0,3754.0,3754.0,3754.0,3912.0,4044.0,4072.0,4072.0,3754.0,3754.0,3754.0,4010.0,4072.0,3754.0,4072.0,4072.0,3890.0,4026.0,4072.0,4086.0,4088.0,3754.0,3754.0,3754.0,3940.0,3992.0,3754.0,3976.0,3754.0,3754.0,3830.0,3926.0,3976.0,3858.0,3754.0,3754.0,3762.0,3978.0,4006.0,4010.0,4010.0,3754.0,4024.0,4024.0,3754.0,3808.0,4010.0,4026.0,4052.0,3754.0,3754.0,3754.0,4024.0,4052.0,4064.0,4064.0,4068.0,3754.0,3890.0,4006.0,4036.0,4068.0,4068.0,3838.0,3754.0,3754.0,3754.0,4068.0,4068.0,4072.0,3754.0,3754.0,3754.0,3754.0,3754.0,3976.0,4010.0,4036.0,4072.0,3752.0,3754.0,3890.0,4072.0,4072.0,4072.0,4072.0,4086.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3838.0,4012.0,4086.0,4086.0,4086.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3932.0,4030.0,4086.0,4086.0,4086.0,4086.0,0.0
286.2,-0.006832,5.72e-05,0.00343,0.68,0.2267,0.658,0.5435,7.133,4.043,4184.0,3754.0,4316.0,4044.0,4216.0,3754.0,4340.0,3978.0,4060.0,4220.0,4316.0,4450.0,3888.0,3754.0,4316.0,4450.0,4216.0,3754.0,4190.0,4340.0,4450.0,4132.0,4450.0,3754.0,3754.0,4230.0,4340.0,4428.0,3826.0,4340.0,4450.0,4340.0,4450.0,4450.0,4450.0,4268.0,3754.0,4044.0,4230.0,4316.0,4340.0,4008.0,4240.0,3830.0,3992.0,4230.0,4340.0,4340.0,3918.0,3754.0,4136.0,4244.0,4340.0,4340.0,4340.0,4340.0,3754.0,4340.0,4240.0,4184.0,4240.0,4340.0,4340.0,4340.0,4156.0,4220.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4450.0,3918.0,4224.0,4130.0,4220.0,4450.0,4450.0,4450.0,3754.0,3754.0,3754.0,3754.0,4184.0,4316.0,4340.0,4340.0,4450.0,3900.0,4244.0,4340.0,4340.0,4450.0,4350.0,4450.0,4450.0,3754.0,4000.0,4124.0,4144.0,4136.0,4184.0,4240.0,4340.0,4144.0,4268.0,4260.0,4224.0,3754.0,3754.0,4008.0,4136.0,4220.0,4316.0,4340.0,4124.0,4450.0,4450.0,4450.0,0.0
