like1,parlr_T,parlr_RRR,parlr_RH,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,simulation_88,simulation_89,simulation_90,simulation_91,simulation_92,simulation_93,simulation_94,simulation_95,simulation_96,simulation_97,simulation_98,simulation_99,simulation_100,simulation_101,simulation_102,simulation_103,simulation_104,simulation_105,simulation_106,simulation_107,simulation_108,simulation_109,simulation_110,simulation_111,simulation_112,simulation_113,simulation_114,simulation_115,simulation_116,simulation_117,simulation_118,simulation_119,simulation_120,simulation_121,simulation_122,simulation_123,simulation_124,chain
159.2,-0.005665,1.74e-05,0.00844,0.644,0.2605,0.774,0.541,20.45,4.086,3754.0,3754.0,3900.0,3754.0,3754.0,3754.0,4044.0,3762.0,3754.0,3754.0,3912.0,4068.0,3754.0,3754.0,3762.0,4086.0,3912.0,3754.0,3754.0,3926.0,4096.0,4108.0,4130.0,3754.0,3754.0,3762.0,4072.0,4130.0,3762.0,4136.0,4136.0,3890.0,4086.0,4136.0,4124.0,4124.0,3754.0,3754.0,3754.0,3932.0,4024.0,3890.0,4024.0,3754.0,3754.0,3830.0,3956.0,4008.0,3868.0,3754.0,3754.0,3774.0,4024.0,4026.0,4026.0,4030.0,3754.0,4052.0,4052.0,3754.0,3808.0,4026.0,4048.0,4072.0,3754.0,3754.0,3826.0,4072.0,4072.0,4086.0,4086.0,4088.0,3754.0,3918.0,4026.0,4088.0,4088.0,4088.0,3858.0,3760.0,3754.0,3754.0,4088.0,4088.0,4092.0,3754.0,3754.0,3754.0,3754.0,3754.0,3946.0,4026.0,4088.0,4090.0,3752.0,3754.0,3918.0,4096.0,4096.0,4096.0,4096.0,4096.0,3754.0,3754.0,3792.0,3808.0,3754.0,3754.0,3864.0,4026.0,4096.0,4096.0,4096.0,3988.0,3754.0,3754.0,3754.0,3754.0,3754.0,3888.0,4060.0,4096.0,4096.0,4110.0,4110.0,0.0
153.5,-0.006813,0.0001242,0.006424,0.628,0.2625,0.818,0.414,21.08,4.87,3850.0,3754.0,3918.0,3754.0,3848.0,3754.0,4052.0,3910.0,3754.0,3868.0,3980.0,4064.0,3754.0,3754.0,3890.0,4064.0,4026.0,3754.0,3890.0,3976.0,4086.0,4104.0,4104.0,3762.0,3754.0,3848.0,4044.0,4104.0,3838.0,4104.0,4104.0,3956.0,4048.0,4096.0,4096.0,4110.0,3754.0,3754.0,3780.0,4052.0,4058.0,4008.0,4058.0,3754.0,3754.0,3932.0,4008.0,4026.0,3952.0,3754.0,3754.0,3858.0,4010.0,4058.0,4058.0,4068.0,3754.0,4072.0,4072.0,3804.0,3900.0,4058.0,4086.0,4092.0,3754.0,3762.0,3868.0,4086.0,4092.0,4104.0,4104.0,4104.0,3774.0,3976.0,4036.0,4086.0,4104.0,4104.0,3918.0,4026.0,3754.0,3754.0,4104.0,4104.0,4104.0,3754.0,3762.0,3754.0,3754.0,3858.0,4052.0,4068.0,4086.0,4104.0,3932.0,3890.0,3972.0,4104.0,4104.0,4110.0,4110.0,4110.0,3754.0,3946.0,3992.0,4008.0,3754.0,3792.0,3976.0,4068.0,4110.0,4110.0,4110.0,4068.0,3754.0,3754.0,3754.0,3754.0,3774.0,4074.0,4110.0,4110.0,4110.0,4110.0,4110.0,0.0
365.0,-0.006786,3.92e-05,0.0079,0.6245,0.389,0.6562,0.4353,11.6,7.977,4230.0,3754.0,4340.0,4156.0,4244.0,3754.0,4510.0,4040.0,4150.0,4240.0,4340.0,4510.0,4060.0,3754.0,4340.0,4580.0,4240.0,3754.0,4216.0,4510.0,4580.0,4150.0,4620.0,3762.0,3754.0,4316.0,4510.0,4450.0,3838.0,4316.0,4510.0,4510.0,4620.0,4620.0,4620.0,4270.0,3754.0,4124.0,4316.0,4340.0,4340.0,4060.0,4240.0,3912.0,4072.0,4316.0,4340.0,4450.0,3940.0,3754.0,4220.0,4340.0,4450.0,4450.0,4450.0,4510.0,3754.0,4510.0,4240.0,4230.0,4340.0,4450.0,4510.0,4510.0,4220.0,4240.0,4340.0,4510.0,4510.0,4510.0,4510.0,4510.0,4316.0,4510.0,4440.0,4510.0,4510.0,4510.0,3918.0,4224.0,4188.0,4240.0,4510.0,4510.0,4510.0,3754.0,3754.0,3754.0,3754.0,4244.0,4340.0,4450.0,4510.0,4510.0,3858.0,4340.0,4340.0,4510.0,4510.0,nan,4580.0,4580.0,3754.0,4052.0,4124.0,4124.0,4188.0,4240.0,4340.0,4580.0,4172.0,4320.0,4260.0,4340.0,3754.0,3754.0,4130.0,4220.0,4316.0,4340.0,4580.0,4164.0,4580.0,4580.0,4580.0,0.0
253.9,-0.006718,0.0001248,0.006027,0.665,0.3962,0.652,0.642,12.66,6.348,4156.0,3754.0,4240.0,4026.0,4184.0,3754.0,4340.0,3956.0,4044.0,4184.0,4244.0,4340.0,3858.0,3754.0,4244.0,4340.0,4220.0,3754.0,4160.0,4340.0,4340.0,4144.0,4340.0,3762.0,3754.0,4220.0,4340.0,4340.0,3826.0,4224.0,4316.0,4316.0,4340.0,4340.0,4340.0,4268.0,3754.0,4026.0,4220.0,4316.0,4316.0,3976.0,4224.0,3830.0,3988.0,4224.0,4240.0,4316.0,3936.0,3754.0,4096.0,4230.0,4340.0,4340.0,4340.0,4340.0,3754.0,4340.0,4216.0,4170.0,4240.0,4340.0,4340.0,4340.0,4130.0,4184.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,4220.0,4340.0,4340.0,4340.0,4340.0,4340.0,3918.0,4124.0,4086.0,4184.0,4340.0,4340.0,4340.0,3754.0,3754.0,3754.0,3754.0,4184.0,4316.0,4340.0,4340.0,4340.0,3864.0,4230.0,4316.0,4340.0,4340.0,4344.0,4340.0,4340.0,3754.0,3936.0,4080.0,4080.0,4080.0,4176.0,4230.0,4340.0,4150.0,4270.0,4256.0,4224.0,3754.0,3754.0,3992.0,4096.0,4184.0,4230.0,4316.0,4144.0,4340.0,4340.0,4340.0,0.0
234.2,-0.005035,9.626e-05,0.00971,0.6323,0.2012,0.894,0.52,17.06,3.684,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3830.0,3754.0,3754.0,3754.0,3754.0,3850.0,3754.0,3754.0,3754.0,3850.0,3754.0,3754.0,3754.0,3754.0,3850.0,3858.0,3858.0,3754.0,3754.0,3754.0,3858.0,3858.0,3754.0,3858.0,3858.0,3792.0,3792.0,3866.0,3866.0,3866.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3838.0,3754.0,3848.0,3848.0,3754.0,3754.0,3754.0,3848.0,3858.0,3754.0,3754.0,3754.0,3754.0,3838.0,3858.0,3858.0,3858.0,3754.0,3754.0,3858.0,3858.0,3858.0,3858.0,3826.0,3754.0,3754.0,3754.0,3858.0,3866.0,3866.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3838.0,3866.0,3802.0,3754.0,3754.0,3850.0,3866.0,3866.0,3866.0,3866.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3866.0,3866.0,3866.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3866.0,3866.0,3866.0,3866.0,3866.0,0.0
155.6,-0.00522,0.000149,0.007214,0.6885,0.1846,0.7896,0.4905,8.56,3.555,3858.0,3754.0,3992.0,3754.0,3890.0,3754.0,4176.0,3762.0,3754.0,3912.0,3978.0,4170.0,3754.0,3754.0,3890.0,4184.0,3864.0,3754.0,3890.0,4116.0,4184.0,4120.0,4216.0,3754.0,3754.0,3912.0,4150.0,4216.0,3754.0,4216.0,4216.0,4026.0,4130.0,4216.0,4216.0,4216.0,3754.0,3754.0,3866.0,4026.0,4088.0,3890.0,4092.0,3754.0,3754.0,3890.0,4044.0,4092.0,3858.0,3754.0,3762.0,3912.0,4104.0,4110.0,4130.0,4150.0,3754.0,4156.0,4156.0,3754.0,3978.0,4088.0,4160.0,4184.0,3754.0,3838.0,3936.0,4184.0,4184.0,4184.0,4184.0,4184.0,3818.0,4088.0,4176.0,4184.0,4184.0,4184.0,3838.0,4024.0,3754.0,3830.0,4216.0,4220.0,4220.0,3754.0,3754.0,3754.0,3754.0,3976.0,4026.0,4072.0,4176.0,4220.0,3822.0,3918.0,4156.0,4220.0,4220.0,4220.0,4220.0,4220.0,3754.0,3754.0,3818.0,3858.0,3754.0,3866.0,4012.0,4156.0,4120.0,4220.0,4220.0,3912.0,3754.0,3754.0,3754.0,3754.0,3918.0,4044.0,4220.0,4120.0,4220.0,4220.0,4220.0,0.0
205.1,-0.005703,8.285e-05,0.00434,0.651,0.2043,0.7407,0.5635,10.164,6.8,3890.0,3754.0,4156.0,3754.0,3956.0,3754.0,4230.0,4124.0,3774.0,3980.0,4136.0,4240.0,4060.0,3900.0,4080.0,4240.0,4240.0,3754.0,3992.0,4184.0,4240.0,4132.0,4240.0,3754.0,3754.0,3992.0,4230.0,4240.0,3774.0,4240.0,4240.0,4176.0,4230.0,4240.0,4244.0,4244.0,3754.0,3754.0,3976.0,4144.0,4184.0,4156.0,4184.0,3754.0,3754.0,3978.0,4176.0,4184.0,3890.0,3754.0,3866.0,4026.0,4184.0,4184.0,4184.0,4224.0,3754.0,4220.0,4220.0,3868.0,4072.0,4184.0,4220.0,4230.0,3868.0,3956.0,4044.0,4230.0,4230.0,4230.0,4230.0,4230.0,3976.0,4184.0,4230.0,4230.0,4230.0,4230.0,3858.0,4230.0,3754.0,3918.0,4230.0,4230.0,4230.0,3754.0,3754.0,3754.0,3754.0,4010.0,4136.0,4224.0,4230.0,4230.0,3756.0,4052.0,4220.0,4240.0,4240.0,4240.0,4240.0,4240.0,3754.0,4156.0,4220.0,4220.0,3858.0,4006.0,4148.0,4230.0,4150.0,4240.0,4240.0,4240.0,3858.0,3754.0,3754.0,3838.0,4006.0,4108.0,4230.0,4144.0,4240.0,4244.0,4244.0,0.0
182.9,-0.005344,9.483e-05,0.00623,0.6924,0.2455,0.756,0.4656,12.04,5.953,3868.0,3754.0,4086.0,3754.0,3926.0,3754.0,4224.0,3918.0,3754.0,3926.0,4030.0,4220.0,3754.0,3754.0,3988.0,4220.0,4156.0,3754.0,3918.0,4150.0,4230.0,4120.0,4230.0,3754.0,3754.0,3918.0,4216.0,4230.0,3754.0,4230.0,4230.0,4092.0,4216.0,4230.0,4230.0,4240.0,3754.0,3754.0,3912.0,4086.0,4136.0,3992.0,4136.0,3754.0,3754.0,3912.0,4130.0,4136.0,3858.0,3754.0,3780.0,3940.0,4150.0,4156.0,4176.0,4184.0,3754.0,4184.0,4184.0,3816.0,4010.0,4136.0,4184.0,4224.0,3762.0,3900.0,3992.0,4224.0,4224.0,4220.0,4220.0,4220.0,3890.0,4150.0,4224.0,4220.0,4220.0,4230.0,3838.0,4220.0,3754.0,3868.0,4230.0,4230.0,4230.0,3754.0,3754.0,3754.0,3754.0,3956.0,4068.0,4156.0,4224.0,4230.0,3742.0,3988.0,4176.0,4230.0,4230.0,4230.0,4230.0,4230.0,3754.0,3950.0,4060.0,4080.0,3754.0,3926.0,4072.0,4216.0,4120.0,4240.0,4230.0,4216.0,3754.0,3754.0,3754.0,3754.0,3932.0,4072.0,4230.0,4104.0,4230.0,4230.0,4230.0,0.0
199.6,-0.006992,0.00010157,0.0002024,0.6567,0.316,0.723,0.4885,12.86,4.207,3992.0,3754.0,4184.0,3890.0,4044.0,3754.0,4244.0,3868.0,3900.0,4026.0,4184.0,4244.0,3754.0,3754.0,4144.0,4240.0,4060.0,3754.0,4104.0,4230.0,4316.0,4144.0,4316.0,3762.0,3754.0,4068.0,4244.0,4316.0,3838.0,4224.0,4316.0,4184.0,4244.0,4316.0,4316.0,4268.0,3754.0,3848.0,4068.0,4184.0,4220.0,3944.0,4188.0,3754.0,3826.0,4076.0,4224.0,4220.0,3940.0,3754.0,3972.0,4130.0,4230.0,4230.0,4230.0,4240.0,3754.0,4244.0,4230.0,3992.0,4130.0,4230.0,4244.0,4244.0,3978.0,4026.0,4130.0,4244.0,4260.0,4260.0,4320.0,4316.0,4044.0,4230.0,4300.0,4316.0,4316.0,4316.0,3918.0,4088.0,3890.0,4052.0,4316.0,4316.0,4316.0,3754.0,3762.0,3754.0,3754.0,4068.0,4184.0,4230.0,4260.0,4316.0,3900.0,4156.0,4230.0,4244.0,4316.0,4324.0,4316.0,4316.0,3754.0,3900.0,3988.0,4006.0,3956.0,4044.0,4156.0,4244.0,4150.0,4276.0,4260.0,4124.0,3754.0,3754.0,3826.0,3932.0,4074.0,4184.0,4316.0,4144.0,4316.0,4316.0,4316.0,0.0
291.2,-0.005764,0.00010926,0.001533,0.692,0.3767,0.6665,0.412,8.48,3.154,4220.0,3754.0,4340.0,4030.0,4224.0,3754.0,4450.0,3762.0,4072.0,4220.0,4316.0,4450.0,3754.0,3754.0,4316.0,4450.0,4026.0,3754.0,4136.0,4340.0,4450.0,4120.0,4510.0,3754.0,3754.0,4230.0,4450.0,4456.0,3762.0,4124.0,4316.0,4340.0,4450.0,4510.0,4510.0,4268.0,3754.0,4052.0,4230.0,4340.0,4220.0,3754.0,4124.0,3792.0,3992.0,4230.0,4340.0,4340.0,3868.0,3754.0,4144.0,4244.0,4340.0,4340.0,4340.0,4450.0,3754.0,4450.0,4124.0,4184.0,4240.0,4340.0,4450.0,4450.0,4170.0,4220.0,4240.0,4450.0,4450.0,4340.0,4450.0,4450.0,4230.0,4340.0,4450.0,4450.0,4450.0,4450.0,3858.0,4088.0,4136.0,4220.0,4450.0,4510.0,4510.0,3754.0,3754.0,3754.0,3754.0,4224.0,4316.0,4340.0,4450.0,4510.0,3752.0,4244.0,4340.0,4340.0,4510.0,4370.0,4510.0,4510.0,3754.0,3754.0,3864.0,3864.0,4096.0,4224.0,4316.0,4450.0,4124.0,4260.0,4260.0,4072.0,3754.0,3754.0,4026.0,4124.0,4230.0,4340.0,4450.0,4120.0,4510.0,4510.0,4510.0,0.0
195.6,-0.00633,4.554e-05,0.004654,0.6167,0.2515,0.7446,0.6226,6.832,5.293,3912.0,3754.0,4160.0,3754.0,3978.0,3754.0,4230.0,4030.0,3754.0,3980.0,4096.0,4244.0,3798.0,3754.0,4072.0,4244.0,4220.0,3754.0,4008.0,4216.0,4244.0,4150.0,4244.0,3754.0,3754.0,3992.0,4240.0,4244.0,3816.0,4244.0,4244.0,4176.0,4240.0,4244.0,4244.0,4244.0,3754.0,3754.0,3976.0,4136.0,4184.0,4136.0,4184.0,3754.0,3754.0,3992.0,4176.0,4184.0,3932.0,3754.0,3868.0,4026.0,4184.0,4184.0,4184.0,4224.0,3754.0,4220.0,4220.0,3890.0,4068.0,4216.0,4230.0,4230.0,3868.0,3972.0,4060.0,4230.0,4230.0,4230.0,4230.0,4230.0,3976.0,4184.0,4230.0,4230.0,4230.0,4230.0,3890.0,4220.0,3754.0,3918.0,4230.0,4230.0,4230.0,3754.0,3754.0,3754.0,3754.0,4008.0,4136.0,4224.0,4230.0,4230.0,3888.0,4052.0,4220.0,4240.0,4240.0,4240.0,4240.0,4240.0,3754.0,4052.0,4124.0,4156.0,3858.0,3992.0,4130.0,4220.0,4176.0,4240.0,4240.0,4230.0,3754.0,3754.0,3754.0,3792.0,3952.0,4086.0,4230.0,4172.0,4240.0,4240.0,4240.0,0.0
256.5,-0.00537,0.0001643,0.003428,0.64,0.3005,0.6763,0.5806,9.04,4.426,4124.0,3754.0,4240.0,4010.0,4176.0,3754.0,4340.0,3978.0,4026.0,4184.0,4240.0,4340.0,3900.0,3754.0,4244.0,4340.0,4188.0,3754.0,4216.0,4340.0,4340.0,4136.0,4340.0,3754.0,3754.0,4184.0,4340.0,4340.0,3762.0,4240.0,4340.0,4316.0,4340.0,4340.0,4340.0,4290.0,3754.0,3988.0,4184.0,4240.0,4316.0,4030.0,4224.0,3754.0,3926.0,4216.0,4316.0,4316.0,3890.0,3754.0,4072.0,4230.0,4316.0,4340.0,4340.0,4340.0,3754.0,4340.0,4240.0,4156.0,4230.0,4340.0,4340.0,4340.0,4096.0,4184.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,4224.0,4340.0,4340.0,4340.0,4340.0,4340.0,3848.0,4216.0,4052.0,4184.0,4340.0,4340.0,4340.0,3754.0,3754.0,3754.0,3754.0,4170.0,4316.0,4340.0,4340.0,4340.0,3920.0,4230.0,4316.0,4340.0,4340.0,4340.0,4340.0,4340.0,3754.0,3988.0,4090.0,4108.0,4088.0,4124.0,4230.0,4340.0,4156.0,4308.0,4280.0,4224.0,3754.0,3754.0,3976.0,4072.0,4184.0,4244.0,4340.0,4156.0,4340.0,4340.0,4340.0,0.0
244.4,-0.005184,6.33e-05,0.005898,0.675,0.2057,0.7163,0.5605,7.074,7.234,3956.0,3754.0,4220.0,3762.0,4024.0,3754.0,4316.0,4124.0,3850.0,4038.0,4220.0,4340.0,4060.0,3760.0,4184.0,4340.0,4316.0,3754.0,4096.0,4240.0,4340.0,4120.0,4340.0,3754.0,3754.0,4068.0,4316.0,4340.0,3754.0,4340.0,4340.0,4230.0,4316.0,4340.0,4340.0,4280.0,3754.0,3754.0,4044.0,4216.0,4230.0,4124.0,4240.0,3754.0,3754.0,4044.0,4230.0,4240.0,3848.0,3754.0,3910.0,4136.0,4240.0,4240.0,4244.0,4240.0,3754.0,4240.0,4240.0,3976.0,4144.0,4244.0,4240.0,4316.0,3932.0,4026.0,4170.0,4316.0,4316.0,4316.0,4316.0,4316.0,4072.0,4240.0,4316.0,4316.0,4316.0,4316.0,3826.0,4316.0,3788.0,4044.0,4316.0,4316.0,4316.0,3754.0,3754.0,3754.0,3754.0,4026.0,4220.0,4244.0,4316.0,4316.0,3744.0,4180.0,4240.0,4316.0,4316.0,4316.0,4316.0,4316.0,3754.0,4156.0,4224.0,4224.0,3918.0,4052.0,4220.0,4316.0,4124.0,4290.0,4280.0,4340.0,3888.0,3754.0,3754.0,3926.0,4038.0,4184.0,4316.0,4110.0,4340.0,4340.0,4340.0,0.0
199.1,-0.006516,0.0001565,0.002472,0.619,0.255,0.7793,0.4077,10.18,4.406,3988.0,3754.0,4176.0,3868.0,4026.0,3754.0,4244.0,3940.0,3890.0,4026.0,4130.0,4244.0,3760.0,3754.0,4096.0,4244.0,4090.0,3754.0,4072.0,4220.0,4244.0,4150.0,4244.0,3762.0,3754.0,4024.0,4240.0,4244.0,3826.0,4244.0,4244.0,4156.0,4230.0,4260.0,4290.0,4276.0,3754.0,3830.0,4056.0,4160.0,4220.0,4044.0,4220.0,3754.0,3762.0,4056.0,4220.0,4220.0,3952.0,3754.0,3936.0,4072.0,4224.0,4224.0,4240.0,4240.0,3754.0,4240.0,4240.0,3976.0,4104.0,4184.0,4244.0,4244.0,3932.0,4024.0,4120.0,4244.0,4260.0,4280.0,4280.0,4280.0,4024.0,4224.0,4260.0,4280.0,4290.0,4290.0,3918.0,4124.0,3858.0,4036.0,4300.0,4300.0,4300.0,3754.0,3754.0,3754.0,3754.0,4072.0,4160.0,4224.0,4244.0,4300.0,3910.0,4156.0,4240.0,4264.0,4296.0,4300.0,4300.0,4300.0,3754.0,3988.0,4068.0,4060.0,3926.0,4072.0,4144.0,4290.0,4176.0,4296.0,4280.0,4156.0,3754.0,3754.0,3762.0,3918.0,4072.0,4224.0,4300.0,4172.0,4300.0,4320.0,4320.0,0.0
181.9,-0.005882,9.23e-05,0.008316,0.6836,0.275,0.745,0.4724,12.08,5.457,3900.0,3754.0,4136.0,3754.0,3956.0,3754.0,4230.0,3900.0,3816.0,3956.0,4072.0,4230.0,3754.0,3754.0,4026.0,4230.0,4124.0,3754.0,3988.0,4176.0,4230.0,4120.0,4240.0,3754.0,3754.0,3978.0,4230.0,4240.0,3774.0,4240.0,4240.0,4130.0,4230.0,4240.0,4240.0,4240.0,3754.0,3754.0,3976.0,4132.0,4176.0,3956.0,4184.0,3754.0,3754.0,3978.0,4164.0,4184.0,3890.0,3754.0,3866.0,4010.0,4184.0,4184.0,4184.0,4224.0,3754.0,4220.0,4220.0,3868.0,4044.0,4176.0,4230.0,4230.0,3858.0,3932.0,4036.0,4230.0,4230.0,4230.0,4230.0,4230.0,3926.0,4184.0,4230.0,4230.0,4230.0,4230.0,3868.0,4124.0,3754.0,3926.0,4230.0,4240.0,4240.0,3754.0,3754.0,3754.0,3754.0,3992.0,4096.0,4184.0,4230.0,4240.0,3742.0,4040.0,4216.0,4240.0,4240.0,4240.0,4240.0,4240.0,3754.0,3900.0,4052.0,4060.0,3838.0,3992.0,4072.0,4230.0,4130.0,4240.0,4240.0,4170.0,3754.0,3754.0,3754.0,3780.0,4010.0,4156.0,4240.0,4120.0,4240.0,4240.0,4240.0,0.0
143.5,-0.006775,2.766e-05,0.00903,0.659,0.2234,0.785,0.4546,21.34,3.25,3826.0,3754.0,3900.0,3754.0,3774.0,3754.0,4048.0,3792.0,3754.0,3866.0,3940.0,4064.0,3754.0,3754.0,3868.0,4072.0,3780.0,3754.0,3830.0,3976.0,4096.0,4130.0,4136.0,3754.0,3754.0,3838.0,4068.0,4136.0,3826.0,4136.0,4136.0,3952.0,4072.0,4136.0,4136.0,4136.0,3754.0,3754.0,3754.0,4026.0,4056.0,3850.0,4052.0,3754.0,3754.0,3912.0,4006.0,4032.0,3918.0,3754.0,3754.0,3848.0,4026.0,4056.0,4056.0,4068.0,3754.0,4072.0,4072.0,3754.0,3888.0,4056.0,4088.0,4104.0,3754.0,3762.0,3868.0,4086.0,4104.0,4110.0,4108.0,4110.0,3762.0,3972.0,4044.0,4104.0,4110.0,4110.0,3918.0,3754.0,3754.0,3754.0,4110.0,4130.0,4130.0,3754.0,3754.0,3754.0,3754.0,3838.0,3988.0,4056.0,4088.0,4130.0,3910.0,3866.0,3956.0,4130.0,4130.0,4130.0,4130.0,4136.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3912.0,4052.0,4136.0,4136.0,4136.0,3774.0,3754.0,3754.0,3754.0,3754.0,3754.0,4024.0,4090.0,4132.0,4136.0,4136.0,4136.0,0.0
176.6,-0.005272,4.35e-05,0.005783,0.672,0.3638,0.7314,0.6045,13.7,7.02,3754.0,3754.0,4068.0,3754.0,3866.0,3754.0,4184.0,3808.0,3754.0,3890.0,4008.0,4220.0,3754.0,3754.0,3944.0,4220.0,4124.0,3754.0,3900.0,4150.0,4220.0,4120.0,4230.0,3754.0,3754.0,3918.0,4220.0,4230.0,3754.0,4230.0,4230.0,4080.0,4220.0,4230.0,4230.0,4240.0,3754.0,3754.0,3780.0,4026.0,4136.0,3876.0,4136.0,3754.0,3754.0,3890.0,4072.0,4136.0,3848.0,3754.0,3754.0,3918.0,4136.0,4136.0,4136.0,4156.0,3754.0,4184.0,4184.0,3754.0,3988.0,4144.0,4184.0,4184.0,3754.0,3850.0,3932.0,4184.0,4184.0,4184.0,4184.0,4184.0,3830.0,4130.0,4184.0,4184.0,4184.0,4184.0,3838.0,4130.0,3754.0,3754.0,4184.0,4184.0,4216.0,3754.0,3754.0,3754.0,3754.0,3868.0,4048.0,4156.0,4216.0,4216.0,3752.0,3912.0,4130.0,4224.0,4220.0,4220.0,4220.0,4220.0,3754.0,3760.0,4008.0,4024.0,3754.0,3890.0,4024.0,4124.0,4130.0,4224.0,4220.0,4184.0,3754.0,3754.0,3754.0,3754.0,3754.0,4006.0,4124.0,4110.0,4220.0,4220.0,4220.0,0.0
176.5,-0.00633,4.24e-05,0.001054,0.6,0.2593,0.813,0.4575,14.29,6.977,3910.0,3754.0,4006.0,3754.0,3918.0,3754.0,4148.0,4062.0,3754.0,3926.0,3992.0,4170.0,3976.0,3754.0,3912.0,4170.0,4176.0,3754.0,3890.0,4092.0,4176.0,4156.0,4176.0,3754.0,3754.0,3900.0,4132.0,4176.0,3816.0,4176.0,4176.0,3992.0,4124.0,4176.0,4176.0,4180.0,3754.0,3754.0,3830.0,4056.0,4072.0,4072.0,4072.0,3754.0,3754.0,3932.0,4072.0,4072.0,3940.0,3754.0,3762.0,3900.0,4072.0,4086.0,4088.0,4110.0,3754.0,4136.0,4136.0,3774.0,3932.0,4100.0,4136.0,4156.0,3754.0,3792.0,3912.0,4156.0,4156.0,4170.0,4170.0,4170.0,3762.0,4068.0,4170.0,4170.0,4170.0,4170.0,3890.0,4172.0,3754.0,3754.0,4176.0,4176.0,4176.0,3754.0,3754.0,3754.0,3754.0,3932.0,4072.0,4088.0,4136.0,4176.0,3920.0,3918.0,4130.0,4176.0,4176.0,4176.0,4176.0,4176.0,3754.0,4090.0,4176.0,4176.0,3754.0,3850.0,4064.0,4176.0,4176.0,4176.0,4176.0,4176.0,3754.0,3754.0,3754.0,3754.0,3912.0,4068.0,4176.0,4176.0,4176.0,4176.0,4176.0,0.0
330.2,-0.006977,0.00011325,0.00481,0.606,0.2388,0.6587,0.5264,19.16,4.848,4220.0,3754.0,4340.0,4136.0,4230.0,3762.0,4450.0,4156.0,4156.0,4230.0,4340.0,4450.0,4144.0,3888.0,4340.0,4450.0,4316.0,3754.0,4240.0,4340.0,4450.0,4156.0,4510.0,3774.0,3754.0,4244.0,4450.0,4450.0,3858.0,4340.0,4510.0,4340.0,4510.0,4510.0,4510.0,4276.0,3754.0,4136.0,4244.0,4340.0,4340.0,4170.0,4340.0,3912.0,4068.0,4244.0,4340.0,4340.0,3972.0,3754.0,4184.0,4316.0,4340.0,4340.0,4340.0,4340.0,3754.0,4340.0,4340.0,4240.0,4316.0,4340.0,4340.0,4450.0,4184.0,4230.0,4316.0,4450.0,4450.0,4450.0,4450.0,4450.0,4240.0,4340.0,4440.0,4450.0,4450.0,4450.0,3936.0,4240.0,4184.0,4230.0,4450.0,4450.0,4450.0,3754.0,3774.0,3754.0,3754.0,4230.0,4340.0,4340.0,4450.0,4450.0,3910.0,4316.0,4340.0,4450.0,4450.0,nan,4450.0,4450.0,3754.0,4156.0,4216.0,4216.0,4184.0,4230.0,4316.0,4450.0,4190.0,4330.0,4280.0,4316.0,3976.0,3754.0,4096.0,4184.0,4230.0,4340.0,4450.0,4184.0,4450.0,4450.0,4450.0,0.0
