like1_1,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,parcenter_snow_transfer_function,parspread_snow_transfer_function,parroughness_fresh_snow,parroughness_ice,simulation1_1,simulation1_2,simulation1_3,simulation1_4,simulation1_5,simulation1_6,simulation1_7,simulation1_8,simulation1_9,simulation1_10,simulation1_11,simulation1_12,simulation1_13,simulation1_14,simulation1_15,simulation1_16,simulation1_17,simulation1_18,simulation1_19,simulation1_20,simulation1_21,simulation1_22,simulation1_23,simulation1_24,simulation1_25,simulation1_26,simulation1_27,simulation1_28,simulation1_29,simulation1_30,simulation1_31,simulation1_32,simulation1_33,simulation1_34,simulation1_35,simulation1_36,simulation1_37,simulation1_38,simulation1_39,simulation1_40,simulation1_41,simulation1_42,simulation1_43,simulation1_44,simulation1_45,simulation1_46,simulation1_47,simulation1_48,simulation1_49,simulation1_50,simulation1_51,simulation1_52,simulation1_53,simulation1_54,simulation1_55,simulation1_56,simulation1_57,simulation1_58,simulation1_59,simulation1_60,simulation1_61,simulation1_62,simulation2_1,chain
-131.12051,1.092,0.244,0.939,0.4026,6.57,3.11,-0.4902,2.832,2.514,1.598,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.41666666,0.0,0.0,0.0,0.41666666,0.4642857,0.3452381,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.27380952,0.0,0.0,0.0,0.0,0.083333336,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.5595238,0.20238096,0.0,0.0,0.5119048,0.0,0.25,0.5833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762,0.25,0.41666666,0.5833333,0.2857143,-0.8611992,1.0
-130.98605,1.092,0.244,0.939,0.4026,6.57,3.11,-0.4902,2.832,2.514,2.115,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.41666666,0.0,0.0,0.0,0.41666666,0.4642857,0.3452381,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.27380952,0.0,0.0,0.0,0.0,0.083333336,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.5595238,0.20238096,0.0,0.0,0.5119048,0.0,0.25,0.5833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762,0.25,0.41666666,0.5833333,0.2857143,-0.88851875,1.0
-121.98004,1.092,0.2214,0.9326,0.443,5.08,3.916,-0.3193,2.705,2.297,6.48,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.4642857,0.3452381,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.32142857,0.0,0.0,0.0,0.0,0.10714286,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.53571427,0.22619048,0.0,0.0,0.5119048,0.0,0.22619048,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.27380952,0.44047618,0.5595238,0.27380952,-1.0389904,1.0
-133.9916,1.092,0.244,0.939,0.4026,6.57,3.72,-0.4902,2.832,2.514,2.115,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.41666666,0.0,0.0,0.0,0.41666666,0.4642857,0.3452381,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.27380952,0.0,0.0,0.0,0.0,0.083333336,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.5595238,0.5595238,0.22619048,0.0,0.0,0.53571427,0.0,0.25,0.5833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762,0.27380952,0.41666666,0.5833333,0.2857143,-0.8974438,1.0
-122.04516,1.092,0.2461,0.925,0.4429,5.08,3.916,-0.3193,2.705,2.297,6.48,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.4642857,0.3452381,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.29761904,0.0,0.0,0.0,0.0,0.10714286,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.5595238,0.22619048,0.0,0.0,0.5119048,0.0,0.22619048,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.27380952,0.44047618,0.5595238,0.27380952,-1.0349668,1.0
-122.04516,1.092,0.2461,0.925,0.4429,5.08,3.916,-0.3193,2.705,2.297,6.48,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.4642857,0.3452381,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.29761904,0.0,0.0,0.0,0.0,0.10714286,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.5595238,0.22619048,0.0,0.0,0.5119048,0.0,0.22619048,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.27380952,0.44047618,0.5595238,0.27380952,-1.0349668,1.0
-122.04516,1.092,0.2461,0.925,0.4429,5.08,3.916,-0.3193,2.705,2.297,6.48,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.4642857,0.3452381,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.29761904,0.0,0.0,0.0,0.0,0.10714286,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.5595238,0.22619048,0.0,0.0,0.5119048,0.0,0.22619048,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.27380952,0.44047618,0.5595238,0.27380952,-1.0349668,1.0
-140.25204,1.092,0.25,0.9453,0.4026,6.57,7.348,-0.4902,2.85,2.514,2.115,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.41666666,0.0,0.0,0.0,0.41666666,0.4642857,0.39285713,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.3690476,0.0,0.0,0.0,0.0,0.083333336,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.5595238,0.5595238,0.27380952,0.0,0.0,0.5595238,0.0,0.25,0.5833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762,0.27380952,0.41666666,0.5833333,0.2857143,-0.8957313,1.0
-123.73604,1.092,0.3708,0.925,0.4429,5.08,6.375,-0.3193,2.705,2.297,5.215,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.4642857,0.3452381,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.3452381,0.0,0.0,0.0,0.0,0.10714286,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.5595238,0.22619048,0.0,0.0,0.5119048,0.0,0.22619048,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.27380952,0.44047618,0.5595238,0.27380952,-0.8085467,1.0
-135.28198,1.092,0.351,0.9453,0.4026,6.57,5.863,-0.4902,2.85,2.514,3.857,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.27380952,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.4642857,0.3690476,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.29761904,0.0,0.0,0.0,0.0,0.083333336,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.5595238,0.5595238,0.22619048,0.0,0.0,0.53571427,0.0,0.25,0.5833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762,0.27380952,0.41666666,0.5833333,0.2857143,-0.77629334,1.0
-122.06993,1.092,0.2461,0.925,0.4429,5.08,3.916,-0.3193,2.705,2.297,5.215,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.4642857,0.3452381,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.29761904,0.0,0.0,0.0,0.0,0.10714286,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.5595238,0.22619048,0.0,0.0,0.5119048,0.0,0.22619048,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.27380952,0.44047618,0.5595238,0.27380952,-1.0007405,1.0
-128.66225,1.2705,0.1859,0.9365,0.4333,3.844,12.56,-0.361,2.598,3.518,1.473,0.0,0.0,0.0,0.10714286,0.5119048,0.0,0.0,0.27380952,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.10714286,0.5119048,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.53571427,0.3452381,0.0,0.0,0.53571427,0.0,0.25,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.29761904,0.44047618,0.5595238,0.27380952,-0.9021404,1.0
-129.60864,1.2705,0.1859,0.9365,0.4333,3.844,11.84,-0.361,2.598,3.518,1.473,0.0,0.0,0.0,0.10714286,0.5119048,0.0,0.0,0.27380952,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.10714286,0.5119048,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.53571427,0.3452381,0.0,0.0,0.53571427,0.0,0.22619048,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.29761904,0.44047618,0.5595238,0.27380952,-0.8981494,1.0
-129.60864,1.2705,0.1859,0.9365,0.4333,3.844,11.84,-0.361,2.598,3.518,1.473,0.0,0.0,0.0,0.10714286,0.5119048,0.0,0.0,0.27380952,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.10714286,0.5119048,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.53571427,0.3452381,0.0,0.0,0.53571427,0.0,0.22619048,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.29761904,0.44047618,0.5595238,0.27380952,-0.8981494,1.0
-129.60864,1.2705,0.1859,0.9365,0.4333,3.844,11.84,-0.361,2.598,3.518,1.473,0.0,0.0,0.0,0.10714286,0.5119048,0.0,0.0,0.27380952,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.10714286,0.5119048,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.53571427,0.3452381,0.0,0.0,0.53571427,0.0,0.22619048,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.29761904,0.44047618,0.5595238,0.27380952,-0.8981494,1.0
-129.41338,1.2705,0.2537,0.9365,0.4333,3.844,15.45,-0.361,2.598,3.518,1.473,0.0,0.0,0.0,0.10714286,0.5119048,0.0,0.0,0.27380952,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.10714286,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.53571427,0.3452381,0.0,0.0,0.53571427,0.0,0.25,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.29761904,0.44047618,0.5595238,0.27380952,-0.7931005,1.0
-127.854935,1.092,0.2113,0.94,0.4026,6.57,5.863,-0.4902,2.85,2.514,3.326,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.41666666,0.0,0.0,0.0,0.41666666,0.4642857,0.3690476,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.3690476,0.0,0.0,0.0,0.0,0.10714286,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.5595238,0.5595238,0.27380952,0.0,0.0,0.53571427,0.0,0.25,0.5833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.27380952,0.41666666,0.5833333,0.2857143,-1.0284286,1.0
-123.71106,1.092,0.3708,0.925,0.4429,5.08,6.375,-0.3193,2.705,2.33,5.215,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.4642857,0.3452381,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.3452381,0.0,0.0,0.0,0.0,0.10714286,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.5595238,0.22619048,0.0,0.0,0.5119048,0.0,0.22619048,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.27380952,0.44047618,0.5595238,0.27380952,-0.81221205,1.0
-143.84283,1.092,0.3098,0.9414,0.4026,6.57,13.06,-0.4902,2.85,2.094,2.191,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.27380952,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.4642857,0.39285713,0.0,0.0,0.0,0.0,0.0,0.17857143,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.083333336,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.5595238,0.5595238,0.3452381,0.0,0.0,0.5595238,0.0,0.25,0.5833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011904762,0.27380952,0.41666666,0.5833333,0.2857143,-0.7900058,1.0
-125.93206,1.092,0.2461,0.925,0.4429,5.08,6.375,-0.3193,2.705,2.297,5.215,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.4642857,0.3690476,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.3690476,0.0,0.0,0.0,0.0,0.13095239,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.5595238,0.5595238,0.27380952,0.0,0.0,0.53571427,0.0,0.25,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.29761904,0.44047618,0.5595238,0.27380952,-1.0275575,1.0
-167.36034,0.557,0.2478,0.8896,0.7334,6.184,7.16,-0.4116,1.416,0.73,4.887,0.0,0.0,0.0,0.011904762,0.4642857,0.0,0.0,0.25,0.0,0.0,0.0,0.13095239,0.3452381,0.0,0.0,0.0,0.39285713,0.41666666,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,0.44047618,0.44047618,0.0,0.0,0.0,0.0,0.0,0.4642857,0.0,0.0,0.0,0.0,0.0,0.48809522,0.48809522,0.48809522,0.4642857,0.0,0.0,0.5119048,0.0,0.22619048,0.5119048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22619048,0.41666666,0.5119048,0.5119048,-0.8756154,1.0
-168.6784,0.557,0.2478,0.8896,0.7334,6.184,7.16,-0.4116,1.416,0.73,0.6543,0.0,0.0,0.0,0.011904762,0.4642857,0.0,0.0,0.25,0.0,0.0,0.0,0.13095239,0.3452381,0.0,0.0,0.0,0.39285713,0.41666666,0.41666666,0.0,0.0,0.0,0.0,0.0,0.0,0.44047618,0.44047618,0.0,0.0,0.0,0.0,0.0,0.4642857,0.0,0.0,0.0,0.0,0.0,0.48809522,0.48809522,0.48809522,0.4642857,0.0,0.0,0.5119048,0.0,0.22619048,0.5119048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22619048,0.41666666,0.5119048,0.5119048,-0.69951487,1.0
-130.67899,1.2705,0.1859,0.9365,0.4333,3.844,15.45,-0.361,2.598,3.518,1.473,0.0,0.0,0.0,0.10714286,0.5119048,0.0,0.0,0.27380952,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.13095239,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.53571427,0.3690476,0.0,0.0,0.5595238,0.0,0.25,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.29761904,0.44047618,0.5595238,0.27380952,-0.9207336,1.0
-121.10946,1.086,0.345,0.916,0.4778,4.92,5.754,-0.4758,2.348,3.02,6.727,0.0,0.0,0.0,0.10714286,0.5119048,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.4642857,0.3690476,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.3452381,0.0,0.0,0.0,0.0,0.10714286,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.5595238,0.5595238,0.22619048,0.0,0.0,0.53571427,0.0,0.25,0.5833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05952381,0.27380952,0.44047618,0.5833333,0.27380952,-0.9208797,1.0
-130.51314,1.225,0.1947,0.9365,0.4133,4.85,13.555,-0.388,2.598,3.518,1.473,0.0,0.0,0.0,0.10714286,0.5119048,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.4642857,0.39285713,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.39285713,0.0,0.0,0.0,0.0,0.13095239,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.53571427,0.3690476,0.0,0.0,0.5595238,0.0,0.25,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.29761904,0.44047618,0.5595238,0.27380952,-0.93018454,1.0
-123.00715,1.092,0.1932,0.925,0.4429,5.08,3.916,-0.3193,2.578,2.297,6.48,0.0,0.0,0.0,0.10714286,0.48809522,0.0,0.0,0.29761904,0.0,0.0,0.0,0.17857143,0.39285713,0.0,0.0,0.0,0.41666666,0.4642857,0.3452381,0.0,0.0,0.0,0.0,0.0,0.20238096,0.44047618,0.3452381,0.0,0.0,0.0,0.0,0.10714286,0.53571427,0.0,0.0,0.0,0.0,0.0,0.53571427,0.53571427,0.5595238,0.22619048,0.0,0.0,0.5119048,0.0,0.22619048,0.5595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035714287,0.27380952,0.44047618,0.5595238,0.27380952,-1.1137863,1.0
