like1,parlr_T,parlr_RRR,parlr_RH,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,chain
-174.1,-0.005043,0.0001583,0.09143,1.606,0.191,0.7373,0.609,11.8,5.793,3754.0,3926.0,3932.0,3932.0,3792.0,3932.0,4006.0,4008.0,4036.0,4064.0,4088.0,4088.0,3754.0,3932.0,4068.0,4088.0,4088.0,3754.0,3754.0,3754.0,4008.0,4036.0,4088.0,4088.0,4088.0,3792.0,3932.0,4006.0,4036.0,4088.0,4088.0,4088.0,3754.0,3754.0,4064.0,3932.0,4036.0,4076.0,4088.0,4088.0,3754.0,3754.0,3754.0,3858.0,3932.0,3754.0,3754.0,3910.0,4064.0,4088.0,4088.0,3754.0,3754.0,3920.0,3992.0,4088.0,4088.0,0.0
-191.4,-0.00505,0.0001675,0.09753,1.597,0.1942,0.75,0.614,10.766,5.742,3754.0,3804.0,3804.0,3900.0,3754.0,3900.0,3910.0,3976.0,4008.0,4010.0,4036.0,4036.0,3754.0,3932.0,4030.0,4036.0,4036.0,3754.0,3754.0,3754.0,3976.0,3976.0,4008.0,4008.0,4008.0,3754.0,3916.0,3910.0,3976.0,4008.0,4008.0,4008.0,3754.0,3754.0,3976.0,3876.0,3976.0,4008.0,4008.0,4008.0,3754.0,3754.0,3754.0,3768.0,3888.0,3754.0,3754.0,3822.0,4008.0,4008.0,4008.0,3754.0,3754.0,3822.0,3976.0,4008.0,4008.0,0.0
-198.8,-0.005196,0.0001365,0.0971,1.583,0.1956,0.743,0.622,10.11,5.297,3754.0,3754.0,3804.0,3756.0,3754.0,3822.0,3910.0,3976.0,3976.0,4036.0,4030.0,4030.0,3754.0,3920.0,4036.0,4030.0,4030.0,3754.0,3754.0,3754.0,3976.0,3976.0,3948.0,3948.0,3948.0,3754.0,3916.0,3910.0,3976.0,4008.0,3948.0,3948.0,3754.0,3754.0,3976.0,3858.0,3976.0,4008.0,3948.0,3948.0,3754.0,3754.0,3754.0,3754.0,3876.0,3754.0,3754.0,3822.0,4008.0,3948.0,3948.0,3754.0,3754.0,3754.0,3976.0,4008.0,3948.0,0.0
-182.2,-0.005592,0.000133,0.0903,1.607,0.1906,0.7534,0.6113,10.484,5.773,3754.0,3878.0,3912.0,3944.0,3754.0,3944.0,3932.0,3992.0,4008.0,4024.0,4044.0,4044.0,3754.0,3926.0,4008.0,4044.0,4044.0,3754.0,3754.0,3754.0,3992.0,4008.0,4036.0,4036.0,4036.0,3754.0,3926.0,3932.0,3992.0,4008.0,4036.0,4036.0,3754.0,3754.0,4008.0,3888.0,3992.0,4036.0,4036.0,4036.0,3754.0,3754.0,3754.0,3838.0,3912.0,3754.0,3754.0,3900.0,4030.0,4036.0,4036.0,3754.0,3754.0,3804.0,3992.0,4010.0,4036.0,0.0
-185.9,-0.005795,0.0001321,0.0902,1.596,0.2056,0.762,0.609,10.51,5.984,3754.0,3864.0,3890.0,3926.0,3754.0,3926.0,3932.0,3992.0,4006.0,4008.0,4030.0,4030.0,3754.0,3912.0,4008.0,4030.0,4036.0,3754.0,3754.0,3754.0,3932.0,4008.0,4030.0,4030.0,4030.0,3754.0,3926.0,3940.0,3992.0,4008.0,4030.0,4030.0,3754.0,3754.0,4008.0,3888.0,3992.0,4008.0,4030.0,4030.0,3754.0,3754.0,3754.0,3840.0,3912.0,3754.0,3754.0,3804.0,4008.0,4030.0,4030.0,3754.0,3754.0,3792.0,3992.0,4010.0,4030.0,0.0
-177.4,-0.00622,0.0001267,0.08936,1.594,0.1984,0.764,0.598,11.5,6.605,3754.0,3900.0,3912.0,3932.0,3768.0,3932.0,3976.0,3992.0,4010.0,4024.0,4036.0,4044.0,3754.0,3926.0,4008.0,4044.0,4044.0,3754.0,3754.0,3754.0,3992.0,4008.0,4036.0,4036.0,4036.0,3762.0,3926.0,3944.0,3992.0,4008.0,4036.0,4044.0,3754.0,3754.0,4008.0,3890.0,3992.0,4030.0,4044.0,4044.0,3752.0,3754.0,3754.0,3858.0,3918.0,3754.0,3754.0,3916.0,4036.0,4044.0,4044.0,3762.0,3754.0,3876.0,3992.0,4036.0,4044.0,0.0
-183.0,-0.005928,0.0001452,0.08997,1.588,0.2053,0.768,0.6074,12.13,7.656,3754.0,3888.0,3900.0,3926.0,3754.0,3926.0,3932.0,3976.0,3992.0,4008.0,4008.0,4010.0,3754.0,3888.0,3992.0,4010.0,4010.0,3754.0,3754.0,3754.0,3932.0,3992.0,4008.0,4008.0,4008.0,3754.0,3926.0,3944.0,3992.0,4008.0,4008.0,4008.0,3754.0,3754.0,4008.0,3888.0,3992.0,4008.0,4008.0,4008.0,3752.0,3754.0,3754.0,3840.0,3912.0,3754.0,3754.0,3888.0,4008.0,4008.0,4008.0,3762.0,3754.0,3852.0,3976.0,4008.0,4008.0,0.0
-226.4,-0.006042,0.0001475,0.0994,1.586,0.2185,0.772,0.629,11.766,7.86,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3822.0,3900.0,3900.0,3976.0,3976.0,3976.0,3754.0,3754.0,3920.0,3976.0,3976.0,3754.0,3754.0,3754.0,3822.0,3888.0,3976.0,3976.0,3976.0,3754.0,3754.0,3822.0,3920.0,3976.0,3976.0,3976.0,3754.0,3754.0,3932.0,3782.0,3920.0,3976.0,3976.0,3976.0,3754.0,3754.0,3754.0,3754.0,3802.0,3754.0,3754.0,3754.0,3910.0,3976.0,3976.0,3754.0,3754.0,3754.0,3822.0,3976.0,3976.0,0.0
-227.6,-0.00618,0.0001378,0.09625,1.59,0.2236,0.766,0.629,13.91,6.414,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3822.0,3920.0,3920.0,3932.0,3976.0,3976.0,3754.0,3754.0,3920.0,3976.0,3976.0,3754.0,3754.0,3754.0,3804.0,3920.0,3910.0,3910.0,3910.0,3754.0,3754.0,3822.0,3920.0,3910.0,3910.0,3910.0,3754.0,3754.0,3910.0,3782.0,3920.0,3976.0,3976.0,3976.0,3754.0,3754.0,3754.0,3754.0,3802.0,3754.0,3754.0,3754.0,3910.0,3976.0,3976.0,3754.0,3754.0,3754.0,3822.0,3976.0,3976.0,0.0
-301.0,-0.00609,0.0001153,0.0977,1.585,0.2258,0.7773,0.628,14.84,7.285,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-301.0,-0.006344,8.6e-05,0.0996,1.596,0.2427,0.7725,0.6387,14.805,7.113,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-301.0,-0.006157,0.000102,0.0982,1.601,0.2301,0.786,0.6465,15.2,6.426,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-301.0,-0.006275,8.86e-05,0.09796,1.612,0.2356,0.7827,0.646,12.35,7.574,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-299.2,-0.006638,9.6e-05,0.09705,1.62,0.2231,0.7935,0.6387,10.8,7.305,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3822.0,3822.0,3754.0,3754.0,3754.0,3822.0,3822.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-301.0,-0.006622,7.04e-05,0.0926,1.615,0.2075,0.7896,0.646,11.65,6.957,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-300.8,-0.006695,8.73e-05,0.0948,1.628,0.2067,0.793,0.641,11.34,7.336,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3754.0,3754.0,3754.0,3762.0,3762.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-299.2,-0.00671,8.66e-05,0.09753,1.628,0.214,0.792,0.6416,9.35,7.75,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3822.0,3822.0,3754.0,3754.0,3754.0,3822.0,3822.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-242.8,-0.006638,4.46e-05,0.07275,1.619,0.218,0.7827,0.648,9.625,7.098,3754.0,3754.0,3754.0,3762.0,3754.0,3762.0,3818.0,3840.0,3900.0,3932.0,3940.0,3940.0,3754.0,3754.0,3792.0,3940.0,3940.0,3754.0,3754.0,3754.0,3792.0,3876.0,3926.0,3926.0,3926.0,3754.0,3754.0,3794.0,3888.0,3918.0,3926.0,3926.0,3754.0,3754.0,3888.0,3754.0,3864.0,3926.0,3926.0,3926.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3864.0,3926.0,3926.0,3780.0,3754.0,3754.0,3754.0,3858.0,3926.0,0.0
-235.1,-0.00668,4.894e-05,0.0814,1.624,0.2195,0.7866,0.628,9.57,7.3,3754.0,3754.0,3754.0,3762.0,3754.0,3762.0,3840.0,3890.0,3926.0,3944.0,3944.0,3944.0,3754.0,3754.0,3792.0,3944.0,3944.0,3754.0,3754.0,3754.0,3792.0,3876.0,3932.0,3932.0,3944.0,3754.0,3762.0,3830.0,3918.0,3926.0,3944.0,3944.0,3754.0,3754.0,3912.0,3754.0,3888.0,3932.0,3944.0,3944.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3888.0,3944.0,3944.0,3780.0,3754.0,3754.0,3754.0,3916.0,3944.0,0.0
-248.6,-0.00646,5.287e-05,0.08594,1.613,0.2262,0.7754,0.644,8.8,7.598,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3752.0,3900.0,3920.0,3920.0,3920.0,3754.0,3754.0,3804.0,3920.0,3920.0,3754.0,3754.0,3754.0,3754.0,3858.0,3920.0,3920.0,3920.0,3754.0,3754.0,3782.0,3900.0,3920.0,3920.0,3920.0,3754.0,3754.0,3912.0,3754.0,3900.0,3920.0,3920.0,3920.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3812.0,3920.0,3920.0,3762.0,3754.0,3754.0,3754.0,3900.0,3920.0,0.0
-272.0,-0.006474,5.94e-05,0.0891,1.618,0.2423,0.7803,0.6416,9.76,7.215,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3752.0,3900.0,3900.0,3900.0,3754.0,3754.0,3754.0,3900.0,3900.0,3754.0,3754.0,3754.0,3754.0,3754.0,3804.0,3804.0,3822.0,3754.0,3754.0,3754.0,3754.0,3822.0,3822.0,3822.0,3754.0,3754.0,3792.0,3754.0,3840.0,3900.0,3900.0,3900.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3900.0,3900.0,3762.0,3754.0,3754.0,3754.0,3754.0,3900.0,0.0
-249.4,-0.00673,7.385e-05,0.09546,1.631,0.2397,0.7812,0.6313,8.484,5.57,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3822.0,3900.0,3910.0,3910.0,3910.0,3754.0,3754.0,3876.0,3910.0,3910.0,3754.0,3754.0,3754.0,3754.0,3804.0,3900.0,3900.0,3900.0,3754.0,3754.0,3768.0,3900.0,3888.0,3900.0,3900.0,3754.0,3754.0,3900.0,3754.0,3900.0,3920.0,3920.0,3920.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3822.0,3910.0,3910.0,3780.0,3754.0,3754.0,3754.0,3822.0,3910.0,0.0
-284.5,-0.00694,3.08e-05,0.0891,1.617,0.256,0.7915,0.6245,10.734,6.55,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3782.0,3916.0,3920.0,3920.0,3754.0,3754.0,3754.0,3888.0,3920.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3792.0,3754.0,3754.0,3754.0,3754.0,3754.0,3804.0,3804.0,3804.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3858.0,3858.0,3780.0,3754.0,3754.0,3754.0,3754.0,3804.0,0.0
-300.0,-0.006992,2.17e-05,0.08887,1.605,0.2408,0.8057,0.6064,13.06,7.277,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3792.0,3900.0,3900.0,3754.0,3754.0,3754.0,3754.0,3822.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-301.0,-0.00687,3.88e-05,0.0965,1.608,0.2418,0.805,0.5986,12.78,5.586,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3792.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-299.8,-0.00689,5.823e-05,0.09033,1.59,0.2458,0.8203,0.6064,12.18,3.998,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3792.0,3828.0,3828.0,3754.0,3754.0,3754.0,3754.0,3792.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-299.8,-0.006775,3.886e-05,0.0914,1.576,0.2397,0.8237,0.5903,12.62,3.979,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3792.0,3792.0,3792.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-301.0,-0.006657,2.724e-05,0.092,1.581,0.2412,0.8354,0.594,12.336,4.38,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-291.2,-0.006954,6.22e-05,0.0796,1.574,0.234,0.8447,0.5913,13.586,3.707,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3780.0,3852.0,3852.0,3876.0,3754.0,3754.0,3754.0,3762.0,3852.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3780.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3840.0,3840.0,3792.0,3754.0,3754.0,3754.0,3754.0,3792.0,0.0
-256.2,-0.006893,0.0001067,0.0672,1.579,0.2267,0.841,0.596,14.805,5.33,3754.0,3754.0,3754.0,3780.0,3754.0,3780.0,3816.0,3840.0,3864.0,3912.0,3912.0,3912.0,3754.0,3754.0,3754.0,3888.0,3912.0,3754.0,3754.0,3754.0,3754.0,3754.0,3818.0,3818.0,3818.0,3754.0,3762.0,3768.0,3780.0,3840.0,3858.0,3858.0,3754.0,3754.0,3858.0,3754.0,3804.0,3830.0,3858.0,3864.0,3754.0,3754.0,3754.0,3754.0,3868.0,3754.0,3754.0,3754.0,3864.0,3888.0,3888.0,3804.0,3754.0,3754.0,3754.0,3888.0,3890.0,0.0
-293.5,-0.00699,7.933e-05,0.06635,1.605,0.2186,0.8574,0.613,14.25,5.9,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3768.0,3830.0,3838.0,3838.0,3754.0,3754.0,3754.0,3762.0,3830.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3768.0,3792.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3794.0,3794.0,3792.0,3754.0,3754.0,3754.0,3754.0,3780.0,0.0
-294.8,-0.006645,5.73e-05,0.05923,1.6,0.2167,0.85,0.6133,13.63,6.6,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3808.0,3830.0,3840.0,3754.0,3754.0,3754.0,3754.0,3830.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3762.0,3762.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3780.0,3818.0,3780.0,3754.0,3754.0,3754.0,3754.0,3808.0,0.0
-281.0,-0.006577,7.397e-05,0.03934,1.603,0.2289,0.838,0.63,14.055,5.895,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3780.0,3794.0,3858.0,3864.0,3864.0,3754.0,3754.0,3754.0,3782.0,3864.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3782.0,3754.0,3754.0,3754.0,3754.0,3808.0,3818.0,3818.0,3754.0,3754.0,3816.0,3754.0,3762.0,3774.0,3818.0,3818.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3848.0,3848.0,3774.0,3754.0,3754.0,3754.0,3754.0,3850.0,0.0
-300.0,-0.006588,5.41e-05,0.04562,1.594,0.2297,0.8535,0.627,15.37,4.68,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3774.0,3774.0,3754.0,3754.0,3754.0,3754.0,3762.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3762.0,3762.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-301.0,-0.006817,4.78e-05,0.05774,1.596,0.253,0.8574,0.6284,15.055,4.812,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-301.0,-0.00685,2.64e-05,0.04886,1.588,0.2505,0.8584,0.6357,14.21,3.213,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-300.8,-0.006767,7.63e-05,0.0488,1.597,0.2515,0.8574,0.645,13.914,3.48,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3774.0,3774.0,3754.0,3754.0,3754.0,3754.0,3762.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-298.2,-0.006702,6.61e-05,0.04645,1.585,0.2478,0.847,0.642,13.97,3.65,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3780.0,3808.0,3808.0,3754.0,3754.0,3754.0,3754.0,3780.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3774.0,3774.0,3774.0,3754.0,3754.0,3754.0,3754.0,3754.0,0.0
-289.2,-0.006706,8.25e-05,0.0603,1.59,0.2479,0.834,0.6313,13.664,3.041,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3774.0,3850.0,3850.0,3850.0,3754.0,3754.0,3754.0,3762.0,3850.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3762.0,3754.0,3754.0,3754.0,3754.0,3774.0,3780.0,3780.0,3780.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3838.0,3848.0,3792.0,3754.0,3754.0,3754.0,3754.0,3830.0,0.0
-246.8,-0.006744,9.26e-05,0.06085,1.572,0.2415,0.805,0.6343,13.945,3.752,3754.0,3754.0,3768.0,3780.0,3754.0,3780.0,3830.0,3864.0,3900.0,3918.0,3918.0,3918.0,3754.0,3754.0,3774.0,3912.0,3926.0,3754.0,3754.0,3754.0,3754.0,3850.0,3858.0,3864.0,3878.0,3754.0,3762.0,3780.0,3864.0,3878.0,3878.0,3888.0,3754.0,3754.0,3864.0,3754.0,3838.0,3888.0,3888.0,3888.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3754.0,3888.0,3910.0,3910.0,3792.0,3754.0,3754.0,3754.0,3888.0,3910.0,0.0
