like1,parlr_T,parlr_RRR,parlr_RH,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,simulation_0,simulation_1,simulation_2,simulation_3,simulation_4,simulation_5,simulation_6,simulation_7,simulation_8,simulation_9,simulation_10,simulation_11,simulation_12,simulation_13,simulation_14,simulation_15,simulation_16,simulation_17,simulation_18,simulation_19,simulation_20,simulation_21,simulation_22,simulation_23,simulation_24,simulation_25,simulation_26,simulation_27,simulation_28,simulation_29,simulation_30,simulation_31,simulation_32,simulation_33,simulation_34,simulation_35,simulation_36,simulation_37,simulation_38,simulation_39,simulation_40,simulation_41,simulation_42,simulation_43,simulation_44,simulation_45,simulation_46,simulation_47,simulation_48,simulation_49,simulation_50,simulation_51,simulation_52,simulation_53,simulation_54,simulation_55,simulation_56,simulation_57,simulation_58,simulation_59,simulation_60,simulation_61,simulation_62,simulation_63,simulation_64,simulation_65,simulation_66,simulation_67,simulation_68,simulation_69,simulation_70,simulation_71,simulation_72,simulation_73,simulation_74,simulation_75,simulation_76,simulation_77,simulation_78,simulation_79,simulation_80,simulation_81,simulation_82,simulation_83,simulation_84,simulation_85,simulation_86,simulation_87,chain
-304.5,-0.006084,2.3e-05,0.001518,0.6533,0.3677,0.889,0.4812,8.51,5.625,4304.0,4316.0,4170.0,4340.0,4056.0,4224.0,4260.0,4340.0,4316.0,4340.0,4224.0,4340.0,4340.0,4136.0,4340.0,3936.0,4230.0,4340.0,4340.0,3774.0,4340.0,4340.0,4316.0,4340.0,4340.0,4340.0,4308.0,4224.0,4340.0,4340.0,4340.0,4184.0,4340.0,4340.0,4184.0,4216.0,4220.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4080.0,4240.0,4332.0,4340.0,4340.0,4156.0,4184.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,3890.0,4224.0,4230.0,4340.0,4284.0,4340.0,4340.0,4340.0,4340.0,4340.0,4276.0,4296.0,4340.0,4340.0,4104.0,4280.0,4340.0,4340.0,4308.0,4196.0,4256.0,4144.0,4240.0,4340.0,4340.0,4340.0,0.0
-301.2,-0.00616,1.8e-06,0.003065,0.658,0.374,0.897,0.488,7.83,5.414,4304.0,4316.0,4172.0,4340.0,4030.0,4184.0,4230.0,4340.0,4316.0,4340.0,4216.0,4340.0,4340.0,4132.0,4340.0,3918.0,4230.0,4340.0,4340.0,3780.0,4316.0,4340.0,4316.0,4340.0,4340.0,4340.0,4304.0,4224.0,4316.0,4340.0,4340.0,4176.0,4340.0,4340.0,4176.0,4204.0,4220.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4044.0,4230.0,4320.0,4340.0,4340.0,4136.0,4184.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4224.0,4340.0,4340.0,4340.0,4340.0,4340.0,3890.0,4216.0,4224.0,4340.0,4280.0,4340.0,4340.0,4340.0,4340.0,4340.0,4270.0,4280.0,4340.0,4340.0,4088.0,4280.0,4340.0,4340.0,4304.0,4184.0,4256.0,4110.0,4240.0,4340.0,4340.0,4340.0,0.0
-299.8,-0.006203,1.63e-05,0.002407,0.656,0.3774,0.896,0.483,7.363,4.64,4304.0,4240.0,4184.0,4340.0,4058.0,4216.0,4244.0,4340.0,4316.0,4340.0,4224.0,4340.0,4340.0,4136.0,4340.0,3936.0,4230.0,4340.0,4340.0,3792.0,4240.0,4316.0,4316.0,4340.0,4340.0,4340.0,4304.0,4224.0,4340.0,4340.0,4340.0,4224.0,4340.0,4340.0,4180.0,4220.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4130.0,4240.0,4316.0,4340.0,4340.0,4156.0,4224.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,3890.0,4092.0,4230.0,4340.0,4284.0,4340.0,4340.0,4340.0,4340.0,4340.0,4270.0,4316.0,4340.0,4340.0,4110.0,4280.0,4340.0,4340.0,4304.0,4190.0,4256.0,4176.0,4240.0,4340.0,4340.0,4340.0,0.0
-358.0,-0.00593,1.98e-05,0.001412,0.6514,0.3826,0.892,0.4778,6.652,4.785,4316.0,4340.0,4224.0,4450.0,4110.0,4230.0,4316.0,4340.0,4340.0,4340.0,4224.0,4340.0,4450.0,4136.0,4450.0,3932.0,4316.0,4450.0,4450.0,3774.0,4316.0,4316.0,4340.0,4450.0,4450.0,4450.0,4308.0,4260.0,4340.0,4340.0,4340.0,4244.0,4340.0,4450.0,4184.0,4240.0,4240.0,4400.0,4450.0,4450.0,4450.0,4450.0,4450.0,4220.0,4320.0,4340.0,4450.0,4450.0,4230.0,4240.0,4316.0,4450.0,4450.0,4450.0,4450.0,4450.0,4240.0,4340.0,4450.0,4450.0,4450.0,4450.0,3888.0,4216.0,4240.0,4450.0,4330.0,4340.0,4450.0,4450.0,4450.0,4340.0,4280.0,4340.0,4400.0,4450.0,4184.0,4316.0,4450.0,4450.0,4310.0,4196.0,4256.0,4216.0,4340.0,4450.0,4450.0,4450.0,0.0
-303.8,-0.00561,6.914e-05,0.002556,0.6533,0.3767,0.888,0.4922,8.34,5.387,4284.0,4316.0,4184.0,4340.0,4058.0,4184.0,4230.0,4316.0,4316.0,4340.0,4216.0,4340.0,4340.0,4132.0,4340.0,3940.0,4230.0,4340.0,4340.0,3762.0,4340.0,4340.0,4316.0,4340.0,4340.0,4340.0,4310.0,4224.0,4316.0,4340.0,4340.0,4184.0,4340.0,4340.0,4184.0,4212.0,4220.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4096.0,4230.0,4332.0,4340.0,4340.0,4156.0,4184.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4224.0,4340.0,4340.0,4340.0,4340.0,4340.0,3868.0,4216.0,4240.0,4340.0,4284.0,4340.0,4340.0,4340.0,4340.0,4340.0,4276.0,4296.0,4340.0,4340.0,4104.0,4280.0,4340.0,4340.0,4304.0,4196.0,4256.0,4136.0,4244.0,4340.0,4340.0,4340.0,0.0
-307.8,-0.005604,7.05e-05,0.003054,0.6504,0.377,0.884,0.501,8.93,7.445,4296.0,4316.0,4170.0,4340.0,4068.0,4224.0,4316.0,4340.0,4340.0,4340.0,4224.0,4340.0,4340.0,4132.0,4340.0,3952.0,4230.0,4340.0,4340.0,3762.0,4340.0,4340.0,4316.0,4340.0,4340.0,4340.0,4310.0,4224.0,4316.0,4340.0,4340.0,4184.0,4340.0,4340.0,4188.0,4220.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4096.0,4240.0,nan,4340.0,4340.0,4156.0,4224.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,3868.0,4224.0,4240.0,4340.0,4304.0,4340.0,4340.0,4340.0,4340.0,4340.0,4280.0,4308.0,4340.0,4340.0,4130.0,4280.0,4340.0,4340.0,4308.0,4196.0,4256.0,4144.0,4244.0,4340.0,4340.0,4340.0,0.0
-301.8,-0.00549,6.9e-05,0.002579,0.6562,0.3638,0.8843,0.4885,8.91,5.527,4280.0,4316.0,4180.0,4340.0,4052.0,4184.0,4230.0,4316.0,4316.0,4340.0,4216.0,4340.0,4340.0,4130.0,4340.0,3940.0,4220.0,4340.0,4340.0,3762.0,4340.0,4340.0,4316.0,4340.0,4340.0,4340.0,4310.0,4224.0,4324.0,4316.0,4316.0,4184.0,4340.0,4340.0,4184.0,4204.0,4224.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4086.0,4230.0,4332.0,4340.0,4340.0,4136.0,4184.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4224.0,4316.0,4340.0,4340.0,4340.0,4340.0,3858.0,4224.0,4240.0,4340.0,4268.0,4340.0,4340.0,4340.0,4340.0,4340.0,4280.0,4292.0,4340.0,4340.0,4088.0,4268.0,4340.0,4340.0,4300.0,4190.0,4260.0,4130.0,4240.0,4340.0,4340.0,4340.0,0.0
-311.8,-0.005196,6.32e-05,0.002836,0.6567,0.3557,0.8843,0.4805,7.89,5.4,4316.0,4340.0,4216.0,4340.0,4072.0,4240.0,4316.0,4340.0,4316.0,4340.0,4224.0,4340.0,4340.0,4124.0,4340.0,3918.0,4240.0,4340.0,4340.0,3754.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4324.0,4230.0,4340.0,4340.0,4340.0,4230.0,4340.0,4340.0,4184.0,4220.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4170.0,4260.0,4340.0,4340.0,4340.0,4184.0,4240.0,4252.0,4340.0,4340.0,4340.0,4340.0,4340.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,3838.0,4224.0,4240.0,4340.0,4316.0,4340.0,4340.0,4340.0,4340.0,4340.0,4280.0,4320.0,4340.0,4340.0,4136.0,4296.0,4340.0,4340.0,4308.0,4190.0,4260.0,4184.0,4316.0,4340.0,4340.0,4340.0,0.0
-379.5,-0.005257,5.746e-05,0.001035,0.654,0.3638,0.885,0.4763,6.516,5.617,4340.0,4340.0,4230.0,4450.0,4170.0,4260.0,4316.0,4450.0,4340.0,4450.0,4224.0,4450.0,4450.0,4130.0,4450.0,3918.0,4340.0,4450.0,4450.0,3754.0,4340.0,4450.0,4340.0,4450.0,4450.0,4450.0,4324.0,4316.0,4340.0,4450.0,4450.0,4316.0,4450.0,4450.0,4188.0,4224.0,4316.0,4450.0,4450.0,4450.0,4450.0,4450.0,4450.0,4230.0,4340.0,4340.0,4450.0,4450.0,4240.0,4264.0,4340.0,4450.0,4450.0,4450.0,4450.0,4450.0,4244.0,4450.0,4450.0,4450.0,4450.0,4450.0,3848.0,4224.0,4244.0,4450.0,4340.0,4400.0,4450.0,4450.0,4450.0,4450.0,4296.0,4340.0,4450.0,4450.0,4224.0,4316.0,4450.0,4450.0,4310.0,4190.0,4260.0,4220.0,4340.0,4450.0,4450.0,4450.0,0.0
-300.5,-0.005398,9.155e-05,0.000678,0.655,0.3828,0.8994,0.4734,7.54,4.734,4290.0,4240.0,4170.0,4340.0,4072.0,4216.0,4240.0,4340.0,4316.0,4340.0,4216.0,4340.0,4340.0,4130.0,4340.0,3952.0,4230.0,4340.0,4340.0,3762.0,4240.0,4316.0,4316.0,4340.0,4340.0,4340.0,4316.0,4224.0,4316.0,4340.0,4340.0,4216.0,4340.0,4340.0,4184.0,4220.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4136.0,4240.0,4332.0,4340.0,4340.0,4156.0,4224.0,4264.0,4340.0,4340.0,4340.0,4340.0,4340.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,3858.0,4092.0,4240.0,4340.0,4292.0,4340.0,4340.0,4340.0,4340.0,4340.0,4280.0,4292.0,4340.0,4340.0,4096.0,4280.0,4340.0,4340.0,4300.0,4190.0,4256.0,4176.0,4240.0,4340.0,4340.0,4340.0,0.0
-308.8,-0.005318,9.23e-05,0.001172,0.665,0.395,0.8965,0.4702,7.234,5.37,4304.0,4340.0,4212.0,4340.0,4086.0,4240.0,4268.0,4340.0,4316.0,4340.0,4224.0,4340.0,4340.0,4124.0,4340.0,3940.0,4230.0,4340.0,4340.0,3754.0,4316.0,4316.0,4316.0,4340.0,4340.0,4340.0,4310.0,4230.0,4316.0,4340.0,4340.0,4224.0,4340.0,4340.0,4176.0,4220.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4156.0,4244.0,4332.0,4340.0,4340.0,4184.0,4240.0,4264.0,4340.0,4340.0,4340.0,4340.0,4340.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,3858.0,4216.0,4240.0,4340.0,4304.0,4340.0,4340.0,4340.0,4340.0,4340.0,4276.0,4304.0,4340.0,4340.0,4136.0,4280.0,4340.0,4340.0,4280.0,4184.0,4256.0,4184.0,4316.0,4340.0,4340.0,4340.0,0.0
-278.2,-0.005558,6.694e-05,0.00225,0.668,0.3938,0.898,0.4856,8.59,5.2,4230.0,4244.0,4130.0,4316.0,3992.0,4150.0,4224.0,4316.0,4276.0,4316.0,4212.0,4316.0,4316.0,4124.0,4316.0,3932.0,4184.0,4316.0,4316.0,3762.0,4240.0,4316.0,4244.0,4316.0,4316.0,4316.0,4310.0,4170.0,4316.0,4320.0,4320.0,4136.0,4316.0,4316.0,4176.0,4176.0,4190.0,4316.0,4316.0,4316.0,4316.0,4316.0,4316.0,4026.0,4224.0,4320.0,4316.0,4316.0,4068.0,4136.0,4240.0,4316.0,4316.0,4316.0,4316.0,4316.0,4180.0,4320.0,4316.0,4316.0,4316.0,4316.0,3858.0,4124.0,4188.0,4316.0,4240.0,4316.0,4316.0,4316.0,4316.0,4316.0,4270.0,4280.0,4316.0,4316.0,4060.0,4260.0,4316.0,4316.0,4280.0,4176.0,4244.0,4088.0,4220.0,4316.0,4316.0,4316.0,0.0
-258.0,-0.005825,7.4e-05,0.0010195,0.671,0.3975,0.8984,0.4834,9.13,3.729,4224.0,4040.0,4104.0,4320.0,3980.0,4072.0,4172.0,4244.0,4230.0,4316.0,4190.0,4316.0,4320.0,4130.0,4324.0,3940.0,4130.0,4320.0,4324.0,3762.0,4156.0,4220.0,4224.0,4276.0,4324.0,4316.0,4304.0,4156.0,4260.0,4264.0,4264.0,4088.0,4268.0,4316.0,4176.0,4172.0,4172.0,4320.0,4316.0,4324.0,4324.0,4316.0,4316.0,4026.0,4170.0,4244.0,4316.0,4316.0,4026.0,4072.0,4224.0,4316.0,4316.0,4316.0,4316.0,4316.0,4130.0,4240.0,4316.0,4316.0,4316.0,4316.0,3868.0,4024.0,4176.0,4316.0,4240.0,4280.0,4324.0,4316.0,4316.0,4230.0,4252.0,4270.0,4324.0,4316.0,4052.0,4252.0,4316.0,4316.0,4270.0,4172.0,4240.0,4088.0,4220.0,4316.0,4316.0,4316.0,0.0
-286.5,-0.005653,8.87e-05,0.001238,0.6763,0.3909,0.8887,0.492,6.758,3.166,4264.0,4080.0,4184.0,4340.0,4052.0,4184.0,4244.0,4340.0,4316.0,4340.0,4216.0,4340.0,4340.0,4124.0,4340.0,3940.0,4220.0,4340.0,4340.0,3762.0,4130.0,4216.0,4240.0,4332.0,4340.0,4340.0,4308.0,4224.0,4316.0,4316.0,4316.0,4224.0,4316.0,4340.0,4176.0,4176.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4156.0,4230.0,4336.0,4340.0,4316.0,4156.0,4224.0,4244.0,4340.0,4340.0,4316.0,4340.0,4340.0,4224.0,4340.0,4340.0,4340.0,4340.0,4340.0,3868.0,4052.0,4224.0,4340.0,4260.0,4340.0,4340.0,4340.0,4340.0,4224.0,4270.0,4280.0,4340.0,4340.0,4108.0,4256.0,4340.0,4340.0,4268.0,4172.0,4240.0,4156.0,4260.0,4340.0,4340.0,4340.0,0.0
-296.8,-0.005917,8.35e-05,0.001175,0.673,0.3943,0.8926,0.4885,6.402,3.98,4290.0,4188.0,4212.0,4340.0,4088.0,4216.0,4244.0,4340.0,4316.0,4340.0,4216.0,4340.0,4340.0,4130.0,4340.0,3952.0,4230.0,4340.0,4340.0,3774.0,4220.0,4224.0,4280.0,4340.0,4340.0,4340.0,4304.0,4240.0,4316.0,4340.0,4340.0,4240.0,4340.0,4340.0,4176.0,4216.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4176.0,4244.0,4316.0,4340.0,4340.0,4184.0,4240.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,3888.0,4124.0,4230.0,4340.0,4280.0,4340.0,4340.0,4340.0,4340.0,4240.0,4268.0,4280.0,4340.0,4340.0,4156.0,4256.0,4340.0,4340.0,4268.0,4172.0,4240.0,4184.0,4280.0,4340.0,4340.0,4340.0,0.0
-342.2,-0.005795,7.963e-05,0.002132,0.674,0.3838,0.887,0.4844,5.797,3.645,4316.0,4220.0,4224.0,4450.0,4144.0,4240.0,4304.0,4340.0,4340.0,4340.0,4224.0,4450.0,4450.0,4130.0,4450.0,3940.0,4240.0,4450.0,4450.0,3762.0,4220.0,4224.0,4316.0,4340.0,4450.0,4450.0,4308.0,4260.0,4340.0,4340.0,4340.0,4260.0,4340.0,4340.0,4176.0,4230.0,4320.0,4340.0,4340.0,4450.0,4450.0,4450.0,4450.0,4224.0,4320.0,4340.0,4450.0,4340.0,4240.0,4240.0,4340.0,4450.0,4450.0,4340.0,4450.0,4450.0,4240.0,4340.0,4450.0,4450.0,4450.0,4450.0,3868.0,4124.0,4240.0,4450.0,4324.0,4340.0,4400.0,4450.0,4450.0,4240.0,4268.0,4330.0,4400.0,4450.0,4184.0,4284.0,4450.0,4450.0,4268.0,4172.0,4244.0,4216.0,4316.0,4450.0,4450.0,4450.0,0.0
-306.8,-0.00588,8.15e-05,0.002674,0.6685,0.3872,0.8926,0.478,6.37,3.062,4324.0,4096.0,4216.0,4340.0,4072.0,4220.0,4264.0,4340.0,4316.0,4340.0,4224.0,4340.0,4340.0,4130.0,4340.0,3952.0,4230.0,4340.0,4340.0,3774.0,4130.0,4224.0,4316.0,4340.0,4340.0,4340.0,4304.0,4230.0,4340.0,4340.0,4340.0,4230.0,4340.0,4340.0,4176.0,4200.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4184.0,4244.0,4316.0,4340.0,4316.0,4224.0,4230.0,4316.0,4400.0,4400.0,4332.0,4400.0,4400.0,4240.0,4340.0,4400.0,4400.0,4400.0,4400.0,3868.0,4070.0,4240.0,4400.0,4280.0,4340.0,4340.0,4400.0,4400.0,4224.0,4270.0,4320.0,4340.0,4400.0,4136.0,4260.0,4400.0,4400.0,4276.0,4176.0,4244.0,4184.0,4316.0,4400.0,4400.0,4400.0,0.0
-291.0,-0.005817,0.0001022,0.0025,0.67,0.3892,0.898,0.4912,7.234,4.61,4244.0,4230.0,4170.0,4340.0,4064.0,4184.0,4230.0,4316.0,4316.0,4316.0,4216.0,4316.0,4340.0,4130.0,4340.0,3956.0,4220.0,4340.0,4340.0,3762.0,4224.0,4240.0,4260.0,4316.0,4340.0,4340.0,4304.0,4216.0,4304.0,4316.0,4316.0,4184.0,4316.0,4340.0,4176.0,4184.0,4224.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4096.0,4240.0,4316.0,4340.0,4340.0,4156.0,4184.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4224.0,4316.0,4340.0,4340.0,4340.0,4340.0,3868.0,4124.0,4224.0,4340.0,4244.0,4330.0,4340.0,4340.0,4340.0,4316.0,4268.0,4280.0,4340.0,4340.0,4092.0,4260.0,4340.0,4340.0,4268.0,4176.0,4244.0,4136.0,4240.0,4340.0,4340.0,4340.0,0.0
-309.5,-0.005985,0.0001259,0.002068,0.674,0.3823,0.88,0.4905,6.914,5.08,4300.0,4340.0,4220.0,4340.0,4130.0,4240.0,4268.0,4340.0,4316.0,4340.0,4224.0,4340.0,4340.0,4132.0,4340.0,3976.0,4244.0,4340.0,4340.0,3774.0,4316.0,4316.0,4320.0,4316.0,4340.0,4340.0,4300.0,4240.0,4316.0,4340.0,4340.0,4240.0,4340.0,4340.0,4176.0,4224.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4184.0,4260.0,4316.0,4340.0,4340.0,4224.0,4230.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,3890.0,4216.0,4240.0,4340.0,4290.0,4340.0,4340.0,4340.0,4340.0,4340.0,4268.0,4316.0,4340.0,4340.0,4176.0,4264.0,4340.0,4340.0,4260.0,4176.0,4244.0,4212.0,4316.0,4340.0,4340.0,4340.0,0.0
-310.2,-0.0062,0.0001029,0.003004,0.6714,0.3953,0.867,0.4922,8.125,6.145,4290.0,4340.0,4220.0,4340.0,4110.0,4240.0,4316.0,4340.0,4316.0,4340.0,4224.0,4340.0,4340.0,4132.0,4340.0,3972.0,4244.0,4340.0,4340.0,3792.0,4340.0,4340.0,4316.0,4340.0,4340.0,4340.0,4300.0,4240.0,4316.0,4340.0,4340.0,4240.0,4340.0,4340.0,4176.0,4216.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4184.0,4276.0,4316.0,4340.0,4340.0,4184.0,4230.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4230.0,4340.0,4340.0,4340.0,4340.0,4340.0,3890.0,4216.0,4240.0,4340.0,4304.0,4340.0,4340.0,4340.0,4340.0,4340.0,4268.0,4316.0,4340.0,4340.0,4176.0,4264.0,4340.0,4340.0,4268.0,4176.0,4240.0,4184.0,4316.0,4340.0,4340.0,4340.0,0.0
-312.0,-0.006287,9.12e-05,0.002665,0.6733,0.3738,0.873,0.504,6.723,4.71,4320.0,4340.0,4220.0,4340.0,4130.0,4240.0,4292.0,4340.0,4340.0,4340.0,4224.0,4340.0,4340.0,4132.0,4340.0,3972.0,4244.0,4340.0,4340.0,3792.0,4316.0,4316.0,4316.0,4340.0,4340.0,4340.0,4296.0,4240.0,4340.0,4340.0,4340.0,4240.0,4340.0,4340.0,4176.0,4220.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4184.0,4276.0,4340.0,4340.0,4340.0,4224.0,4228.0,4316.0,4340.0,4340.0,4340.0,4340.0,4340.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,3890.0,4216.0,4240.0,4340.0,4320.0,4340.0,4340.0,4340.0,4340.0,4340.0,4268.0,4320.0,4340.0,4340.0,4184.0,4280.0,4340.0,4340.0,4268.0,4172.0,4244.0,4212.0,4316.0,4340.0,4340.0,4340.0,0.0
-310.5,-0.006317,0.00012153,0.00347,0.6797,0.3828,0.873,0.5054,7.0,6.383,4290.0,4340.0,4220.0,4340.0,4130.0,4240.0,4276.0,4340.0,4316.0,4340.0,4224.0,4340.0,4340.0,4132.0,4340.0,3976.0,4244.0,4340.0,4340.0,3792.0,4340.0,4340.0,4316.0,4340.0,4340.0,4340.0,4296.0,4240.0,4316.0,4340.0,4340.0,4240.0,4340.0,4340.0,4176.0,4224.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4184.0,4270.0,4316.0,4340.0,4340.0,4224.0,4230.0,4260.0,4340.0,4340.0,4340.0,4340.0,4340.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,3890.0,4224.0,4240.0,4340.0,4316.0,4340.0,4340.0,4340.0,4340.0,4340.0,4268.0,4316.0,4340.0,4340.0,4184.0,4244.0,4340.0,4340.0,4252.0,4172.0,4240.0,4212.0,4280.0,4340.0,4340.0,4340.0,0.0
-313.8,-0.00604,0.0001315,0.003582,0.678,0.3855,0.873,0.5103,6.63,6.656,4316.0,4340.0,4220.0,4340.0,4136.0,4240.0,4320.0,4340.0,4316.0,4340.0,4224.0,4340.0,4340.0,4132.0,4340.0,3976.0,4260.0,4340.0,4340.0,3774.0,4340.0,4340.0,4316.0,4340.0,4340.0,4340.0,4300.0,4252.0,4340.0,4340.0,4340.0,4240.0,4340.0,4340.0,4176.0,4220.0,4260.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4216.0,4310.0,4340.0,4340.0,4340.0,4224.0,4236.0,4316.0,4340.0,4340.0,4340.0,4340.0,4340.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,3890.0,4224.0,4240.0,4340.0,4320.0,4340.0,4340.0,4340.0,4340.0,4340.0,4268.0,4316.0,4340.0,4340.0,4170.0,4244.0,4340.0,4340.0,4256.0,4172.0,4244.0,4212.0,4316.0,4340.0,4340.0,4340.0,0.0
-311.5,-0.006042,0.00011486,0.003345,0.678,0.394,0.89,0.513,5.86,6.707,4320.0,4340.0,4220.0,4340.0,4130.0,4240.0,4316.0,4340.0,4316.0,4340.0,4224.0,4340.0,4340.0,4130.0,4340.0,3972.0,4244.0,4340.0,4340.0,3774.0,4340.0,4340.0,4316.0,4340.0,4340.0,4340.0,4300.0,4240.0,4340.0,4340.0,4340.0,4240.0,4340.0,4340.0,4176.0,4220.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4184.0,4276.0,4316.0,4340.0,4340.0,4224.0,4228.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,3890.0,4224.0,4240.0,4340.0,4316.0,4340.0,4340.0,4340.0,4340.0,4340.0,4268.0,4316.0,4340.0,4340.0,4184.0,4264.0,4340.0,4340.0,4260.0,4172.0,4240.0,4212.0,4280.0,4340.0,4340.0,4340.0,0.0
-303.0,-0.00612,0.0001453,0.00455,0.676,0.393,0.9,0.5034,5.805,5.11,4280.0,4240.0,4216.0,4340.0,4110.0,4224.0,4244.0,4316.0,4316.0,4340.0,4224.0,4340.0,4340.0,4132.0,4340.0,3978.0,4240.0,4340.0,4340.0,3780.0,4240.0,4316.0,4316.0,4316.0,4340.0,4340.0,4296.0,4240.0,4316.0,4340.0,4340.0,4240.0,4340.0,4340.0,4176.0,4216.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4176.0,4240.0,4320.0,4340.0,4340.0,4220.0,4230.0,4244.0,4340.0,4340.0,4340.0,4340.0,4340.0,4230.0,4316.0,4340.0,4340.0,4340.0,4340.0,3890.0,4216.0,4230.0,4340.0,4280.0,4344.0,4340.0,4340.0,4340.0,4340.0,4268.0,4280.0,4340.0,4340.0,4156.0,4250.0,4340.0,4340.0,4260.0,4176.0,4240.0,4184.0,4280.0,4340.0,4340.0,4340.0,0.0
-317.2,-0.006027,0.000152,0.00516,0.674,0.387,0.889,0.5024,5.53,6.9,4316.0,4340.0,4224.0,4340.0,4184.0,4244.0,4316.0,4340.0,4340.0,4340.0,4224.0,4340.0,4340.0,4132.0,4340.0,3988.0,4316.0,4340.0,4340.0,3774.0,4340.0,4340.0,4316.0,4340.0,4340.0,4340.0,4300.0,4260.0,4340.0,4340.0,4340.0,4244.0,4340.0,4340.0,4176.0,4230.0,4316.0,4340.0,4340.0,4340.0,4340.0,4340.0,4340.0,4224.0,4310.0,4340.0,4340.0,4340.0,4228.0,4240.0,4316.0,4340.0,4340.0,4340.0,4340.0,4340.0,4240.0,4340.0,4340.0,4340.0,4340.0,4340.0,3890.0,4224.0,4240.0,4340.0,4316.0,4340.0,4340.0,4340.0,4340.0,4340.0,4268.0,4316.0,4340.0,4340.0,4220.0,4290.0,4340.0,4340.0,4260.0,4176.0,4244.0,4212.0,4316.0,4340.0,4340.0,4340.0,0.0
-374.5,-0.006042,0.0001508,0.004704,0.678,0.3748,0.8755,0.4963,5.242,6.902,4340.0,4340.0,4244.0,4450.0,4190.0,4292.0,4316.0,4450.0,4340.0,4450.0,4224.0,4450.0,4450.0,4132.0,4450.0,3978.0,4340.0,4450.0,4450.0,3774.0,4340.0,4450.0,4340.0,4450.0,4450.0,4450.0,4300.0,4280.0,4340.0,4340.0,4340.0,4304.0,4340.0,4440.0,4176.0,4276.0,4316.0,4400.0,4450.0,4450.0,4450.0,4450.0,4450.0,4240.0,4316.0,4340.0,4450.0,4450.0,4240.0,4276.0,4340.0,4450.0,4450.0,4450.0,4450.0,4450.0,4316.0,4450.0,4450.0,4450.0,4450.0,4450.0,3890.0,4240.0,4290.0,4450.0,4340.0,4400.0,4450.0,4450.0,4450.0,4450.0,4280.0,4340.0,4450.0,4450.0,4240.0,4316.0,4450.0,4450.0,4256.0,4172.0,4256.0,4220.0,4340.0,4450.0,4450.0,4424.0,0.0
