,rrr_factor,alb_ice,alb_snow,alb_firn,albedo_aging,albedo_depth,center_snow_transfer,spread_snow_transfer,roughness_fresh_snow,roughness_ice,roughness_firn,mb,sim1,sim2,sim3,sim4,sim5,sim6,sim7,sim8,sim9,sim10,sim11,sim12,sim13,sim14,sim15,sim16,sim17,sim18,sim19,sim20,sim21,sim22,sim23,sim24,sim25,sim26,sim27,sim28,sim29,sim30,sim31,sim32,sim33,sim34,sim35,sim36,sim37,sim38,sim39,sim40,sim41,sim42,sim43,sim44,sim45,sim46,sim47,sim48,sim49,sim50,sim51,sim52,sim53,sim54,sim55,sim56,sim57,sim58,sim59,sim60,sim61,sim62
0,1.665,0.25,0.84,0.5549999999999999,1.1,1.1,1.0,1.0,0.24,1.7,4.0,14.486253922354482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.665,0.25,0.84,0.5549999999999999,1.1,1.1,1.0,1.0,0.24,1.7,4.0,14.486253922354482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.665,0.25,0.84,0.5549999999999999,1.1,1.1,1.0,1.0,0.24,1.7,4.0,14.486253922354482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0581075985991273,0.25,0.84,0.5549999999999999,1.1,1.1,1.0,1.0,0.24,1.7,4.0,8.664258184097694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.653645483330199,0.25,0.84,0.5549999999999999,1.1,1.1,1.0,1.0,0.24,1.7,4.0,4.5216473244867945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.4589424557857633,0.25,0.84,0.5549999999999999,1.1,1.1,1.0,1.0,0.24,1.7,4.0,2.2988625508499574,0.0,0.0,0.0,0.0,0.09765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515625,0.0,0.0,0.0,0.0,0.0,0.05078125,0.11328125,0.13671875,0.0,0.0,0.0,0.0,0.0,0.0,0.19140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19140625
6,0.3789289337360254,0.25,0.84,0.5549999999999999,1.1,1.1,1.0,1.0,0.24,1.7,4.0,1.296715271983507,0.0,0.0,0.0,0.0,0.21484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13671875,0.13671875,0.0,0.0,0.0,0.0,0.0,0.21484375,0.0,0.0,0.0,0.0,0.0,0.20703125,0.23828125,0.24609375,0.0,0.0,0.0,0.11328125,0.0,0.0,0.27734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21484375,0.28515625
7,0.3482109018747387,0.25,0.84,0.5549999999999999,1.1,1.1,1.0,1.0,0.24,1.7,4.0,0.890472998298482,0.0,0.0,0.0,0.0,0.24609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20703125,0.15234375,0.0,0.0,0.0,0.0,0.0,0.26171875,0.0,0.0,0.0,0.0,0.0,0.25390625,0.26171875,0.28515625,0.0,0.0,0.0,0.16796875,0.0,0.0,0.33203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14453125,0.27734375,0.29296875
8,0.3367284254580511,0.25,0.84,0.5549999999999999,1.1,1.1,1.0,1.0,0.24,1.7,4.0,0.7350851865897905,0.0,0.0,0.0,0.0,0.26171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21484375,0.15234375,0.0,0.0,0.0,0.0,0.0,0.27734375,0.0,0.0,0.0,0.0,0.0,0.26953125,0.26953125,0.30078125,0.0,0.0,0.0,0.19140625,0.0,0.0,0.35546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15234375,0.28515625,0.30078125
9,0.3324791986365316,0.25,0.84,0.5549999999999999,1.1,1.1,1.0,1.0,0.24,1.7,4.0,0.6770829972326807,0.0,0.0,0.0,0.0,0.26953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22265625,0.15234375,0.0,0.0,0.0,0.0,0.0,0.27734375,0.0,0.0,0.0,0.0,0.0,0.27734375,0.27734375,0.30859375,0.0,0.0,0.0,0.19921875,0.0,0.0,0.36328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16015625,0.30859375,0.30078125
