,rrr_factor,alb_ice,alb_snow,alb_firn,albedo_aging,albedo_depth,center_snow_transfer,spread_snow_transfer,roughness_fresh_snow,roughness_ice,roughness_firn,aging_factor_roughness,mb,sim1,sim2,sim3,sim4,sim5,sim6,sim7,sim8,sim9,sim10,sim11,sim12,sim13,sim14,sim15,sim16,sim17,sim18,sim19,sim20,sim21,sim22,sim23,sim24,sim25,sim26,sim27,sim28,sim29,sim30,sim31,sim32,sim33,sim34,sim35,sim36,sim37,sim38,sim39,sim40,sim41,sim42,sim43,sim44,sim45,sim46,sim47,sim48,sim49,sim50,sim51,sim52,sim53,sim54,sim55,sim56,sim57,sim58,sim59,sim60,sim61,sim62,sim63,sim64,sim65,sim66,sim67,sim68,sim69,sim70,sim71,sim72,sim73,sim74,sim75,sim76,sim77,sim78,sim79
0,1.303812150122659,0.2199943765184912,0.9119403049292616,0.5755125421835232,18.044380413304623,12.415981729157032,1.0,1.0,0.24,12.419856209189977,4.0,0.0026,0.6716820601392623,0.0,0.0,0.0,0.2301587301587301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0873015873015873,0.1349206349206349,0.0873015873015873,0.246031746031746,0.0,0.0,0.0,0.0,0.0,0.0,0.1507936507936507,0.2142857142857142,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1031746031746031,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.1507936507936507,0.2619047619047619,0.0,0.0,0.1984126984126984,0.2777777777777778,0.0,0.0,0.0,0.2777777777777778,0.2936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.2936507936507936,0.0,0.0
1,1.583056733510854,0.163430444362611,0.9214380257427404,0.5673277843688944,22.872382242507783,14.75467064047132,1.0,1.0,0.24,18.137691150823823,4.0,0.0026,1.7086606692904982,0.0,0.0,0.0,0.119047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396825396825396,0.1031746031746031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079365079365079,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.119047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1349206349206349,0.1349206349206349,0.1507936507936507,0.1349206349206349,0.1507936507936507,0.0,0.0,0.0873015873015873,0.1666666666666666,0.0,0.0,0.0,0.119047619047619,0.1825396825396825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1825396825396825,0.0,0.0
2,0.6696708965657581,0.1492699843764843,0.918497906135528,0.6026951724886136,22.4446563791828,12.106251074910716,1.0,1.0,0.24,19.83324944362701,4.0,0.0026,-1.7774695700357483,0.0,0.0,0.0,0.4682539682539682,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.1349206349206349,0.2936507936507936,0.0,0.0,0.0,0.0,0.373015873015873,0.4206349206349206,0.4047619047619047,0.5,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.4365079365079365,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5158730158730159,0.5158730158730159,0.5158730158730159,0.5158730158730159,0.4047619047619047,0.0,0.0,0.4365079365079365,0.5158730158730159,0.0,0.0,0.1984126984126984,0.5317460317460317,0.4523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1984126984126984,0.4047619047619047,0.5317460317460317,0.4206349206349206,0.0,0.0
3,0.7384126723217119,0.1702795081192202,0.9191356740513812,0.667640680283165,21.63177141520401,7.8060865490719635,1.0,1.0,0.24,8.123304530436666,4.0,0.0026,-0.929480635841958,0.0,0.0,0.0,0.4206349206349206,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0079365079365079,0.2142857142857142,0.0,0.0,0.0,0.0,0.2936507936507936,0.3571428571428571,0.2619047619047619,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.0079365079365079,0.3888888888888889,0.4206349206349206,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.0,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4206349206349206,0.4523809523809524,0.4523809523809524,0.4523809523809524,0.2619047619047619,0.3412698412698413,0.0,0.0,0.373015873015873,0.4523809523809524,0.0,0.0,0.0555555555555555,0.4523809523809524,0.4365079365079365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1031746031746031,0.3253968253968254,0.4682539682539682,0.4206349206349206,0.0,0.0
4,1.827236277245849,0.1838579841366326,0.9164140351413844,0.5723735712477633,2.6493506320404507,14.726761851119408,1.0,1.0,0.24,16.501063585152774,4.0,0.0026,0.5625445770730725,0.0,0.0,0.0,0.2619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.1666666666666666,0.0079365079365079,0.2619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.119047619047619,0.2301587301587301,0.2301587301587301,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.2777777777777778,0.2777777777777778,0.2936507936507936,0.0634920634920634,0.1984126984126984,0.0,0.0,0.2619047619047619,0.2936507936507936,0.0,0.0,0.0,0.2777777777777778,0.3412698412698413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246031746031746,0.3412698412698413,0.0,0.0
5,1.35740441403694,0.1850942820491075,0.9034499548824414,0.6575957481476884,1.6530162537269315,8.382627446496063,1.0,1.0,0.24,16.120152824238012,4.0,0.0026,-0.5648434836697416,0.0,0.0,0.0,0.373015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1349206349206349,0.0,0.0,0.0,0.0,0.246031746031746,0.2777777777777778,0.0714285714285714,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.3888888888888889,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.4047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246031746031746,0.4206349206349206,0.4206349206349206,0.4206349206349206,0.1349206349206349,0.246031746031746,0.0,0.0,0.3888888888888889,0.4365079365079365,0.0,0.0,0.0,0.4365079365079365,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246031746031746,0.3888888888888889,0.373015873015873,0.0,0.0
6,1.2077413866477305,0.1273350067660036,0.8882598900616491,0.5068463109064333,15.786835152200092,2.115796090794684,1.0,1.0,0.24,15.151464035038984,4.0,0.0026,-0.2272843357345553,0.0,0.0,0.0,0.2936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1349206349206349,0.0,0.0,0.0,0.0,0.2301587301587301,0.2619047619047619,0.0,0.2936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.246031746031746,0.3412698412698413,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.373015873015873,0.373015873015873,0.373015873015873,0.0,0.1825396825396825,0.0,0.0,0.2777777777777778,0.3412698412698413,0.0,0.0,0.0,0.3888888888888889,0.4047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0.3888888888888889,0.3888888888888889,0.0,0.0
7,0.5138444578307447,0.1286240739243163,0.9199731217901412,0.5280891574243338,8.105127494073555,13.185303101680828,1.0,1.0,0.24,10.186679273976065,4.0,0.0026,-4.195429079537911,0.0,0.0,0.2619047619047619,0.753968253968254,0.0,0.0,0.0,0.2777777777777778,0.4682539682539682,0.0,0.0,0.0,0.0,0.4047619047619047,0.5793650793650794,0.0,0.0,0.0,0.0,0.7222222222222222,0.7698412698412699,0.753968253968254,0.8174603174603174,0.1269841269841269,0.0,0.0,0.0,0.0,0.5952380952380952,0.8174603174603174,0.8174603174603174,0.8174603174603174,0.0,0.0,0.0,0.0,0.0,0.4206349206349206,0.8174603174603174,0.1904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0873015873015873,0.8333333333333334,0.7222222222222222,0.753968253968254,0.8492063492063492,0.8492063492063492,0.5555555555555556,0.0,0.0,0.7698412698412699,0.8492063492063492,0.0,0.0,0.5317460317460317,0.8492063492063492,0.4841269841269841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.4682539682539682,0.753968253968254,0.8492063492063492,0.4523809523809524,0.0,0.0
8,0.7372465094556279,0.1784023384109797,0.912789947149824,0.5463447852187544,11.69312368185791,3.1365539553156347,1.0,1.0,0.24,16.688772822363784,4.0,0.0026,-2.1006466264558514,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3253968253968254,0.0,0.0,0.0,0.0,0.1507936507936507,0.3412698412698413,0.0,0.0,0.0,0.0,0.4365079365079365,0.5158730158730159,0.1349206349206349,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.2301587301587301,0.5,0.4841269841269841,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0873015873015873,0.5793650793650794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5793650793650794,0.4682539682539682,0.4841269841269841,0.6111111111111112,0.1825396825396825,0.2936507936507936,0.0,0.0,0.4682539682539682,0.4523809523809524,0.0,0.0,0.2301587301587301,0.626984126984127,0.4365079365079365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246031746031746,0.4523809523809524,0.6428571428571429,0.4206349206349206,0.0,0.0
9,1.2419621537811971,0.1993146500615554,0.8939282776595381,0.6562512392672081,4.734926534850091,1.611314589896209,1.0,1.0,0.24,4.061408971309859,4.0,0.0026,-0.1353323608792204,0.0,0.0,0.0,0.3253968253968254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119047619047619,0.0,0.0,0.0,0.0,0.2142857142857142,0.2619047619047619,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.246031746031746,0.3095238095238095,0.1825396825396825,0.0,0.0,0.0,0.0,0.0,0.0,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2301587301587301,0.3888888888888889,0.3888888888888889,0.3888888888888889,0.0,0.1666666666666666,0.0,0.0,0.2936507936507936,0.3412698412698413,0.0,0.0,0.0,0.4047619047619047,0.4047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0.373015873015873,0.3888888888888889,0.0,0.0
