LS_DATE,CC_area,CC_total_port,DC_area,DIC_area,DIC_max,IC_area,LS_ID,LS_SAT,RGI_ID,SC_area,SC_max,SC_mean,SC_median,SC_min,SC_stdev,cc_TSLrange_percent,class_coverage,glacier_DEM_max,glacier_DEM_min,glacier_area,tool_version,scene,TSL_stddev_norm,TSL_max_norm,TSL_min_norm,TSL_normalized
2001-03-18,1.4016262468663498,17.424528957606036,0.0,0.0,,0.0,LT05_L1TP_193027_20010318_20200906_02_T1,LANDSAT_5,RGI60-11.00897,6.642355423352403,2515.0,2469.2996352474534,2430.0,2411.0,27.58623919145577,0.0,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8976412012705721,0.06714060031595577,-0.015007898894154818,0.0
2001-05-05,1.3608677810829226,14.756407622829425,0.0,0.0,,0.0,LT05_L1TP_193027_20010505_20200906_02_T1,LANDSAT_5,RGI60-11.00897,7.861347718695365,2508.0,2469.8533564760514,2430.0,2411.0,25.377519142448453,0.0,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8993858458590456,0.061611374407582936,-0.015007898894154818,0.0
2001-08-25,0.7379798422513382,8.207100851683686,0.7040769689774977,3.98123205377689,3677.0,3.2771536344116505,LT05_L1TP_193027_20010825_20200906_02_T1,LANDSAT_5,RGI60-11.00897,4.272750130383021,2885.0,2856.8289069323573,2857.0,2801.0,20.575153231610948,5.706073943411063,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9031791838612868,0.3593996840442338,0.2930489731437599,0.3372827804107425
2002-03-05,0.0,0.0,0.0,0.0,,0.0,LT05_L1TP_193027_20020305_20200905_02_T1,LANDSAT_5,RGI60-11.00897,7.637720785947032,2547.0,2488.758413440721,2430.0,2420.0,35.770229500525964,0.0,95.29432611799056,3696,2430,8.014874648979873,0.8.1,193027,-1.8911767539490316,0.0924170616113744,-0.007898894154818325,0.0
2002-06-01,0.0879996930421592,0.940403422245474,0.0135377387653126,0.2504609418219886,3687.0,0.2369234403259737,LE07_L1TP_193027_20020601_20200916_02_T1,LANDSAT_7,RGI60-11.00897,9.019192260530826,2579.0,2540.052647520446,2545.9999999999995,2484.0,26.78330657633087,4.389737508199898,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8982754292446045,0.11769352290679305,0.04265402843601896,0.09162717219589221
2002-06-17,0.3452318144318078,3.681308563537636,0.0338443469130235,0.5754702300098066,3687.0,0.5416261994657221,LE07_L1TP_193027_20020617_20211129_02_T1,LANDSAT_7,RGI60-11.00897,8.457264628305648,2635.0,2611.7694922427813,2611.0,2577.0,16.87738022353518,5.643552728543965,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9061000156212204,0.16192733017377567,0.11611374407582939,0.1429699842022117
2002-07-19,0.914009956776388,9.802979114821609,0.4197053071220429,3.121273278219551,3687.0,2.701568155655714,LE07_L1TP_193027_20020719_20200916_02_T1,LANDSAT_7,RGI60-11.00897,5.28850868824643,2829.0,2798.4081622070094,2801.0,2748.0,22.91638419898664,4.10657931062219,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9013298703009585,0.31516587677725116,0.25118483412322273,0.2930489731437599
2002-08-20,0.8462972597794738,9.299646943507083,0.365562482866315,3.2161181944804857,3687.0,2.8505560011729694,LE07_L1TP_193027_20020820_20200916_02_T1,LANDSAT_7,RGI60-11.00897,5.037899053236495,2897.0,2879.3519171387597,2881.0,2841.0,11.941055600910724,2.4221560759513783,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9099991661920137,0.3688783570300158,0.3246445497630332,0.35624012638230645
2002-10-23,2.891415741136102,40.5148700799616,0.0,0.0135376261701183,2474.0,0.0135376261701183,LE07_L1TP_193027_20021023_20200916_02_T1,LANDSAT_7,RGI60-11.00897,4.231730321442209,2563.0,2531.8154575570616,2540.0,2470.0,26.45856803045533,8.945716245407889,89.04291231719277,3696,2430,8.014874648979873,0.8.1,193027,-1.8985319367847904,0.10505529225908374,0.0315955766192733,0.08688783570300158
2003-04-01,0.0338536907635349,0.396807119460814,0.0,0.0,,0.0,LE07_L1TP_193027_20030401_20200915_02_T1,LANDSAT_7,RGI60-11.00897,8.497668965455622,2523.0,2476.2567507550184,2430.0,2411.0,29.22225661789171,0.0,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8963489284218866,0.07345971563981042,-0.015007898894154818,0.0
2003-04-17,0.0135414537251498,0.1500300707956847,0.0,0.0406233484880246,3687.0,0.0406233484880246,LE07_L1TP_193027_20030417_20211203_02_T1,LANDSAT_7,RGI60-11.00897,8.9716609828809,2523.0,2479.5128037226923,2430.0,2411.0,29.312598397770632,0.0,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8962775684061843,0.07345971563981042,-0.015007898894154818,0.0
2003-07-14,1.2932232755936903,13.870134200898717,0.8936556573293911,4.685529391178511,3694.0,3.791872499278493,LT05_L1TP_193027_20030714_20200904_02_T1,LANDSAT_5,RGI60-11.00897,3.345040680032472,2892.0,2872.3590772693174,2877.0,2828.0,17.475794724076202,13.550089422519209,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9056273343411718,0.36492890995260663,0.31437598736176936,0.35308056872037913
2003-07-30,0.9750237020766336,10.495481618426652,1.083241242152028,6.263134567088859,3682.0,5.18666349376237,LT05_L1TP_193027_20030730_20200904_02_T1,LANDSAT_5,RGI60-11.00897,2.045008029346058,3033.0,2953.6849424650786,2985.0,2882.0,53.16384654613664,11.02178630741714,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8774377199477594,0.476303317535545,0.3570300157977883,0.43838862559241704
2003-10-02,2.4998771055576765,34.34503195868912,0.3223567665675493,2.605808575668386,3657.0,2.283451809570072,LT05_L1TP_193027_20031002_20200904_02_T1,LANDSAT_5,RGI60-11.00897,2.1730296469316035,2861.0,2852.876946107785,2854.0,2836.0,6.210635403079414,5.252595982390066,90.81508628273978,3696,2430,8.014874648979873,0.8.1,193027,-1.914525564452544,0.3404423380726698,0.320695102685624,0.334913112164297
2003-10-18,0.189577198623769,2.554587136815735,0.0067730343029995,0.2640842932501446,3558.0,0.2573112589471451,LT05_L1TP_193027_20031018_20200904_02_T1,LANDSAT_5,RGI60-11.00897,6.967391455207975,2580.0,2539.1480353392985,2550.0,2439.0,37.64518229607126,6.387459991287077,92.5909725707417,3696,2430,8.014874648979873,0.8.1,193027,-1.8896957485813024,0.11848341232227488,0.0071090047393364926,0.0947867298578199
2004-03-18,0.0,0.0,0.0,0.0473986344222155,3492.0,0.0473986344222155,LE07_L1TP_193027_20040318_20200915_02_T1,LANDSAT_7,RGI60-11.00897,8.064301481266579,2530.0,2478.7980078112187,2430.0,2411.0,32.05111849918207,0.0,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8941144403639953,0.07898894154818326,-0.015007898894154818,0.0
2004-05-29,0.0676913960474427,0.7249535570597593,0.047382648643924,0.115073810124069,2755.0,0.067690686945938,LT05_L1TP_193027_20040529_20200903_02_T1,LANDSAT_5,RGI60-11.00897,9.15457864288748,2555.0,2512.5203039345865,2430.0,2430.0,30.219087117690325,4.957560822603635,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8955615425610661,0.09873617693522907,0.0,0.0
2004-06-30,0.203087067720272,2.1702774964795406,0.3113828322970201,1.2254093318865045,3687.0,0.914027132353718,LT05_L1TP_193027_20040630_20200903_02_T1,LANDSAT_5,RGI60-11.00897,7.929159640351128,2668.0,2642.0641105731697,2642.0,2607.0,15.559942870313993,2.9078639531214283,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.90714064544209,0.18799368088467613,0.13981042654028436,0.1674565560821485
2004-08-01,1.3948587436920368,15.025680676967465,0.6498921798515973,3.744194025380044,3458.0,3.0943020289123364,LT05_L1TP_193027_20040801_20200903_02_T1,LANDSAT_5,RGI60-11.00897,4.144108583421115,2829.0,2810.699754863934,2810.0,2787.0,10.756949472322756,5.074417372643735,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9109344790897922,0.31516587677725116,0.28199052132701424,0.3001579778830964
2004-09-18,0.3655893608504216,4.379005398482325,0.5145170109340889,1.340544278652412,3687.0,0.8260267144877389,LT05_L1TP_193027_20040918_20200903_02_T1,LANDSAT_5,RGI60-11.00897,6.642548666746524,2619.0,2593.7483546188205,2595.0,2550.0,17.46804650394559,8.0850542718969,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.905633454578242,0.14928909952606634,0.0947867298578199,0.13033175355450238
2004-10-04,0.3046716074183238,3.8991647526794098,0.3520247892743757,1.2998980643999738,3682.0,0.9478734602530406,LT05_L1TP_193027_20041004_20200903_02_T1,LANDSAT_5,RGI60-11.00897,6.209196612026675,2699.0,2673.212945928227,2674.0,2637.0,18.7928875434788,3.89252533098697,97.49080656847993,3696,2430,8.014874648979873,0.8.1,193027,-1.904586976663919,0.21248025276461296,0.16350710900473933,0.19273301737756715
2005-02-25,0.0161631101817549,0.2381605545670208,0.0,0.0915896479852453,3632.0,0.0915896479852453,LT05_L1TP_193027_20050225_20200902_02_T1,LANDSAT_5,RGI60-11.00897,6.678891742995023,2563.0,2517.9852357517075,2430.0,2429.0,38.41835266736267,0.0,84.67561626269075,3696,2430,8.014874648979873,0.8.1,193027,-1.889085029488655,0.10505529225908374,-0.0007898894154818325,0.0
2005-04-22,1.7130668703202148,18.838277017245936,0.0,0.0406132162979201,2547.0,0.0406132162979201,LE07_L1TP_193027_20050422_20200914_02_T1,LANDSAT_7,RGI60-11.00897,7.339862014313054,2523.0,2484.784606526624,2430.0,2411.0,29.748741815960077,2.929765815862706,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8959330633365246,0.07345971563981042,-0.015007898894154818,0.0
2005-04-30,0.0947669861697895,1.029863446840521,0.0135377387653126,0.1083042410498372,2688.0,0.0947665286474719,LT05_L1TP_193027_20050430_20200902_02_T1,LANDSAT_5,RGI60-11.00897,8.998827466114578,2555.0,2516.0285846012,2518.0,2430.0,28.83265790724968,6.998808396193825,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8966566683197081,0.09873617693522907,0.0,0.06951026856240126
2005-06-01,0.1975444104684738,2.3145404812155213,0.225378346955155,0.8476462981498912,3693.0,0.622267950903761,LT05_L1TP_193027_20050601_20200902_02_T1,LANDSAT_5,RGI60-11.00897,7.489739331095083,2659.0,2636.262251632382,2637.0,2595.0,15.529355802243716,2.57726873969737,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9071648058434094,0.18088467614533965,0.13033175355450238,0.16350710900473933
2005-07-03,0.4893732385347553,5.734976519430357,0.5252874618105328,2.5447459877275134,3680.0,2.019458523530036,LT05_L1TP_193027_20050703_20200902_02_T1,LANDSAT_5,RGI60-11.00897,5.520565497655924,2801.0,2785.924339508753,2791.0,2758.0,12.411867821161978,5.541452895586183,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9096272766025575,0.2930489731437599,0.25908372827804105,0.28515007898894157
2005-09-05,1.2255272338982564,13.93340695630067,1.1170910276938235,4.908921554723613,3696.0,3.79182825877664,LT05_L1TP_193027_20050905_20200901_02_T1,LANDSAT_5,RGI60-11.00897,2.661153561448466,3049.0,3029.139592107132,3037.0,2982.0,21.38464532216114,7.736196469355155,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9025397746270447,0.48894154818325436,0.43601895734597157,0.4794628751974723
2006-02-28,1.21898464637098,16.204280067029426,0.0,0.0,,0.0,LT05_L1TP_193027_20060228_20200901_02_T1,LANDSAT_5,RGI60-11.00897,6.303627862404426,2539.0,2487.123410473106,2430.0,2429.0,31.8789030992272,0.0,93.85810042106772,3696,2430,8.014874648979873,0.8.1,193027,-1.8942504714856025,0.08609794628751975,-0.0007898894154818325,0.0
2006-04-17,1.4017897081194657,15.5076125160769,0.0,0.0,,0.0,LT05_L1TP_193027_20060417_20201008_02_T1,LANDSAT_5,RGI60-11.00897,7.637575756459515,2499.0,2465.5857160474256,2430.0,2411.0,23.61369089191748,0.0,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9007790751248677,0.054502369668246446,-0.015007898894154818,0.0
2006-05-03,0.0676909456677472,0.7334603306310203,0.0,0.0812293599708078,2755.0,0.0812293599708078,LT05_L1TP_193027_20060503_20200901_02_T1,LANDSAT_5,RGI60-11.00897,9.080064752114827,2547.0,2495.519294104732,2430.0,2411.0,34.34463131489401,1.155225019973738,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8923028188665925,0.0924170616113744,-0.015007898894154818,0.0
2006-05-19,0.2253831378808652,2.6448884906148566,0.0152646600825577,0.4292100965788001,3629.0,0.41394543636333,LT05_L1TP_193027_20060519_20200901_02_T1,LANDSAT_5,RGI60-11.00897,7.866867639596558,2604.0,2567.3954672200257,2576.0,2490.0,30.101590372895416,7.811284987264614,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8956543519961333,0.13744075829383887,0.04739336492890995,0.11532385466034756
2006-06-20,2.2005793398957696,23.448493219661277,0.3926146214442063,2.342626729373654,3574.0,1.9500120019792735,LT05_L1TP_193027_20060620_20200901_02_T1,LANDSAT_5,RGI60-11.00897,4.841535182582716,2699.0,2680.3091310559817,2687.0,2633.0,18.723017580522804,6.476493707781389,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9046421662081177,0.21248025276461296,0.160347551342812,0.20300157977883096
2006-07-22,2.1261076535628898,22.803021749618,1.4962522347417568,5.105310420553187,3696.0,3.609057056439911,LT05_L1TP_193027_20060722_20200831_02_T1,LANDSAT_5,RGI60-11.00897,2.09238241615256,3049.0,3039.647084256607,3043.999999999999,2998.0,12.671774355134314,20.510569390903537,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9094219791823583,0.48894154818325436,0.4486571879936809,0.48499210110584445
2006-08-23,0.8869797927430674,9.768501486950177,1.042619957642743,3.906810732589083,3687.0,2.864191539187704,LT05_L1TP_193027_20060823_20200831_02_T1,LANDSAT_5,RGI60-11.00897,4.286205540142071,2953.0,2939.1008351756336,2941.0,2909.0,10.260673005403852,11.784058380401676,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9113264826181644,0.41311216429699843,0.3783570300157978,0.40363349131121645
2006-09-24,1.0698054108999355,13.025343352542142,1.286347956160865,5.504773024595709,3677.0,4.218428231981939,LT05_L1TP_193027_20060924_20200831_02_T1,LANDSAT_5,RGI60-11.00897,1.638680316455025,3105.0,3093.3059659320256,3095.0,3072.0,8.620803429422804,5.403649263804533,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9126217982390026,0.533175355450237,0.5071090047393365,0.5252764612954186
2006-10-10,0.3656039426664743,4.7572973578057045,0.5145344320031995,1.299956176681023,3687.0,0.7854199256446196,LT05_L1TP_193027_20061010_20200831_02_T1,LANDSAT_5,RGI60-11.00897,6.019561298991541,2587.0,2560.184268950206,2563.0,2511.0,20.99845539339373,2.998552055704345,95.88569885871128,3696,2430,8.014874648979873,0.8.1,193027,-1.902844821964144,0.1240126382306477,0.06398104265402843,0.10505529225908374
2007-02-15,2.1011907858778,32.7090680696367,0.0,0.2181986451294883,3632.0,0.2181986451294883,LT05_L1TP_193028_20070215_20200831_02_T1,LANDSAT_5,RGI60-11.00897,4.106284930645514,2580.0,2560.464633841538,2515.0,2515.0,17.01891283835513,0.8254932202396943,80.1494566644868,3696,2430,8.014874648979873,0.8.1,193028,-1.9059882205068286,0.11848341232227488,0.06714060031595577,0.06714060031595577
2007-08-26,0.7989276592207668,8.85157352425956,1.191508693544283,3.500354703383761,3687.0,2.3088449023034734,LT05_L1TP_193027_20070826_20200830_02_T1,LANDSAT_5,RGI60-11.00897,4.726550990494217,2873.0,2863.8531971122857,2864.0,2849.0,6.669674809690353,12.065791662754991,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.914162974083973,0.3499210110584518,0.33096366508688785,0.34281200631911535
2008-06-25,0.3789260477124067,4.439708896696095,0.3582711257949058,1.7455824887870812,3693.0,1.387311362980732,LT05_L1TP_193027_20080625_20200829_02_T1,LANDSAT_5,RGI60-11.00897,6.410421500311268,2745.0,2733.7436982231043,2736.0000000000005,2708.0,9.27769783313382,5.669063600397371,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.912102924302422,0.24881516587677724,0.21958925750394945,0.24170616113744112
2008-07-19,0.6007192808112334,7.045032852415094,0.5082264500971706,3.089791005294014,3693.0,2.581564553832488,LE07_L1TP_193028_20080719_20200912_02_T1,LANDSAT_7,RGI60-11.00897,4.8363382619830215,2881.0,2867.5487173587944,2872.0,2843.0,10.074979913100156,5.6261929394580665,100.0,3696,2430,8.014874648979873,0.8.1,193028,-1.911473159626303,0.35624012638230645,0.32622432859399686,0.34913112164297
2008-09-29,0.4806991853550377,5.985959913437342,0.5957628423463256,1.293169543757145,3682.0,0.6974040117489182,LT05_L1TP_193027_20080929_20200829_02_T1,LANDSAT_5,RGI60-11.00897,6.256574873343178,2619.0,2588.8557401358657,2524.0,2524.0,23.690580484164705,15.154788070821589,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9007183408497907,0.14928909952606634,0.07424960505529225,0.07424960505529225
2009-02-28,0.7786669360363524,10.35102217901826,0.0,0.074484243161778,3419.0,0.074484243161778,LE07_L1TP_193027_20090228_20200912_02_T1,LANDSAT_7,RGI60-11.00897,6.669457126917352,2547.0,2492.051375895408,2430.0,2429.0,34.18576919403049,0.0,93.85810042106772,3696,2430,8.014874648979873,0.8.1,193027,-1.8924283023743835,0.0924170616113744,-0.0007898894154818325,0.0
2009-03-08,2.870667680547218,36.93060037229422,0.0,0.0,,0.0,LT05_L1TP_193027_20090308_20200828_02_T1,LANDSAT_5,RGI60-11.00897,4.9024746569267705,2507.0,2460.295026505768,2430.0,2411.0,25.35375654878552,0.0,96.98393864787536,3696,2430,8.014874648979873,0.8.1,193027,-1.8994046156802642,0.060821484992101105,-0.015007898894154818,0.0
2009-03-16,2.039235534754834,27.026198080652943,0.0,0.0736306758363396,3453.0,0.0736306758363396,LE07_L1TP_193028_20090316_20200912_02_T1,LANDSAT_7,RGI60-11.00897,5.441516094672993,2530.0,2489.013773063384,2430.0,2418.0,28.911418931425604,0.5054402703088284,94.14249422759526,3696,2430,8.014874648979873,0.8.1,193028,-1.896594455820359,0.07898894154818326,-0.009478672985781991,0.0
2009-05-03,0.1760529400956682,1.907608859313924,0.0,0.0,,0.0,LE07_L1TP_193027_20090503_20200912_02_T1,LANDSAT_7,RGI60-11.00897,9.052932248869949,2515.0,2473.650991823676,2430.0,2411.0,27.045807229006364,0.0,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8980680827574992,0.06714060031595577,-0.015007898894154818,0.0
2009-05-11,0.7449467850052448,8.001357515434034,0.0,0.2302125921975345,3369.0,0.2302125921975345,LT05_L1TP_193027_20090511_20200827_02_T1,LANDSAT_5,RGI60-11.00897,8.3350980093788,2523.0,2477.1090833487337,2430.0,2411.0,29.255551280722315,0.0,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8963226293201247,0.07345971563981042,-0.015007898894154818,0.0
2009-05-19,2.451325438098091,26.271980793835564,0.0,0.5754139829474136,3294.0,0.5754139829474136,LE07_L1TP_193027_20090519_20200912_02_T1,LANDSAT_7,RGI60-11.00897,6.303832033416605,2597.0,2575.1163316207976,2583.0,2484.0,27.63456268111537,0.0,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.8976030310575709,0.13191153238546605,0.04265402843601896,0.12085308056872038
2009-06-12,0.2233862917320327,2.3820338519018063,0.2301501709152329,0.5821715566044919,3420.0,0.352020805681438,LT05_L1TP_193027_20090612_20200827_02_T1,LANDSAT_5,RGI60-11.00897,8.5724072933908,2643.0,2616.590114728873,2622.0,2568.0,20.637438963199493,9.422817946417116,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9031299850211694,0.16824644549763032,0.10900473933649289,0.15165876777251186
2009-06-28,2.132537548440668,22.7398762540492,0.1963056420772975,1.1983991753138248,3687.0,1.0020936387172783,LT05_L1TP_193027_20090628_20200827_02_T1,LANDSAT_5,RGI60-11.00897,6.047030660910817,2699.0,2678.9812898418745,2684.0,2633.0,18.04958750031919,10.14728502935479,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9051741015005377,0.21248025276461296,0.160347551342812,0.20063191153238547
2009-07-14,1.604841457659558,17.18734715460516,0.5889484534127324,3.033282099251832,3687.0,2.444333541359814,LT05_L1TP_193027_20090714_20200827_02_T1,LANDSAT_5,RGI60-11.00897,4.699218891875338,2765.0,2758.6904352028027,2759.0,2749.0,4.412990285067325,1.9394434458059724,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9159455053040544,0.2646129541864139,0.2519747235387046,0.2598736176935229
2009-07-30,3.934048528316731,42.25500316496789,0.7852892218785804,3.825508293802059,3677.0,3.0402192036840936,LT05_L1TP_193027_20090730_20200827_02_T1,LANDSAT_5,RGI60-11.00897,1.5506980352500797,2837.0,2826.315233295399,2830.0,2798.0,11.671130098571336,11.922208525878595,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9102123774892803,0.32148499210110587,0.29067930489731436,0.315955766192733
2009-08-15,1.2458620969411922,13.609294840476965,1.279541202370707,4.739583627206662,3677.0,3.4600468822097303,LT05_L1TP_193027_20090815_20200827_02_T1,LANDSAT_5,RGI60-11.00897,3.169044155956509,2930.0,2892.94420826754,2890.0,2872.0,14.251064529952975,16.979715926467996,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.9081745145892945,0.3949447077409163,0.34913112164297,0.36334913112164297
2009-08-31,1.313573176405847,14.730313394422645,1.679021948598986,5.938061445325214,3696.0,4.259034770877627,LT05_L1TP_193027_20090831_20200825_02_T1,LANDSAT_5,RGI60-11.00897,1.6658483516168223,3049.0,3022.8504324767982,3045.0000000000005,2900.0,59.3309310141009,12.236096843298697,100.0,3696,2430,8.014874648979873,0.8.1,193027,-1.872566405202132,0.48894154818325436,0.3712480252764613,0.48578199052132737
2009-10-02,1.2119487683676249,15.259181905612897,1.381155103913224,5.193280651482986,3696.0,3.818905612749279,LT05_L1TP_193027_20091002_20200825_02_T1,LANDSAT_5,RGI60-11.00897,1.5304221036073549,3101.0,3077.751995645865,3095.0,3044.0,21.947397473174885,2.668171596729872,99.09603475578722,3696,2430,8.014874648979873,0.8.1,193027,-1.9020952626594194,0.5300157977883097,0.4849921011058452,0.5252764612954186
