,rrr_factor,alb_ice,alb_snow,alb_firn,albedo_aging,albedo_depth,center_snow_transfer,spread_snow_transfer,roughness_fresh_snow,roughness_ice,roughness_firn,aging_factor_roughness,mb,sim1,sim2,sim3,sim4,sim5,sim6,sim7,sim8,sim9,sim10,sim11,sim12,sim13,sim14,sim15,sim16,sim17,sim18,sim19,sim20,sim21,sim22,sim23,sim24,sim25,sim26,sim27,sim28,sim29,sim30,sim31,sim32,sim33,sim34,sim35,sim36,sim37,sim38,sim39,sim40,sim41,sim42,sim43,sim44,sim45,sim46,sim47,sim48,sim49,sim50,sim51,sim52,sim53,sim54,sim55,sim56,sim57,sim58
0,0.6784946678240786,0.1453555603920676,0.9182852165156904,0.6257672895773366,7.746642919966289,6.458280998339927,1.0,1.0,0.24,1.3016059041955057,4.0,0.0026,-2.094166405187909,0.0,0.0,0.0317460317460317,0.5317460317460317,0.0,0.0,0.3412698412698413,0.0,0.0,0.0,0.1984126984126984,0.3571428571428571,0.0,0.0,0.0,0.4682539682539682,0.5476190476190477,0.5793650793650794,0.0,0.0,0.0,0.0,0.2619047619047619,0.6111111111111112,0.6111111111111112,0.0,0.0,0.0,0.0,0.1349206349206349,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.626984126984127,0.5317460317460317,0.6428571428571429,0.2619047619047619,0.0,0.6428571428571429,0.0,0.2777777777777778,0.4523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.5,0.6587301587301587,0.4206349206349206
1,0.5842786881257486,0.1964944643434848,0.917632858761242,0.5891478804472577,19.55252442286121,10.749776016318688,1.0,1.0,0.24,10.451264205474828,4.0,0.0026,-2.2690777646886686,0.0,0.0,0.0317460317460317,0.5476190476190477,0.0,0.0,0.3571428571428571,0.0,0.0,0.0,0.2142857142857142,0.373015873015873,0.0,0.0,0.0,0.4523809523809524,0.5317460317460317,0.5793650793650794,0.0,0.0,0.0,0.0,0.2619047619047619,0.5793650793650794,0.5793650793650794,0.0,0.0,0.0,0.0,0.1507936507936507,0.5793650793650794,0.0,0.0,0.0,0.0,0.0,0.5793650793650794,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.0,0.6111111111111112,0.0,0.2936507936507936,0.4682539682539682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.4841269841269841,0.626984126984127,0.4365079365079365
2,0.8961371174738351,0.139975992446721,0.9299161824765002,0.64152073781434,18.29267020142357,4.411305654357818,1.0,1.0,0.24,9.94624319740174,4.0,0.0026,-0.3277041171101415,0.0,0.0,0.0,0.3253968253968254,0.0,0.0,0.0079365079365079,0.0,0.0,0.0,0.0,0.1507936507936507,0.0,0.0,0.0,0.2301587301587301,0.2777777777777778,0.3412698412698413,0.0,0.0,0.0,0.0,0.0,0.3412698412698413,0.2619047619047619,0.0,0.0,0.0,0.0,0.0,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.2936507936507936,0.373015873015873,0.373015873015873,0.1666666666666666,0.0,0.3888888888888889,0.0,0.0,0.4047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0.3888888888888889,0.4047619047619047
3,0.9866757774170922,0.2234849114830595,0.9185265096704102,0.514492402267139,16.837879440877888,5.1321883803165145,1.0,1.0,0.24,8.144151480796348,4.0,0.0026,-0.5435682672542871,0.0,0.0,0.0,0.3571428571428571,0.0,0.0,0.119047619047619,0.0,0.0,0.0,0.0,0.1984126984126984,0.0,0.0,0.0,0.2777777777777778,0.3412698412698413,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.2619047619047619,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.4047619047619047,0.4206349206349206,0.4206349206349206,0.1666666666666666,0.0,0.4206349206349206,0.0,0.0,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.4365079365079365,0.4047619047619047
4,0.6548187996209813,0.1809633108150778,0.9039154026726184,0.6259586816440648,21.46315699656246,2.27537699164042,1.0,1.0,0.24,3.014117962008614,4.0,0.0026,-1.4070218219973667,0.0,0.0,0.0,0.4682539682539682,0.0,0.0,0.2936507936507936,0.0,0.0,0.0,0.1349206349206349,0.2936507936507936,0.0,0.0,0.0,0.3888888888888889,0.4523809523809524,0.4206349206349206,0.0,0.0,0.0,0.0,0.1666666666666666,0.4682539682539682,0.3174603174603174,0.0,0.0,0.0,0.0,0.0873015873015873,0.5158730158730159,0.0,0.0,0.0,0.0,0.0,0.5158730158730159,0.4841269841269841,0.5317460317460317,0.1825396825396825,0.0,0.4523809523809524,0.0,0.1984126984126984,0.4523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0.4206349206349206,0.5634920634920635,0.4206349206349206
5,0.9212022874776128,0.1977564091226604,0.9077804918825784,0.5991382240305212,15.169130037920684,3.5665574318619817,1.0,1.0,0.24,2.614768997707081,4.0,0.0026,-0.5755611047457293,0.0,0.0,0.0,0.373015873015873,0.0,0.0,0.1349206349206349,0.0,0.0,0.0,0.0079365079365079,0.1984126984126984,0.0,0.0,0.0,0.2936507936507936,0.3412698412698413,0.373015873015873,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.2619047619047619,0.0,0.0,0.0,0.0,0.0,0.4047619047619047,0.0,0.0,0.0,0.0,0.0,0.4206349206349206,0.4365079365079365,0.4365079365079365,0.1507936507936507,0.0,0.4047619047619047,0.0,0.0,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.4523809523809524,0.4047619047619047
6,1.0687892759230289,0.1987768706576892,0.911643006585569,0.5723331629404157,9.585984872577416,4.548799880289593,1.0,1.0,0.24,10.094095558981858,4.0,0.0026,-0.6376528239793069,0.0,0.0,0.0,0.373015873015873,0.0,0.0,0.1031746031746031,0.0,0.0,0.0,0.0,0.1984126984126984,0.0,0.0,0.0,0.2777777777777778,0.3412698412698413,0.373015873015873,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.2619047619047619,0.0,0.0,0.0,0.0,0.0,0.4047619047619047,0.0,0.0,0.0,0.0,0.0,0.4206349206349206,0.4206349206349206,0.4365079365079365,0.1349206349206349,0.0,0.4047619047619047,0.0,0.0,0.4047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.4365079365079365,0.3888888888888889
7,0.725894894500994,0.1718063310320296,0.889520475892727,0.6806152916538879,3.109842265074473,7.553309398238039,1.0,1.0,0.24,4.994754578227868,4.0,0.0026,-2.600073572874217,0.0,0.0,0.119047619047619,0.6111111111111112,0.0,0.0,0.3571428571428571,0.0,0.0,0.0,0.246031746031746,0.4206349206349206,0.0,0.0,0.0,0.5158730158730159,0.5952380952380952,0.6428571428571429,0.0,0.0,0.0,0.0,0.3571428571428571,0.6587301587301587,0.6587301587301587,0.0,0.0,0.0,0.0,0.1984126984126984,0.6587301587301587,0.0,0.0,0.0,0.0,0.0,0.6746031746031746,0.5476190476190477,0.6904761904761905,0.2936507936507936,0.0,0.6904761904761905,0.0,0.3095238095238095,0.4523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1031746031746031,0.373015873015873,0.5476190476190477,0.6904761904761905,0.4206349206349206
8,0.8927187278402,0.1401370193642671,0.9014538232532258,0.6295655732010024,20.74833232617704,5.147420756649651,1.0,1.0,0.24,12.519862295754065,4.0,0.0026,-0.6478088547145009,0.0,0.0,0.0,0.373015873015873,0.0,0.0,0.0873015873015873,0.0,0.0,0.0,0.0,0.1984126984126984,0.0,0.0,0.0,0.2619047619047619,0.3095238095238095,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.2936507936507936,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.373015873015873,0.4047619047619047,0.4206349206349206,0.1825396825396825,0.0,0.4206349206349206,0.0,0.0,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.4206349206349206,0.4047619047619047
9,0.7702996776048355,0.2069866460774666,0.8967154127007844,0.585666222319294,13.718237805354551,12.81759670081254,1.0,1.0,0.24,14.04299527462718,4.0,0.0026,-1.8773514523345027,0.0,0.0,0.0,0.5,0.0,0.0,0.2936507936507936,0.0,0.0,0.0,0.1349206349206349,0.3253968253968254,0.0,0.0,0.0,0.4047619047619047,0.4523809523809524,0.5317460317460317,0.0,0.0,0.0,0.0,0.1984126984126984,0.5317460317460317,0.5317460317460317,0.0,0.0,0.0,0.0,0.0714285714285714,0.5317460317460317,0.0,0.0,0.0,0.0,0.0,0.5317460317460317,0.5634920634920635,0.5634920634920635,0.4365079365079365,0.0,0.5793650793650794,0.0,0.2142857142857142,0.4365079365079365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0.4365079365079365,0.5793650793650794,0.4206349206349206
10,0.9166444641756856,0.1339372867061267,0.9187486382275036,0.5717016558072802,20.491764310936464,10.600687650083984,1.0,1.0,0.24,13.760687199896532,4.0,0.0026,-0.6379446919543837,0.0,0.0,0.0,0.373015873015873,0.0,0.0,0.0873015873015873,0.0,0.0,0.0,0.0,0.1984126984126984,0.0,0.0,0.0,0.2619047619047619,0.2936507936507936,0.373015873015873,0.0,0.0,0.0,0.0,0.0,0.373015873015873,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.4047619047619047,0.4047619047619047,0.2301587301587301,0.0,0.4206349206349206,0.0,0.0,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.4365079365079365,0.4047619047619047
11,0.9737164792676082,0.2102094430710893,0.9010220172740724,0.599475689763125,9.120979025903091,9.754896013022805,1.0,1.0,0.24,1.8276969839576045,4.0,0.0026,-0.885552436991626,0.0,0.0,0.0,0.4206349206349206,0.0,0.0,0.1825396825396825,0.0,0.0,0.0,0.0,0.246031746031746,0.0,0.0,0.0,0.3412698412698413,0.373015873015873,0.4523809523809524,0.0,0.0,0.0,0.0,0.0,0.4365079365079365,0.4365079365079365,0.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.4682539682539682,0.4841269841269841,0.2142857142857142,0.0,0.4841269841269841,0.0,0.0,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1031746031746031,0.3571428571428571,0.5,0.4047619047619047
12,0.9979527037640832,0.1532104498989716,0.9168939257227212,0.5927441125676624,12.130603894680748,10.866298820206444,1.0,1.0,0.24,18.54965954601897,4.0,0.0026,-0.7396564093917366,0.0,0.0,0.0,0.373015873015873,0.0,0.0,0.1031746031746031,0.0,0.0,0.0,0.0,0.1984126984126984,0.0,0.0,0.0,0.2777777777777778,0.3253968253968254,0.4047619047619047,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.4047619047619047,0.0,0.0,0.0,0.0,0.0,0.4047619047619047,0.4206349206349206,0.4206349206349206,0.2142857142857142,0.0,0.4206349206349206,0.0,0.0,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.4365079365079365,0.4047619047619047
13,0.5850712728375617,0.1154262064287574,0.9174147189705228,0.655549835017444,11.652752783840585,10.574711283918958,1.0,1.0,0.24,11.031466594307814,4.0,0.0026,-2.644165311667841,0.0,0.0,0.0714285714285714,0.5793650793650794,0.0,0.0,0.3571428571428571,0.0,0.0,0.0,0.2301587301587301,0.373015873015873,0.0,0.0,0.0,0.4682539682539682,0.5476190476190477,0.5952380952380952,0.0,0.0,0.0,0.0,0.2936507936507936,0.6111111111111112,0.6111111111111112,0.0,0.0,0.0,0.0,0.1666666666666666,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,0.626984126984127,0.626984126984127,0.6428571428571429,0.0,0.6428571428571429,0.0,0.2936507936507936,0.4682539682539682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079365079365079,0.2936507936507936,0.5,0.6428571428571429,0.4365079365079365
14,0.8331459998446256,0.1437019921181462,0.8955512387693767,0.6522206724918457,19.135178664084084,8.14740330478168,1.0,1.0,0.24,12.602978544968613,4.0,0.0026,-0.9934681005590612,0.0,0.0,0.0,0.4206349206349206,0.0,0.0,0.1507936507936507,0.0,0.0,0.0,0.0079365079365079,0.2301587301587301,0.0,0.0,0.0,0.2936507936507936,0.3412698412698413,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.4206349206349206,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.4365079365079365,0.4365079365079365,0.4523809523809524,0.246031746031746,0.0,0.4523809523809524,0.0,0.0079365079365079,0.4365079365079365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1031746031746031,0.3253968253968254,0.4682539682539682,0.4047619047619047
15,0.8678942843193986,0.1807616796094222,0.8951105329116167,0.5186085402462988,20.574088892192247,3.7173065865790913,1.0,1.0,0.24,1.267326128293127,4.0,0.0026,-0.9042421699502976,0.0,0.0,0.0,0.4206349206349206,0.0,0.0,0.2142857142857142,0.0,0.0,0.0,0.0079365079365079,0.246031746031746,0.0,0.0,0.0,0.3412698412698413,0.3888888888888889,0.4047619047619047,0.0,0.0,0.0,0.0,0.0079365079365079,0.4365079365079365,0.2936507936507936,0.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.4523809523809524,0.5,0.1666666666666666,0.0,0.4365079365079365,0.0,0.0317460317460317,0.4206349206349206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1031746031746031,0.3571428571428571,0.5,0.4047619047619047
16,0.8017618441731759,0.1849183611794117,0.8958795390703467,0.6730077644188217,11.24906133639801,1.4325263158256831,1.0,1.0,0.24,5.676556056387826,4.0,0.0026,-1.094794811609117,0.0,0.0,0.0,0.4365079365079365,0.0,0.0,0.2301587301587301,0.0,0.0,0.0,0.0238095238095238,0.2619047619047619,0.0,0.0,0.0,0.3412698412698413,0.3888888888888889,0.3253968253968254,0.0,0.0,0.0,0.0,0.0873015873015873,0.373015873015873,0.2619047619047619,0.0,0.0,0.0,0.0,0.0,0.4682539682539682,0.0,0.0,0.0,0.0,0.0,0.4682539682539682,0.4523809523809524,0.5,0.0317460317460317,0.0,0.3888888888888889,0.0,0.1031746031746031,0.4365079365079365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1349206349206349,0.373015873015873,0.5158730158730159,0.4047619047619047
17,0.6331609629769697,0.1240283473308282,0.9049701818930762,0.6634768039383305,17.806072640976506,8.250722774280275,1.0,1.0,0.24,10.61374499452811,4.0,0.0026,-1.977540941919672,0.0,0.0,0.0,0.5,0.0,0.0,0.2936507936507936,0.0,0.0,0.0,0.1507936507936507,0.3412698412698413,0.0,0.0,0.0,0.4047619047619047,0.4523809523809524,0.5317460317460317,0.0,0.0,0.0,0.0,0.2142857142857142,0.5317460317460317,0.5317460317460317,0.0,0.0,0.0,0.0,0.1031746031746031,0.5317460317460317,0.0,0.0,0.0,0.0,0.0,0.5317460317460317,0.5476190476190477,0.5476190476190477,0.3571428571428571,0.0,0.5634920634920635,0.0,0.2301587301587301,0.4523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246031746031746,0.4365079365079365,0.5793650793650794,0.4365079365079365
18,0.6103195023262992,0.1372568112458318,0.9180764571761992,0.5436440030974107,16.2522659525073,4.283212843468494,1.0,1.0,0.24,11.164028357939353,4.0,0.0026,-2.423360194288608,0.0,0.0,0.0317460317460317,0.5317460317460317,0.0,0.0,0.3571428571428571,0.0,0.0,0.0,0.2142857142857142,0.373015873015873,0.0,0.0,0.0,0.4682539682539682,0.5476190476190477,0.5317460317460317,0.0,0.0,0.0,0.0,0.2619047619047619,0.5952380952380952,0.5,0.0,0.0,0.0,0.0,0.1507936507936507,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.626984126984127,0.5158730158730159,0.6428571428571429,0.2301587301587301,0.0,0.5793650793650794,0.0,0.2777777777777778,0.4682539682539682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.5,0.6587301587301587,0.4365079365079365
